id,run_id,timeStep,numberPedsInformed-PID10,numberPedsAll-PID10,percentageInformed-PID10,numberPedsInformed-PID20,numberPedsAll-PID20,percentageInformed-PID20
8,0,9.200000000000005,66,66,1.0,410,410,1.0
8,0,9.600000000000009,66,66,1.0,410,410,1.0
8,0,10.0,65,65,1.0,410,410,1.0
9,0,0.0,0,305,0.0,0,1297,0.0
9,0,0.4000000000000057,0,307,0.0,0,1305,0.0
9,0,0.8000000000000114,0,309,0.0,0,1309,0.0
9,0,1.2000000000000028,7,308,0.0227272727272727,233,1313,0.1774562071591774
9,0,1.6000000000000083,7,302,0.0231788079470198,233,1313,0.1774562071591774
9,0,2.0,255,297,0.8585858585858586,915,1313,0.6968773800456969
9,0,2.4000000000000057,252,293,0.8600682593856656,915,1312,0.6974085365853658
9,0,2.800000000000012,250,290,0.8620689655172413,915,1312,0.6974085365853658
9,0,3.200000000000003,283,284,0.9964788732394366,1308,1312,0.9969512195121952
9,0,3.6000000000000085,281,282,0.99645390070922,1308,1312,0.9969512195121952
9,0,4.0,278,279,0.996415770609319,1309,1312,0.9977134146341464
9,0,4.400000000000006,276,276,1.0,1311,1311,1.0
9,0,4.800000000000011,272,272,1.0,1310,1310,1.0
9,0,5.200000000000003,269,269,1.0,1310,1310,1.0
9,0,5.6000000000000085,264,264,1.0,1310,1310,1.0
9,0,6.0,261,261,1.0,1310,1310,1.0
9,0,6.400000000000006,256,256,1.0,1310,1310,1.0
9,0,6.800000000000011,253,253,1.0,1309,1309,1.0
9,0,7.200000000000003,251,251,1.0,1309,1309,1.0
10,0,0.0,0,305,0.0,0,1297,0.0
10,0,0.4000000000000057,0,307,0.0,0,1305,0.0
10,0,0.8000000000000114,0,309,0.0,0,1309,0.0
10,0,1.2000000000000028,7,308,0.0227272727272727,233,1313,0.1774562071591774
10,0,1.6000000000000083,7,302,0.0231788079470198,233,1313,0.1774562071591774
10,0,2.0,255,297,0.8585858585858586,915,1313,0.6968773800456969
10,0,2.4000000000000057,252,293,0.8600682593856656,915,1312,0.6974085365853658
10,0,2.800000000000012,250,290,0.8620689655172413,915,1312,0.6974085365853658
10,0,3.200000000000003,283,284,0.9964788732394366,1308,1312,0.9969512195121952
10,0,3.6000000000000085,281,282,0.99645390070922,1308,1312,0.9969512195121952
10,0,4.0,278,279,0.996415770609319,1309,1312,0.9977134146341464
10,0,4.400000000000006,276,276,1.0,1311,1311,1.0
10,0,4.800000000000011,272,272,1.0,1310,1310,1.0
10,0,5.200000000000003,269,269,1.0,1310,1310,1.0
10,0,5.6000000000000085,264,264,1.0,1310,1310,1.0
10,0,6.0,261,261,1.0,1310,1310,1.0
10,0,6.400000000000006,256,256,1.0,1310,1310,1.0
10,0,6.800000000000011,253,253,1.0,1309,1309,1.0
10,0,7.200000000000003,251,251,1.0,1309,1309,1.0
11,0,0.0,0,305,0.0,0,1297,0.0
11,0,0.4000000000000057,0,307,0.0,0,1305,0.0
11,0,0.8000000000000114,0,309,0.0,0,1309,0.0
11,0,1.2000000000000028,7,308,0.0227272727272727,233,1313,0.1774562071591774
11,0,1.6000000000000083,7,302,0.0231788079470198,233,1313,0.1774562071591774
11,0,2.0,255,297,0.8585858585858586,915,1313,0.6968773800456969
11,0,2.4000000000000057,252,293,0.8600682593856656,915,1312,0.6974085365853658
11,0,2.800000000000012,250,290,0.8620689655172413,915,1312,0.6974085365853658
11,0,3.200000000000003,283,284,0.9964788732394366,1308,1312,0.9969512195121952
11,0,3.6000000000000085,281,282,0.99645390070922,1308,1312,0.9969512195121952
11,0,4.0,278,279,0.996415770609319,1309,1312,0.9977134146341464
11,0,4.400000000000006,276,276,1.0,1311,1311,1.0
11,0,4.800000000000011,272,272,1.0,1310,1310,1.0
11,0,5.200000000000003,269,269,1.0,1310,1310,1.0
11,0,5.6000000000000085,264,264,1.0,1310,1310,1.0
11,0,6.0,261,261,1.0,1310,1310,1.0
11,0,6.400000000000006,256,256,1.0,1310,1310,1.0
11,0,6.800000000000011,253,253,1.0,1309,1309,1.0
11,0,7.200000000000003,251,251,1.0,1309,1309,1.0
12,0,0.0,0,305,0.0,0,1297,0.0
12,0,0.4000000000000057,0,307,0.0,0,1305,0.0
12,0,0.8000000000000114,0,309,0.0,0,1309,0.0
12,0,1.2000000000000028,7,308,0.0227272727272727,233,1313,0.1774562071591774
12,0,1.6000000000000083,7,302,0.0231788079470198,233,1313,0.1774562071591774
12,0,2.0,7,296,0.0236486486486486,233,1313,0.1774562071591774
12,0,2.4000000000000057,7,293,0.0238907849829351,233,1312,0.1775914634146341
12,0,2.800000000000012,290,290,1.0,980,1312,0.7469512195121951
12,0,3.200000000000003,284,284,1.0,980,1312,0.7469512195121951
12,0,3.6000000000000085,280,280,1.0,980,1312,0.7469512195121951
12,0,4.0,278,278,1.0,980,1312,0.7469512195121951
12,0,4.400000000000006,276,276,1.0,980,1311,0.7475209763539283
12,0,4.800000000000011,272,272,1.0,1309,1310,0.999236641221374
12,0,5.200000000000003,270,270,1.0,1309,1310,0.999236641221374
12,0,5.6000000000000085,265,265,1.0,1309,1310,0.999236641221374
12,0,6.0,261,261,1.0,1309,1310,0.999236641221374
12,0,6.400000000000006,255,255,1.0,1310,1310,1.0
12,0,6.800000000000011,251,251,1.0,1309,1309,1.0
12,0,7.200000000000003,249,249,1.0,1309,1309,1.0
12,0,7.600000000000008,245,245,1.0,1309,1309,1.0
12,0,8.0,233,233,1.0,1309,1309,1.0
12,0,8.400000000000006,228,228,1.0,1309,1309,1.0
12,0,8.800000000000011,225,225,1.0,1309,1309,1.0
13,0,0.0,0,305,0.0,0,1297,0.0
13,0,0.4000000000000057,0,307,0.0,0,1305,0.0
13,0,0.8000000000000114,0,309,0.0,0,1309,0.0
13,0,1.2000000000000028,7,308,0.0227272727272727,233,1313,0.1774562071591774
13,0,1.6000000000000083,7,302,0.0231788079470198,233,1313,0.1774562071591774
13,0,2.0,7,296,0.0236486486486486,233,1313,0.1774562071591774
13,0,2.4000000000000057,7,293,0.0238907849829351,233,1312,0.1775914634146341
13,0,2.800000000000012,290,290,1.0,980,1312,0.7469512195121951
13,0,3.200000000000003,284,284,1.0,980,1312,0.7469512195121951
13,0,3.6000000000000085,280,280,1.0,980,1312,0.7469512195121951
13,0,4.0,278,278,1.0,980,1312,0.7469512195121951
13,0,4.400000000000006,276,276,1.0,980,1311,0.7475209763539283
13,0,4.800000000000011,272,272,1.0,1309,1310,0.999236641221374
13,0,5.200000000000003,270,270,1.0,1309,1310,0.999236641221374
13,0,5.6000000000000085,265,265,1.0,1309,1310,0.999236641221374
13,0,6.0,261,261,1.0,1309,1310,0.999236641221374
13,0,6.400000000000006,255,255,1.0,1310,1310,1.0
13,0,6.800000000000011,251,251,1.0,1309,1309,1.0
13,0,7.200000000000003,249,249,1.0,1309,1309,1.0
13,0,7.600000000000008,245,245,1.0,1309,1309,1.0
13,0,8.0,233,233,1.0,1309,1309,1.0
13,0,8.400000000000006,228,228,1.0,1309,1309,1.0
13,0,8.800000000000011,225,225,1.0,1309,1309,1.0
14,0,0.0,0,305,0.0,0,1297,0.0
14,0,0.4000000000000057,0,307,0.0,0,1305,0.0
14,0,0.8000000000000114,0,309,0.0,0,1309,0.0
14,0,1.2000000000000028,7,308,0.0227272727272727,233,1313,0.1774562071591774
14,0,1.6000000000000083,7,302,0.0231788079470198,233,1313,0.1774562071591774
14,0,2.0,7,296,0.0236486486486486,233,1313,0.1774562071591774
14,0,2.4000000000000057,7,293,0.0238907849829351,233,1312,0.1775914634146341
14,0,2.800000000000012,290,290,1.0,980,1312,0.7469512195121951
14,0,3.200000000000003,284,284,1.0,980,1312,0.7469512195121951
14,0,3.6000000000000085,280,280,1.0,980,1312,0.7469512195121951
14,0,4.0,278,278,1.0,980,1312,0.7469512195121951
14,0,4.400000000000006,276,276,1.0,980,1311,0.7475209763539283
14,0,4.800000000000011,272,272,1.0,1309,1310,0.999236641221374
14,0,5.200000000000003,270,270,1.0,1309,1310,0.999236641221374
14,0,5.6000000000000085,265,265,1.0,1309,1310,0.999236641221374
14,0,6.0,261,261,1.0,1309,1310,0.999236641221374
14,0,6.400000000000006,255,255,1.0,1310,1310,1.0
14,0,6.800000000000011,251,251,1.0,1309,1309,1.0
14,0,7.200000000000003,249,249,1.0,1309,1309,1.0
14,0,7.600000000000008,245,245,1.0,1309,1309,1.0
14,0,8.0,233,233,1.0,1309,1309,1.0
14,0,8.400000000000006,228,228,1.0,1309,1309,1.0
14,0,8.800000000000011,225,225,1.0,1309,1309,1.0
15,0,0.0,0,305,0.0,0,1297,0.0
15,0,0.4000000000000057,0,307,0.0,0,1305,0.0
15,0,0.8000000000000114,0,309,0.0,0,1309,0.0
15,0,1.2000000000000028,7,308,0.0227272727272727,233,1313,0.1774562071591774
15,0,1.6000000000000083,7,302,0.0231788079470198,233,1313,0.1774562071591774
15,0,2.0,7,296,0.0236486486486486,233,1313,0.1774562071591774
15,0,2.4000000000000057,7,293,0.0238907849829351,233,1312,0.1775914634146341
15,0,2.800000000000012,7,288,0.0243055555555555,233,1312,0.1775914634146341
15,0,3.200000000000003,7,279,0.025089605734767,233,1312,0.1775914634146341
15,0,3.6000000000000085,276,276,1.0,1047,1312,0.7980182926829268
15,0,4.0,274,274,1.0,1047,1312,0.7980182926829268
15,0,4.400000000000006,273,273,1.0,1047,1311,0.7986270022883295
15,0,4.800000000000011,269,269,1.0,1047,1310,0.7992366412213741
15,0,5.200000000000003,267,267,1.0,1047,1310,0.7992366412213741
15,0,5.6000000000000085,262,262,1.0,1047,1310,0.7992366412213741
15,0,6.0,258,258,1.0,1191,1310,0.9091603053435114
15,0,6.400000000000006,252,252,1.0,1310,1310,1.0
15,0,6.800000000000011,250,250,1.0,1309,1309,1.0
15,0,7.200000000000003,247,247,1.0,1309,1309,1.0
15,0,7.600000000000008,241,241,1.0,1309,1309,1.0
15,0,8.0,229,229,1.0,1309,1309,1.0
15,0,8.400000000000006,224,224,1.0,1309,1309,1.0
15,0,8.800000000000011,222,222,1.0,1309,1309,1.0
15,0,9.200000000000005,219,219,1.0,1309,1309,1.0
15,0,9.600000000000009,218,218,1.0,1309,1309,1.0
15,0,10.0,211,211,1.0,1309,1309,1.0
15,0,10.400000000000006,210,210,1.0,1309,1309,1.0
16,0,0.0,0,305,0.0,0,1297,0.0
16,0,0.4000000000000057,0,307,0.0,0,1305,0.0
16,0,0.8000000000000114,0,309,0.0,0,1309,0.0
16,0,1.2000000000000028,7,308,0.0227272727272727,233,1313,0.1774562071591774
16,0,1.6000000000000083,7,302,0.0231788079470198,233,1313,0.1774562071591774
16,0,2.0,7,296,0.0236486486486486,233,1313,0.1774562071591774
16,0,2.4000000000000057,7,293,0.0238907849829351,233,1312,0.1775914634146341
16,0,2.800000000000012,7,288,0.0243055555555555,233,1312,0.1775914634146341
16,0,3.200000000000003,7,279,0.025089605734767,233,1312,0.1775914634146341
16,0,3.6000000000000085,276,276,1.0,1047,1312,0.7980182926829268
16,0,4.0,274,274,1.0,1047,1312,0.7980182926829268
16,0,4.400000000000006,273,273,1.0,1047,1311,0.7986270022883295
16,0,4.800000000000011,269,269,1.0,1047,1310,0.7992366412213741
16,0,5.200000000000003,267,267,1.0,1047,1310,0.7992366412213741
16,0,5.6000000000000085,262,262,1.0,1047,1310,0.7992366412213741
16,0,6.0,258,258,1.0,1191,1310,0.9091603053435114
16,0,6.400000000000006,252,252,1.0,1310,1310,1.0
16,0,6.800000000000011,250,250,1.0,1309,1309,1.0
16,0,7.200000000000003,247,247,1.0,1309,1309,1.0
16,0,7.600000000000008,241,241,1.0,1309,1309,1.0
16,0,8.0,229,229,1.0,1309,1309,1.0
16,0,8.400000000000006,224,224,1.0,1309,1309,1.0
16,0,8.800000000000011,222,222,1.0,1309,1309,1.0
16,0,9.200000000000005,219,219,1.0,1309,1309,1.0
