id,run_id,Unnamed: 0,index,count,mean,std,min,25%,50%,75%,max
0,0,0,lifetime,20019.0,4.161404328529633,1.6118838484973612,0.001398074128,3.114464829746,4.172356452819,5.235734408653,7.199651868642
1,0,0,lifetime,20019.0,4.161404328529633,1.6118838484973612,0.001398074128,3.114464829746,4.172356452819,5.235734408653,7.199651868642
2,0,0,lifetime,20019.0,4.161404328529633,1.6118838484973612,0.001398074128,3.114464829746,4.172356452819,5.235734408653,7.199651868642
3,0,0,lifetime,16496.0,6.09830840578372,2.338325139839596,0.001398074128,3.69970492499525,5.50442991061,9.001498098833249,9.104092583569
4,0,0,lifetime,16496.0,6.09830840578372,2.338325139839596,0.001398074128,3.69970492499525,5.50442991061,9.001498098833249,9.104092583569
5,0,0,lifetime,16496.0,6.09830840578372,2.338325139839596,0.001398074128,3.69970492499525,5.50442991061,9.001498098833249,9.104092583569
6,0,0,lifetime,10270.0,6.018896939527074,1.8082902582226696,0.001398074128,5.187922195422249,5.253773187202,7.7883504541305,7.836972315345
7,0,0,lifetime,10270.0,6.018896939527074,1.8082902582226696,0.001398074128,5.187922195422249,5.253773187202,7.7883504541305,7.836972315345
8,0,0,lifetime,10270.0,6.018896939527074,1.8082902582226696,0.001398074128,5.187922195422249,5.253773187202,7.7883504541305,7.836972315345
9,0,0,lifetime,53431.0,3.976611284273842,1.7120469832883047,0.001658065773,3.0778580723835,4.151775733713,5.298275239013,6.372101547305
10,0,0,lifetime,53431.0,3.976611284273842,1.7120469832883047,0.001658065773,3.0778580723835,4.151775733713,5.298275239013,6.372101547305
11,0,0,lifetime,53431.0,3.976611284273842,1.7120469832883047,0.001658065773,3.0778580723835,4.151775733713,5.298275239013,6.372101547305
12,0,0,lifetime,30270.0,4.814058593016426,1.92545132501288,0.001658065773,3.6287658748995,5.428707727177001,5.612241569414,7.407798261277
13,0,0,lifetime,30270.0,4.814058593016426,1.92545132501288,0.001658065773,3.6287658748995,5.428707727177001,5.612241569414,7.407798261277
14,0,0,lifetime,30270.0,4.814058593016426,1.92545132501288,0.001658065773,3.6287658748995,5.428707727177001,5.612241569414,7.407798261277
15,0,0,lifetime,24579.0,5.339938915734533,2.1437741921755644,0.001658065773,2.6476447028705,5.242635848538,7.7713126983495,7.933171507339
16,0,0,lifetime,24579.0,5.339938915734533,2.1437741921755644,0.001658065773,2.6476447028705,5.242635848538,7.7713126983495,7.933171507339
17,0,0,lifetime,24579.0,5.339938915734533,2.1437741921755644,0.001658065773,2.6476447028705,5.242635848538,7.7713126983495,7.933171507339
18,0,0,lifetime,79917.0,4.0039177314811125,1.6746357358348647,0.002038066869,3.079216199312,4.220625588159,5.283286497669,6.3989661936
19,0,0,lifetime,79917.0,4.0039177314811125,1.6746357358348647,0.002038066869,3.079216199312,4.220625588159,5.283286497669,6.3989661936
20,0,0,lifetime,79917.0,4.0039177314811125,1.6746357358348647,0.002038066869,3.079216199312,4.220625588159,5.283286497669,6.3989661936
21,0,0,lifetime,56751.0,4.855779833789908,2.03323167925274,0.002038066869,3.615350007158,5.438786252,7.2101103602765,7.478732704098
22,0,0,lifetime,56751.0,4.855779833789908,2.03323167925274,0.002038066869,3.615350007158,5.438786252,7.2101103602765,7.478732704098
23,0,0,lifetime,56751.0,4.855779833789908,2.03323167925274,0.002038066869,3.615350007158,5.438786252,7.2101103602765,7.478732704098
24,0,0,lifetime,37865.0,5.5148429376672645,2.182173584039256,0.002038066869,2.663906874314,5.307240770512,7.813458088423,8.002917449288
25,0,0,lifetime,37865.0,5.5148429376672645,2.182173584039256,0.002038066869,2.663906874314,5.307240770512,7.813458088423,8.002917449288
26,0,0,lifetime,37865.0,5.5148429376672645,2.182173584039256,0.002038066869,2.663906874314,5.307240770512,7.813458088423,8.002917449288
