timeStep meas_area_1 meas_area_2 meas_area_3
317 0.07821392114285715 0.0 0.022857142857142857
322 0.07821392114285715 0.027257510571428573 0.017142662857142856
327 0.055844156 0.05451502114285715 0.03428532571428571
332 0.027272727428571432 0.08111670771428571 0.03428532571428571
337 0.027272727428571432 0.10771839428571428 0.05714285714285714
342 0.027272727428571432 0.10706257028571428 0.07428552000000001
347 0.018181818285714284 0.07980505971428571 0.07428552000000001
352 0.018181818285714284 0.05320337314285714 0.03999980571428571
357 0.018181818285714284 0.02660168657142857 0.06857123428571428
362 0.007500000000000001 0.0 0.06285675428571429
367 0.007500000000000001 0.0 0.07999941714285715
372 0.010714285714285714 0.0 0.08571409142857143
377 0.010714285714285714 0.027257510571428573 0.11428552
382 0.020196937999999998 0.027257510571428573 0.08571409142857143
387 0.020196937999999998 0.027257510571428573 0.08571389714285714
392 0.07535714285714286 0.05385919714285714 0.06857123428571428
397 0.07535714285714286 0.05385919714285714 0.08571409142857143
402 0.07857142857142857 0.027257510571428573 0.08571409142857143
407 0.10591122371428571 0.02660168657142857 0.06857123428571428
412 0.12788924571428573 0.05385919714285714 0.06857123428571428
417 0.09587912085714285 0.027257510571428573 0.08571409142857143
422 0.09587912085714285 0.05385919714285714 0.07428532571428571
427 0.11211288714285714 0.05385919714285714 0.07428532571428571
432 0.08603896114285714 0.05385919714285714 0.06857123428571428
437 0.103896104 0.05385919714285714 0.06857142857142857
442 0.103896104 0.05385919714285714 0.05714285714285714
447 0.08191808199999999 0.05385919714285714 0.04
452 0.06243756257142858 0.05385919714285714 0.022857142857142857
457 0.027272727428571432 0.05385919714285714 0.011428571428571429
462 0.03477272742857143 0.05385919714285714 0.0
467 0.03477272742857143 0.02660168657142857 0.017142662857142856
472 0.03477272742857143 0.05385919714285714 0.017142662857142856
477 0.036396104 0.027257510571428573 0.02857142857142857
482 0.03051948057142857 0.02660168657142857 0.02857142857142857
487 0.038019480571428566 0.02660168657142857 0.045713897142857146
492 0.03642857142857143 0.02660168657142857 0.045713897142857146
497 0.07857142857142857 0.027257510571428573 0.05714266285714286
502 0.060714285714285714 0.027257510571428573 0.05714285714285714
507 0.070196938 0.02660168657142857 0.06857142857142857
512 0.07802197799999999 0.05385919714285714 0.03999980571428571
517 0.08711288714285714 0.05385919714285714 0.03999980571428571
522 0.11711538457142857 0.027257510571428573 0.028571234285714286
527 0.09925824171428571 0.02660168657142857 0.06285675428571429
532 0.13818681314285713 0.05385919714285714 0.07999941714285715
537 0.10220706285714286 0.027257510571428573 0.07428532571428571
542 0.10591122371428571 0.027257510571428573 0.1028567542857143
547 0.09931781714285715 0.02660168657142857 0.09714266285714286
552 0.103021978 0.02660168657142857 0.08571389714285714
557 0.076948052 0.027257510571428573 0.07999980571428572
562 0.057467532571428566 0.027257510571428573 0.08
567 0.057467532571428566 0.027257510571428573 0.06857142857142857
572 0.057467532571428566 0.02660168657142857 0.04
577 0.033866134 0.02660168657142857 0.022857142857142857
582 0.033866134 0.05385919714285714 0.011428571428571429
587 0.015684315714285715 0.027257510571428573 0.0
592 0.016590909142857144 0.02660168657142857 0.0
597 0.016590909142857144 0.02660168657142857 0.0
602 0.018181818285714284 0.05385919714285714 0.0
607 0.010714285714285714 0.027257510571428573 0.017142662857142856
612 0.010714285714285714 0.05385919714285714 0.017142662857142856
617 0.010714285714285714 0.05385919714285714 0.017142662857142856
622 0.010714285714285714 0.08046088371428571 0.02857142857142857
627 0.010714285714285714 0.08111670771428571 0.045714091428571434
632 0.017307692285714285 0.1083742182857143 0.045714091428571434
637 0.04344082914285714 0.08111670771428571 0.028571234285714286
642 0.0575 0.08046088371428571 0.05714266285714286
647 0.05211288714285714 0.08046088371428571 0.045714091428571434
652 0.09104145857142858 0.08111670771428571 0.07428532571428571
657 0.10373839657142857 0.05385919714285714 0.09142798857142857
662 0.08873626371428571 0.08046088371428571 0.09142798857142857
667 0.12857142857142856 0.08046088371428571 0.08571409142857143
672 0.16428571428571428 0.08111670771428571 0.09714285714285714
677 0.14642857142857144 0.05385919714285714 0.06857142857142857
682 0.17337662342857144 0.05320337314285714 0.05142857142857143
687 0.16853896114285716 0.02660168657142857 0.022857142857142857
692 0.15977272742857143 0.02660168657142857 0.011428571428571429
697 0.16795704314285714 0.027257510571428573 0.0
702 0.144388112 0.027257510571428573 0.0
707 0.13150099914285715 0.02660168657142857 0.0
712 0.09263200314285715 0.02660168657142857 0.0
717 0.08603859657142858 0.02660168657142857 0.017142662857142856
722 0.07857106400000001 0.027257510571428573 0.017142662857142856
727 0.07568181828571428 0.027257510571428573 0.017142662857142856
732 0.0876623377142857 0.027257510571428573 0.02857142857142857
737 0.06980519485714286 0.02660168657142857 0.02857142857142857
742 0.038736263714285714 0.02660168657142857 0.028571234285714286
747 0.038736263714285714 0.0 0.028571234285714286
752 0.038736263714285714 0.0 0.04
757 0.03750463028571429 0.0 0.02857142857142857
762 0.03750463028571429 0.027257510571428573 0.02857142857142857
767 0.06318681314285714 0.027257510571428573 0.011428571428571429
772 0.052472527428571426 0.027257510571428573 0.028571234285714286
777 0.038736263714285714 0.05385919714285714 0.017142662857142856
782 0.05536177314285714 0.08111670771428571 0.017142662857142856
787 0.04876836657142857 0.10771839428571428 0.02857142857142857
792 0.09642857142857143 0.1083742182857143 0.02857142857142857
797 0.09642857142857143 0.13497590485714286 0.045714091428571434
802 0.09480519485714285 0.10706257028571428 0.045713897142857146
807 0.07532467542857142 0.10706257028571428 0.05714266285714286
812 0.103896104 0.10771839428571428 0.05714285714285714
817 0.07532467542857142 0.10771839428571428 0.05714285714285714
822 0.07532467542857142 0.1083742182857143 0.022857142857142857
827 0.103896104 0.13497590485714286 0.03999980571428571
832 0.046753246857142855 0.13497590485714286 0.045713897142857146
837 0.027272727428571432 0.08046088371428571 0.05142798857142857
842 0.025681818285714288 0.07980505971428571 0.07999941714285715
847 0.027272727428571432 0.05320337314285714 0.09142818285714287
852 0.03798701314285714 0.0 0.09714285714285714
857 0.04707792228571429 0.0 0.08
862 0.025714285714285714 0.0 0.09714266285714286
867 0.046785714285714285 0.0 0.06857104000000001
872 0.03214285714285714 0.0 0.06857123428571428
877 0.05909090914285714 0.0 0.07428552000000001
882 0.07068681314285714 0.0 0.09142818285714287
887 0.04211538457142857 0.0 0.1028567542857143
892 0.12788924571428573 0.027257510571428573 0.06857123428571428
897 0.10337912085714286 0.027257510571428573 0.06857142857142857
902 0.14068431571428572 0.02660168657142857 0.07428552000000001
907 0.11630046942857142 0.02660168657142857 0.07428532571428571
912 0.14107605885714286 0.0 0.06857123428571428
917 0.150166968 0.0 0.05714266285714286
922 0.160196938 0.0 0.07428552000000001
927 0.12662301200000003 0.027257510571428573 0.05714266285714286
932 0.12983729771428573 0.027257510571428573 0.05142857142857143
937 0.1373048302857143 0.027257510571428573 0.04
942 0.13571392114285716 0.02660168657142857 0.04
947 0.13441558457142858 0.02660168657142857 0.011428571428571429
952 0.14977522485714284 0.05385919714285714 0.011428571428571429
957 0.09458041971428573 0.027257510571428573 0.0
962 0.09295704314285713 0.02660168657142857 0.017142662857142856
967 0.05782467542857143 0.02660168657142857 0.03428532571428571
972 0.06785677828571429 0.02660168657142857 0.03428532571428571
977 0.049093042 0.0 0.05714285714285714
982 0.06438561457142856 0.0 0.07428552000000001
987 0.038019480571428566 0.0 0.07428532571428571
992 0.054285714285714284 0.0 0.07428513142857143
997 0.05659340657142857 0.0 0.08571389714285714
1002 0.04782717285714285 0.0 0.08571409142857143
1007 0.07318431571428571 0.0 0.10285694857142857
1012 0.10997252742857143 0.0 0.08571409142857143
1017 0.12074638857142858 0.0 0.06285714285714286
1022 0.12983729771428573 0.0 0.06285714285714286
1027 0.11198015485714286 0.0 0.05714266285714286
1032 0.12123626371428571 0.0 0.045713897142857146
1037 0.1261081617142857 0.0 0.05714266285714286
1042 0.15220706285714286 0.027257510571428573 0.05714285714285714
1047 0.15220706285714286 0.027257510571428573 0.05714285714285714
1052 0.13860353142857143 0.02660168657142857 0.05714266285714286
1057 0.1294205794285714 0.02660168657142857 0.05714246857142857
1062 0.09552161342857143 0.0 0.05714266285714286
1067 0.08603896114285714 0.0 0.05714285714285714
1072 0.09353896114285715 0.0 0.05714285714285714
1077 0.076623012 0.0 0.022857142857142857
1082 0.037661973142857144 0.0 0.03999980571428571
1087 0.03178534971428572 0.0 0.045713897142857146
1092 0.028896103999999995 0.0 0.045714091428571434
1097 0.028896103999999995 0.0 0.06285675428571429
1102 0.028896103999999995 0.0 0.07428552000000001
1107 0.03766233771428571 0.0 0.06857142857142857
1112 0.027305194857142855 0.027257510571428573 0.08571409142857143
1117 0.025714285714285714 0.027257510571428573 0.07428532571428571
1122 0.06464285714285715 0.02660168657142857 0.06857123428571428
1127 0.03711288714285714 0.02660168657142857 0.06857142857142857
1132 0.048708791142857144 0.02660168657142857 0.09142818285714287
1137 0.07068681314285714 0.027257510571428573 0.07428532571428571
1142 0.07142857142857142 0.05451502114285715 0.06857123428571428
1147 0.10714285714285714 0.05451502114285715 0.08
1152 0.08928571428571429 0.05385919714285714 0.05714266285714286
1157 0.09876836657142858 0.05320337314285714 0.03999980571428571
1162 0.1125046302857143 0.02660168657142857 0.05142857142857143
1167 0.15604395599999998 0.0 0.05714266285714286
1172 0.13818681314285713 0.0 0.06285675428571429
1177 0.11211288714285714 0.027257510571428573 0.06285655999999999
1182 0.09769444057142858 0.027257510571428573 0.07428532571428571
1187 0.07821392114285715 0.05385919714285714 0.08571428571428572
1192 0.07821392114285715 0.05385919714285714 0.06857142857142857
1197 0.07532467542857142 0.05385919714285714 0.05142857142857143
1202 0.08441558457142857 0.05385919714285714 0.03428571428571429
1207 0.06493506514285714 0.05385919714285714 0.022857142857142857
1212 0.061753246857142854 0.02660168657142857 0.017142662857142856
1217 0.063344156 0.02660168657142857 0.03428532571428571
1222 0.04870129885714286 0.05385919714285714 0.03428532571428571
1227 0.05032467542857143 0.027257510571428573 0.045714091428571434
1232 0.06818181828571428 0.027257510571428573 0.05714285714285714
1237 0.0575 0.02660168657142857 0.05714285714285714
1242 0.060714285714285714 0.02660168657142857 0.022857142857142857
1247 0.060714285714285714 0.0 0.022857142857142857
1252 0.07857142857142857 0.0 0.011428571428571429
1257 0.081043956 0.0 0.017142662857142856
1262 0.0697802197142857 0.0 0.017142662857142856
1267 0.06195517971428571 0.027257510571428573 0.03428532571428571
1272 0.081043956 0.05451502114285715 0.045714091428571434
1277 0.07445054942857143 0.08111670771428571 0.06285675428571429
1282 0.06003210285714286 0.05385919714285714 0.05714266285714286
1287 0.06951475514285714 0.05320337314285714 0.05714266285714286
1292 0.11717496000000001 0.05385919714285714 0.08571409142857143
1297 0.11428571428571428 0.027257510571428573 0.09142798857142857
1302 0.14285714285714285 0.027257510571428573 0.1028567542857143
1307 0.151948052 0.08111670771428571 0.08571409142857143
1312 0.07532467542857142 0.08111670771428571 0.09714285714285714
1317 0.07532467542857142 0.05385919714285714 0.08571409142857143
1322 0.07532467542857142 0.05320337314285714 0.051428377142857154
1327 0.07532467542857142 0.08046088371428571 0.051428377142857154
1332 0.054253246857142855 0.08111670771428571 0.05142857142857143
1337 0.018181818285714284 0.05451502114285715 0.02857142857142857
1342 0.018181818285714284 0.05320337314285714 0.011428571428571429
1347 0.018181818285714284 0.08046088371428571 0.011428571428571429
1352 0.009090909142857142 0.05385919714285714 0.011428571428571429
1357 0.009090909142857142 0.027257510571428573 0.0
1362 0.0 0.02660168657142857 0.017142662857142856
1367 0.0 0.05385919714285714 0.017142662857142856
1372 0.009090909142857142 0.05451502114285715 0.02857142857142857
1377 0.009090909142857142 0.05451502114285715 0.02857142857142857
1382 0.014093406571428572 0.05385919714285714 0.06285675428571429
1387 0.020196937999999998 0.05320337314285714 0.06285655999999999
1392 0.06785714285714285 0.05385919714285714 0.08571409142857143
1397 0.06785714285714285 0.08177253171428571 0.08571409142857143
1402 0.09480519485714285 0.08111670771428571 0.10285694857142857
1407 0.08195054942857143 0.08046088371428571 0.06857123428571428
1412 0.0917582417142857 0.07980505971428571 0.06285714285714286
1417 0.15357142857142858 0.02660168657142857 0.04
1422 0.16428571428571428 0.02660168657142857 0.045714091428571434
1427 0.1084087262857143 0.027257510571428573 0.028571234285714286
1432 0.09263236771428571 0.05451502114285715 0.04
1437 0.11048951057142857 0.05385919714285714 0.02857142857142857
1442 0.11048951057142857 0.08111670771428571 0.02857142857142857
1447 0.103896104 0.05385919714285714 0.011428571428571429
1452 0.06243756257142858 0.08046088371428571 0.028571234285714286
1457 0.05334665342857142 0.10771839428571428 0.028571234285714286
1462 0.041366134 0.05451502114285715 0.02857142857142857
1467 0.03318181828571429 0.05385919714285714 0.02857142857142857
1472 0.036396104 0.05320337314285714 0.02857142857142857
1477 0.03051948057142857 0.02660168657142857 0.028571234285714286
1482 0.03961038971428571 0.0 0.028571234285714286
1487 0.02892857142857143 0.027257510571428573 0.045714091428571434
1492 0.046785714285714285 0.027257510571428573 0.045714091428571434
1497 0.10392857142857144 0.02660168657142857 0.05714285714285714
1502 0.0575 0.02660168657142857 0.04
