timeStep areaDensityCountingNormed-PID101 areaDensityCountingNormed-PID102 areaDensityCountingNormed-PID103
113 0.3142857142857143 0.11428571428571428 0.17142857142857143
114 0.3142857142857143 0.11428571428571428 0.14285714285714285
115 0.3142857142857143 0.11428571428571428 0.14285714285714285
116 0.3142857142857143 0.11428571428571428 0.17142857142857143
117 0.2857142857142857 0.08571428571428572 0.14285714285714285
118 0.2857142857142857 0.08571428571428572 0.17142857142857143
119 0.2857142857142857 0.08571428571428572 0.17142857142857143
120 0.2857142857142857 0.08571428571428572 0.17142857142857143
121 0.2857142857142857 0.11428571428571428 0.2
122 0.2857142857142857 0.08571428571428572 0.17142857142857143
123 0.2857142857142857 0.08571428571428572 0.17142857142857143
124 0.2857142857142857 0.08571428571428572 0.17142857142857143
125 0.2857142857142857 0.08571428571428572 0.2
126 0.2857142857142857 0.08571428571428572 0.2
127 0.2571428571428571 0.08571428571428572 0.2
128 0.2571428571428571 0.08571428571428572 0.2
129 0.2571428571428571 0.08571428571428572 0.2
130 0.2571428571428571 0.05714285714285714 0.2
131 0.2571428571428571 0.05714285714285714 0.22857142857142856
132 0.22857142857142856 0.05714285714285714 0.22857142857142856
133 0.22857142857142856 0.05714285714285714 0.2
134 0.2 0.02857142857142857 0.2
135 0.2 0.02857142857142857 0.2
136 0.22857142857142856 0.02857142857142857 0.22857142857142856
137 0.22857142857142856 0.02857142857142857 0.22857142857142856
138 0.2571428571428571 0.02857142857142857 0.22857142857142856
139 0.2571428571428571 0.02857142857142857 0.2
140 0.2571428571428571 0.02857142857142857 0.2
141 0.2571428571428571 0.02857142857142857 0.2
142 0.22857142857142856 0.02857142857142857 0.17142857142857143
143 0.22857142857142856 0.02857142857142857 0.2
144 0.22857142857142856 0.02857142857142857 0.17142857142857143
145 0.22857142857142856 0.02857142857142857 0.17142857142857143
146 0.22857142857142856 0.0 0.17142857142857143
147 0.22857142857142856 0.0 0.17142857142857143
148 0.22857142857142856 0.0 0.17142857142857143
149 0.22857142857142856 0.0 0.14285714285714285
150 0.22857142857142856 0.0 0.14285714285714285
151 0.22857142857142856 0.0 0.14285714285714285
152 0.22857142857142856 0.0 0.14285714285714285
153 0.22857142857142856 0.02857142857142857 0.14285714285714285
154 0.2571428571428571 0.02857142857142857 0.11428571428571428
155 0.2571428571428571 0.02857142857142857 0.11428571428571428
156 0.2571428571428571 0.02857142857142857 0.14285714285714285
157 0.2571428571428571 0.02857142857142857 0.11428571428571428
158 0.2571428571428571 0.02857142857142857 0.11428571428571428
159 0.2571428571428571 0.05714285714285714 0.14285714285714285
160 0.2857142857142857 0.05714285714285714 0.14285714285714285
161 0.2857142857142857 0.05714285714285714 0.11428571428571428
162 0.22857142857142856 0.05714285714285714 0.11428571428571428
163 0.22857142857142856 0.05714285714285714 0.11428571428571428
164 0.2571428571428571 0.05714285714285714 0.14285714285714285
165 0.2571428571428571 0.05714285714285714 0.14285714285714285
166 0.2571428571428571 0.05714285714285714 0.14285714285714285
167 0.22857142857142856 0.05714285714285714 0.17142857142857143
168 0.22857142857142856 0.05714285714285714 0.14285714285714285
169 0.22857142857142856 0.05714285714285714 0.14285714285714285
170 0.2 0.05714285714285714 0.14285714285714285
171 0.2 0.05714285714285714 0.11428571428571428
172 0.2 0.08571428571428572 0.11428571428571428
173 0.2 0.08571428571428572 0.11428571428571428
174 0.2 0.08571428571428572 0.11428571428571428
175 0.2 0.08571428571428572 0.11428571428571428
176 0.2 0.05714285714285714 0.11428571428571428
177 0.2 0.05714285714285714 0.11428571428571428
178 0.2 0.05714285714285714 0.11428571428571428
179 0.22857142857142856 0.05714285714285714 0.11428571428571428
180 0.22857142857142856 0.05714285714285714 0.11428571428571428
181 0.2571428571428571 0.05714285714285714 0.08571428571428572
182 0.2857142857142857 0.05714285714285714 0.11428571428571428
183 0.2857142857142857 0.05714285714285714 0.11428571428571428
184 0.2857142857142857 0.05714285714285714 0.08571428571428572
185 0.2857142857142857 0.02857142857142857 0.08571428571428572
186 0.2857142857142857 0.02857142857142857 0.08571428571428572
187 0.2857142857142857 0.02857142857142857 0.11428571428571428
188 0.2857142857142857 0.02857142857142857 0.11428571428571428
189 0.2857142857142857 0.02857142857142857 0.11428571428571428
190 0.2857142857142857 0.02857142857142857 0.11428571428571428
191 0.2857142857142857 0.05714285714285714 0.11428571428571428
192 0.2857142857142857 0.05714285714285714 0.08571428571428572
193 0.2857142857142857 0.05714285714285714 0.08571428571428572
194 0.2857142857142857 0.05714285714285714 0.08571428571428572
195 0.2857142857142857 0.08571428571428572 0.08571428571428572
196 0.2571428571428571 0.08571428571428572 0.08571428571428572
197 0.2857142857142857 0.05714285714285714 0.08571428571428572
198 0.2857142857142857 0.05714285714285714 0.08571428571428572
199 0.2857142857142857 0.05714285714285714 0.08571428571428572
200 0.2857142857142857 0.05714285714285714 0.08571428571428572
201 0.2857142857142857 0.05714285714285714 0.08571428571428572
202 0.3142857142857143 0.05714285714285714 0.08571428571428572
203 0.3142857142857143 0.05714285714285714 0.11428571428571428
204 0.3142857142857143 0.08571428571428572 0.11428571428571428
205 0.37142857142857144 0.08571428571428572 0.11428571428571428
206 0.4 0.08571428571428572 0.11428571428571428
207 0.4 0.11428571428571428 0.11428571428571428
208 0.4 0.11428571428571428 0.08571428571428572
209 0.4 0.11428571428571428 0.11428571428571428
210 0.37142857142857144 0.11428571428571428 0.11428571428571428
211 0.37142857142857144 0.11428571428571428 0.08571428571428572
212 0.37142857142857144 0.14285714285714285 0.08571428571428572
213 0.37142857142857144 0.17142857142857143 0.08571428571428572
214 0.37142857142857144 0.17142857142857143 0.08571428571428572
215 0.37142857142857144 0.14285714285714285 0.08571428571428572
216 0.4 0.17142857142857143 0.08571428571428572
217 0.4 0.17142857142857143 0.08571428571428572
218 0.37142857142857144 0.17142857142857143 0.08571428571428572
219 0.37142857142857144 0.17142857142857143 0.08571428571428572
220 0.34285714285714286 0.14285714285714285 0.11428571428571428
221 0.34285714285714286 0.14285714285714285 0.11428571428571428
222 0.34285714285714286 0.17142857142857143 0.11428571428571428
223 0.34285714285714286 0.17142857142857143 0.11428571428571428
224 0.34285714285714286 0.17142857142857143 0.14285714285714285
225 0.34285714285714286 0.17142857142857143 0.14285714285714285
226 0.34285714285714286 0.17142857142857143 0.14285714285714285
227 0.34285714285714286 0.2 0.14285714285714285
228 0.37142857142857144 0.2 0.14285714285714285
229 0.37142857142857144 0.17142857142857143 0.11428571428571428
230 0.4 0.17142857142857143 0.11428571428571428
231 0.4 0.17142857142857143 0.11428571428571428
232 0.4 0.2 0.11428571428571428
233 0.42857142857142855 0.17142857142857143 0.11428571428571428
234 0.4 0.17142857142857143 0.08571428571428572
235 0.4 0.17142857142857143 0.11428571428571428
236 0.34285714285714286 0.14285714285714285 0.11428571428571428
237 0.34285714285714286 0.14285714285714285 0.11428571428571428
238 0.34285714285714286 0.11428571428571428 0.11428571428571428
239 0.3142857142857143 0.11428571428571428 0.11428571428571428
240 0.2857142857142857 0.11428571428571428 0.08571428571428572
241 0.2857142857142857 0.14285714285714285 0.08571428571428572
242 0.2857142857142857 0.11428571428571428 0.08571428571428572
243 0.2857142857142857 0.11428571428571428 0.08571428571428572
244 0.2857142857142857 0.11428571428571428 0.05714285714285714
245 0.2571428571428571 0.14285714285714285 0.05714285714285714
246 0.2571428571428571 0.14285714285714285 0.05714285714285714
247 0.2571428571428571 0.14285714285714285 0.05714285714285714
248 0.2857142857142857 0.11428571428571428 0.02857142857142857
249 0.2571428571428571 0.14285714285714285 0.05714285714285714
250 0.2571428571428571 0.14285714285714285 0.05714285714285714
251 0.2571428571428571 0.14285714285714285 0.05714285714285714
252 0.2571428571428571 0.14285714285714285 0.05714285714285714
253 0.2571428571428571 0.11428571428571428 0.08571428571428572
254 0.2571428571428571 0.11428571428571428 0.08571428571428572
255 0.2857142857142857 0.11428571428571428 0.08571428571428572
256 0.2857142857142857 0.11428571428571428 0.08571428571428572
257 0.2571428571428571 0.11428571428571428 0.08571428571428572
258 0.3142857142857143 0.11428571428571428 0.08571428571428572
259 0.3142857142857143 0.08571428571428572 0.11428571428571428
260 0.3142857142857143 0.08571428571428572 0.11428571428571428
261 0.2857142857142857 0.08571428571428572 0.08571428571428572
262 0.2571428571428571 0.11428571428571428 0.11428571428571428
263 0.2571428571428571 0.11428571428571428 0.11428571428571428
264 0.2571428571428571 0.11428571428571428 0.11428571428571428
265 0.2571428571428571 0.11428571428571428 0.14285714285714285
266 0.2571428571428571 0.11428571428571428 0.14285714285714285
267 0.22857142857142856 0.11428571428571428 0.17142857142857143
268 0.22857142857142856 0.11428571428571428 0.17142857142857143
269 0.2 0.11428571428571428 0.17142857142857143
270 0.2 0.08571428571428572 0.17142857142857143
271 0.2 0.11428571428571428 0.17142857142857143
272 0.2 0.11428571428571428 0.2
273 0.2 0.11428571428571428 0.2
274 0.2 0.08571428571428572 0.17142857142857143
275 0.22857142857142856 0.08571428571428572 0.17142857142857143
276 0.22857142857142856 0.08571428571428572 0.17142857142857143
277 0.22857142857142856 0.08571428571428572 0.17142857142857143
278 0.22857142857142856 0.08571428571428572 0.2
279 0.22857142857142856 0.08571428571428572 0.17142857142857143
280 0.2571428571428571 0.11428571428571428 0.17142857142857143
281 0.2571428571428571 0.11428571428571428 0.2
282 0.2571428571428571 0.11428571428571428 0.2
283 0.2571428571428571 0.11428571428571428 0.17142857142857143
284 0.2571428571428571 0.11428571428571428 0.17142857142857143
285 0.22857142857142856 0.11428571428571428 0.22857142857142856
286 0.2571428571428571 0.11428571428571428 0.22857142857142856
287 0.2571428571428571 0.08571428571428572 0.22857142857142856
288 0.2571428571428571 0.08571428571428572 0.2
289 0.2571428571428571 0.08571428571428572 0.22857142857142856
290 0.22857142857142856 0.08571428571428572 0.22857142857142856
291 0.22857142857142856 0.08571428571428572 0.17142857142857143
292 0.22857142857142856 0.05714285714285714 0.17142857142857143
293 0.22857142857142856 0.05714285714285714 0.17142857142857143
294 0.22857142857142856 0.05714285714285714 0.17142857142857143
295 0.22857142857142856 0.02857142857142857 0.17142857142857143
296 0.22857142857142856 0.02857142857142857 0.14285714285714285
297 0.22857142857142856 0.05714285714285714 0.14285714285714285
298 0.22857142857142856 0.05714285714285714 0.14285714285714285
299 0.22857142857142856 0.05714285714285714 0.14285714285714285
300 0.22857142857142856 0.05714285714285714 0.14285714285714285
301 0.22857142857142856 0.05714285714285714 0.14285714285714285
302 0.2571428571428571 0.05714285714285714 0.11428571428571428
303 0.2571428571428571 0.05714285714285714 0.11428571428571428
304 0.2571428571428571 0.05714285714285714 0.11428571428571428
305 0.2857142857142857 0.05714285714285714 0.11428571428571428
306 0.3142857142857143 0.05714285714285714 0.08571428571428572
307 0.3142857142857143 0.05714285714285714 0.08571428571428572
308 0.3142857142857143 0.05714285714285714 0.08571428571428572
309 0.2857142857142857 0.05714285714285714 0.08571428571428572
310 0.2857142857142857 0.05714285714285714 0.05714285714285714
311 0.2857142857142857 0.05714285714285714 0.02857142857142857
312 0.2571428571428571 0.05714285714285714 0.05714285714285714
313 0.2571428571428571 0.05714285714285714 0.05714285714285714
314 0.2571428571428571 0.05714285714285714 0.05714285714285714
315 0.2857142857142857 0.05714285714285714 0.02857142857142857
316 0.2857142857142857 0.05714285714285714 0.02857142857142857
317 0.2571428571428571 0.08571428571428572 0.02857142857142857
318 0.2857142857142857 0.08571428571428572 0.02857142857142857
319 0.2857142857142857 0.08571428571428572 0.02857142857142857
320 0.2857142857142857 0.08571428571428572 0.02857142857142857
321 0.2857142857142857 0.08571428571428572 0.02857142857142857
322 0.2857142857142857 0.08571428571428572 0.02857142857142857
323 0.2857142857142857 0.08571428571428572 0.05714285714285714
324 0.2857142857142857 0.08571428571428572 0.05714285714285714
325 0.2857142857142857 0.08571428571428572 0.11428571428571428
326 0.2857142857142857 0.11428571428571428 0.11428571428571428
327 0.2571428571428571 0.11428571428571428 0.11428571428571428
328 0.2571428571428571 0.11428571428571428 0.11428571428571428
329 0.2571428571428571 0.11428571428571428 0.14285714285714285
330 0.2857142857142857 0.11428571428571428 0.14285714285714285
331 0.2571428571428571 0.11428571428571428 0.14285714285714285
332 0.2857142857142857 0.11428571428571428 0.14285714285714285
333 0.2857142857142857 0.14285714285714285 0.14285714285714285
334 0.2857142857142857 0.14285714285714285 0.14285714285714285
335 0.2857142857142857 0.17142857142857143 0.14285714285714285
336 0.2571428571428571 0.17142857142857143 0.14285714285714285
337 0.2571428571428571 0.17142857142857143 0.11428571428571428
338 0.2571428571428571 0.17142857142857143 0.11428571428571428
339 0.2571428571428571 0.2 0.11428571428571428
340 0.2857142857142857 0.2 0.11428571428571428
341 0.2857142857142857 0.2 0.11428571428571428
342 0.2571428571428571 0.17142857142857143 0.11428571428571428
343 0.2571428571428571 0.17142857142857143 0.11428571428571428
344 0.2571428571428571 0.17142857142857143 0.11428571428571428
345 0.2571428571428571 0.17142857142857143 0.14285714285714285
346 0.2571428571428571 0.14285714285714285 0.14285714285714285
347 0.2571428571428571 0.14285714285714285 0.11428571428571428
348 0.2571428571428571 0.14285714285714285 0.14285714285714285
349 0.2571428571428571 0.17142857142857143 0.14285714285714285
350 0.2571428571428571 0.17142857142857143 0.11428571428571428
351 0.2571428571428571 0.17142857142857143 0.08571428571428572
352 0.2571428571428571 0.14285714285714285 0.08571428571428572
353 0.2571428571428571 0.14285714285714285 0.08571428571428572
354 0.2571428571428571 0.14285714285714285 0.08571428571428572
355 0.2857142857142857 0.17142857142857143 0.08571428571428572
356 0.2857142857142857 0.14285714285714285 0.08571428571428572
357 0.2857142857142857 0.14285714285714285 0.11428571428571428
358 0.3142857142857143 0.11428571428571428 0.11428571428571428
359 0.2857142857142857 0.14285714285714285 0.11428571428571428
360 0.3142857142857143 0.11428571428571428 0.11428571428571428
361 0.3142857142857143 0.11428571428571428 0.14285714285714285
362 0.3142857142857143 0.11428571428571428 0.14285714285714285
363 0.2857142857142857 0.08571428571428572 0.14285714285714285
364 0.2857142857142857 0.08571428571428572 0.14285714285714285
365 0.2857142857142857 0.08571428571428572 0.14285714285714285
366 0.2857142857142857 0.08571428571428572 0.14285714285714285
367 0.2857142857142857 0.08571428571428572 0.14285714285714285
368 0.2571428571428571 0.08571428571428572 0.17142857142857143
369 0.2571428571428571 0.08571428571428572 0.14285714285714285
370 0.2571428571428571 0.08571428571428572 0.14285714285714285
371 0.22857142857142856 0.08571428571428572 0.17142857142857143
372 0.22857142857142856 0.11428571428571428 0.17142857142857143
373 0.22857142857142856 0.11428571428571428 0.14285714285714285
374 0.2 0.08571428571428572 0.14285714285714285
375 0.2 0.08571428571428572 0.17142857142857143
376 0.2 0.08571428571428572 0.17142857142857143
377 0.2 0.11428571428571428 0.17142857142857143
378 0.22857142857142856 0.11428571428571428 0.14285714285714285
379 0.22857142857142856 0.08571428571428572 0.17142857142857143
380 0.22857142857142856 0.08571428571428572 0.17142857142857143
381 0.22857142857142856 0.08571428571428572 0.17142857142857143
382 0.2571428571428571 0.08571428571428572 0.17142857142857143
383 0.22857142857142856 0.05714285714285714 0.14285714285714285
384 0.22857142857142856 0.05714285714285714 0.14285714285714285
385 0.2 0.05714285714285714 0.14285714285714285
386 0.2 0.05714285714285714 0.14285714285714285
387 0.2 0.05714285714285714 0.14285714285714285
388 0.2 0.05714285714285714 0.14285714285714285
389 0.2 0.08571428571428572 0.17142857142857143
390 0.22857142857142856 0.08571428571428572 0.17142857142857143
391 0.22857142857142856 0.08571428571428572 0.17142857142857143
392 0.22857142857142856 0.08571428571428572 0.2
393 0.2 0.08571428571428572 0.2
394 0.17142857142857143 0.08571428571428572 0.17142857142857143
395 0.17142857142857143 0.11428571428571428 0.17142857142857143
396 0.17142857142857143 0.11428571428571428 0.14285714285714285
397 0.17142857142857143 0.08571428571428572 0.17142857142857143
398 0.17142857142857143 0.08571428571428572 0.17142857142857143
399 0.17142857142857143 0.08571428571428572 0.14285714285714285
400 0.17142857142857143 0.08571428571428572 0.14285714285714285
401 0.17142857142857143 0.08571428571428572 0.14285714285714285
402 0.17142857142857143 0.05714285714285714 0.14285714285714285
403 0.2 0.05714285714285714 0.14285714285714285
404 0.2 0.05714285714285714 0.14285714285714285
405 0.22857142857142856 0.05714285714285714 0.11428571428571428
406 0.22857142857142856 0.05714285714285714 0.11428571428571428
407 0.22857142857142856 0.05714285714285714 0.14285714285714285
408 0.2 0.08571428571428572 0.14285714285714285
409 0.2 0.08571428571428572 0.14285714285714285
410 0.2 0.08571428571428572 0.14285714285714285
411 0.22857142857142856 0.08571428571428572 0.14285714285714285
412 0.22857142857142856 0.11428571428571428 0.11428571428571428
413 0.17142857142857143 0.11428571428571428 0.14285714285714285
414 0.17142857142857143 0.11428571428571428 0.14285714285714285
415 0.17142857142857143 0.08571428571428572 0.14285714285714285
416 0.17142857142857143 0.08571428571428572 0.17142857142857143
417 0.17142857142857143 0.11428571428571428 0.14285714285714285
418 0.17142857142857143 0.08571428571428572 0.14285714285714285
419 0.17142857142857143 0.08571428571428572 0.14285714285714285
420 0.17142857142857143 0.08571428571428572 0.14285714285714285
421 0.17142857142857143 0.11428571428571428 0.17142857142857143
422 0.17142857142857143 0.11428571428571428 0.14285714285714285
423 0.17142857142857143 0.11428571428571428 0.14285714285714285
424 0.17142857142857143 0.11428571428571428 0.14285714285714285
425 0.2 0.11428571428571428 0.17142857142857143
426 0.2 0.11428571428571428 0.17142857142857143
427 0.2 0.11428571428571428 0.17142857142857143
428 0.2 0.11428571428571428 0.17142857142857143
429 0.22857142857142856 0.11428571428571428 0.2
430 0.2571428571428571 0.11428571428571428 0.2
431 0.2857142857142857 0.14285714285714285 0.2
432 0.2857142857142857 0.14285714285714285 0.2
433 0.2857142857142857 0.14285714285714285 0.2
434 0.2857142857142857 0.14285714285714285 0.17142857142857143
435 0.2571428571428571 0.14285714285714285 0.2
436 0.2571428571428571 0.11428571428571428 0.2
437 0.2571428571428571 0.11428571428571428 0.17142857142857143
438 0.2571428571428571 0.11428571428571428 0.17142857142857143
439 0.2571428571428571 0.11428571428571428 0.2
440 0.2571428571428571 0.11428571428571428 0.2
441 0.2571428571428571 0.08571428571428572 0.2
442 0.2857142857142857 0.08571428571428572 0.17142857142857143
443 0.2571428571428571 0.08571428571428572 0.17142857142857143
444 0.2571428571428571 0.08571428571428572 0.17142857142857143
445 0.22857142857142856 0.08571428571428572 0.14285714285714285
446 0.22857142857142856 0.08571428571428572 0.14285714285714285
447 0.22857142857142856 0.05714285714285714 0.14285714285714285
448 0.22857142857142856 0.08571428571428572 0.14285714285714285
449 0.22857142857142856 0.08571428571428572 0.14285714285714285
450 0.2571428571428571 0.08571428571428572 0.11428571428571428
451 0.2571428571428571 0.08571428571428572 0.11428571428571428
452 0.2571428571428571 0.11428571428571428 0.11428571428571428
453 0.2857142857142857 0.11428571428571428 0.08571428571428572
454 0.2857142857142857 0.11428571428571428 0.11428571428571428
455 0.2857142857142857 0.08571428571428572 0.11428571428571428
456 0.2857142857142857 0.08571428571428572 0.11428571428571428
457 0.3142857142857143 0.08571428571428572 0.11428571428571428
458 0.2857142857142857 0.08571428571428572 0.11428571428571428
459 0.2857142857142857 0.05714285714285714 0.11428571428571428
460 0.2857142857142857 0.05714285714285714 0.08571428571428572
461 0.2857142857142857 0.05714285714285714 0.08571428571428572
462 0.2857142857142857 0.05714285714285714 0.08571428571428572
463 0.2857142857142857 0.05714285714285714 0.08571428571428572
464 0.2857142857142857 0.05714285714285714 0.08571428571428572
465 0.2857142857142857 0.08571428571428572 0.08571428571428572
466 0.2857142857142857 0.08571428571428572 0.08571428571428572
467 0.2571428571428571 0.08571428571428572 0.08571428571428572
468 0.2857142857142857 0.08571428571428572 0.11428571428571428
469 0.2857142857142857 0.08571428571428572 0.11428571428571428
470 0.2857142857142857 0.08571428571428572 0.11428571428571428
471 0.2857142857142857 0.08571428571428572 0.11428571428571428
472 0.2857142857142857 0.05714285714285714 0.11428571428571428
473 0.2857142857142857 0.05714285714285714 0.14285714285714285
474 0.2857142857142857 0.05714285714285714 0.14285714285714285
475 0.2857142857142857 0.05714285714285714 0.14285714285714285
476 0.2857142857142857 0.08571428571428572 0.14285714285714285
477 0.2857142857142857 0.08571428571428572 0.14285714285714285
478 0.2857142857142857 0.05714285714285714 0.14285714285714285
479 0.2571428571428571 0.05714285714285714 0.14285714285714285
480 0.3142857142857143 0.05714285714285714 0.14285714285714285
481 0.3142857142857143 0.05714285714285714 0.14285714285714285
482 0.34285714285714286 0.05714285714285714 0.11428571428571428
483 0.34285714285714286 0.05714285714285714 0.11428571428571428
484 0.3142857142857143 0.08571428571428572 0.11428571428571428
485 0.3142857142857143 0.08571428571428572 0.14285714285714285
486 0.3142857142857143 0.08571428571428572 0.14285714285714285
487 0.3142857142857143 0.08571428571428572 0.14285714285714285
488 0.3142857142857143 0.08571428571428572 0.11428571428571428
489 0.3142857142857143 0.08571428571428572 0.14285714285714285
490 0.3142857142857143 0.08571428571428572 0.14285714285714285
491 0.3142857142857143 0.11428571428571428 0.14285714285714285
492 0.3142857142857143 0.08571428571428572 0.14285714285714285
493 0.3142857142857143 0.08571428571428572 0.14285714285714285
494 0.3142857142857143 0.08571428571428572 0.14285714285714285
495 0.3142857142857143 0.08571428571428572 0.14285714285714285
496 0.2857142857142857 0.08571428571428572 0.14285714285714285
497 0.2857142857142857 0.11428571428571428 0.14285714285714285
498 0.2857142857142857 0.11428571428571428 0.11428571428571428
499 0.2857142857142857 0.11428571428571428 0.14285714285714285
500 0.2857142857142857 0.08571428571428572 0.14285714285714285
501 0.2571428571428571 0.08571428571428572 0.14285714285714285
502 0.2571428571428571 0.08571428571428572 0.14285714285714285
503 0.2571428571428571 0.08571428571428572 0.14285714285714285
504 0.2571428571428571 0.08571428571428572 0.11428571428571428
505 0.2571428571428571 0.08571428571428572 0.11428571428571428
506 0.2571428571428571 0.08571428571428572 0.11428571428571428
507 0.3142857142857143 0.08571428571428572 0.11428571428571428
508 0.3142857142857143 0.08571428571428572 0.11428571428571428
509 0.3142857142857143 0.08571428571428572 0.08571428571428572
510 0.3142857142857143 0.08571428571428572 0.08571428571428572
511 0.2857142857142857 0.08571428571428572 0.08571428571428572
512 0.2857142857142857 0.08571428571428572 0.08571428571428572
513 0.2857142857142857 0.08571428571428572 0.11428571428571428
514 0.2857142857142857 0.08571428571428572 0.08571428571428572
515 0.2857142857142857 0.11428571428571428 0.08571428571428572
516 0.22857142857142856 0.11428571428571428 0.08571428571428572
517 0.22857142857142856 0.08571428571428572 0.08571428571428572
518 0.2571428571428571 0.08571428571428572 0.08571428571428572
519 0.2571428571428571 0.08571428571428572 0.08571428571428572
520 0.22857142857142856 0.08571428571428572 0.08571428571428572
521 0.22857142857142856 0.08571428571428572 0.11428571428571428
522 0.22857142857142856 0.08571428571428572 0.11428571428571428
523 0.22857142857142856 0.08571428571428572 0.11428571428571428
