pedestrianId targetId reachTime-PID12
89 1000 260.00000000000233
90 1000 261.60000000000224
91 1000 152.8000000000011
92 11 113.60000000000053
93 1000 263.20000000000215
94 1000 266.40000000000197
95 1000 267.2000000000019
96 1000 269.6000000000018
97 500 107.60000000000045
98 500 109.20000000000047
99 1000 160.4000000000012
100 1000 271.60000000000167
101 1000 272.00000000000165
102 11 124.40000000000069
103 1000 274.00000000000153
104 1000 277.20000000000135
105 1000 275.20000000000147
106 1000 164.00000000000125
107 1000 279.20000000000124
108 11 126.40000000000072
109 500 115.60000000000056
110 500 118.0000000000006
111 1000 170.00000000000134
112 1000 168.4000000000013
113 1000 176.00000000000142
114 1000 172.00000000000136
115 1000 174.0000000000014
116 11 130.40000000000077
117 1000 178.80000000000146
118 1000 177.60000000000144
119 11 136.00000000000085
120 1000 285.2000000000009
121 500 126.40000000000072
122 500 130.80000000000078
123 1000 292.80000000000047
124 1000 290.8000000000006
125 1000 288.00000000000074
126 1000 294.4000000000004
127 11 143.20000000000095
128 1000 181.2000000000015
129 1000 185.20000000000155
130 1000 183.20000000000152
131 1000 190.40000000000163
132 1000 298.00000000000017
133 500 135.60000000000085
134 500 137.60000000000088
135 11 149.20000000000104
136 11 148.00000000000102
137 1000 300.00000000000006
138 11 152.8000000000011
139 1000 301.59999999999997
140 1000 194.00000000000168
141 1000 304.7999999999998
142 1000 303.59999999999985
143 1000 197.60000000000173
144 1000 307.9999999999996
145 500 149.20000000000104
146 500 147.60000000000102
147 11 157.20000000000115
148 1000 309.19999999999953
149 1000 310.79999999999944
150 1000 202.0000000000018
151 1000 314.39999999999924
152 1000 313.1999999999993
153 1000 206.80000000000186
154 11 164.80000000000126
155 1000 315.99999999999915
156 1000 208.40000000000188
157 500 159.6000000000012
158 500 156.40000000000114
159 1000 317.59999999999906
160 1000 210.4000000000019
161 1000 320.7999999999989
162 1000 211.20000000000192
163 1000 220.80000000000206
164 1000 321.9999999999988
165 1000 323.9999999999987
166 1000 217.200000000002
167 1000 327.1999999999985
168 1000 328.7999999999984
169 500 165.60000000000127
170 500 167.6000000000013
171 11 177.60000000000144
172 1000 329.99999999999835
173 1000 331.59999999999826
174 1000 222.8000000000021
175 1000 333.59999999999815
176 1000 227.60000000000215
177 1000 335.59999999999803
178 1000 337.5999999999979
179 1000 338.79999999999785
180 11 186.40000000000157
181 500 179.60000000000147
182 500 176.40000000000143
183 1000 228.80000000000217
184 1000 345.59999999999746
185 1000 238.0000000000023
186 1000 340.79999999999774
187 1000 232.00000000000222
188 11 190.80000000000163
189 1000 343.1999999999976
190 11 193.20000000000167
191 11 207.60000000000187
192 1000 239.60000000000232
193 500 187.6000000000016
194 500 186.00000000000156
195 11 197.60000000000173
196 1000 347.9999999999973
197 1000 348.7999999999973
198 1000 242.80000000000237
199 1000 351.19999999999715
200 11 200.00000000000176
201 1000 353.19999999999703
202 1000 245.6000000000024
203 1000 355.1999999999969
204 11 206.00000000000185
205 500 198.00000000000173
206 500 196.4000000000017
207 1000 249.20000000000246
208 1000 357.99999999999676
209 1000 359.59999999999667
210 1000 250.40000000000248
211 11 213.60000000000196
212 11 214.80000000000197
213 1000 366.3999999999963
214 1000 254.80000000000254
215 11 216.000000000002
216 1000 258.00000000000244
217 500 208.8000000000019
218 500 207.20000000000186
219 1000 368.39999999999617
220 1000 369.5999999999961
221 1000 372.39999999999594
222 1000 374.3999999999958
223 1000 375.59999999999576
224 1000 264.80000000000206
225 1000 376.3999999999957
226 1000 377.9999999999956
227 1000 378.7999999999956
228 1000 267.6000000000019
229 500 220.00000000000205
230 500 218.00000000000202
231 1000 379.9999999999955
232 11 230.0000000000022
233 1000 381.19999999999544
234 1000 273.2000000000016
235 1000 381.9999999999954
236 11 231.6000000000022
237 11 234.80000000000226
238 11 234.00000000000225
239 1000 278.0000000000013
240 1000 385.99999999999517
241 500 228.80000000000217
242 500 227.20000000000215
243 1000 284.00000000000097
244 1000 280.0000000000012
245 1000 389.199999999995
246 1000 282.0000000000011
247 1000 286.8000000000008
248 1000 393.9999999999947
249 1000 285.6000000000009
250 1000 396.3999999999946
251 1000 292.80000000000047
252 1000 289.60000000000065
253 500 235.60000000000227
254 500 237.2000000000023
255 11 248.00000000000244
256 1000 291.20000000000056
257 1000 295.20000000000033
258 1000 296.80000000000024
259 1000 399.9999999999944
260 11 252.8000000000025
261 1000 402.7999999999942
262 1000 298.8000000000001
263 11 257.60000000000247
264 1000 300.40000000000003
265 500 246.00000000000242
266 500 248.00000000000244
267 1000 408.7999999999939
268 1000 406.399999999994
269 11 259.2000000000024
270 1000 410.3999999999938
271 1000 411.9999999999937
272 1000 306.3999999999997
273 1000 309.5999999999995
274 1000 417.1999999999934
275 1000 415.5999999999935
276 1000 307.9999999999996
277 500 258.4000000000024
278 500 257.2000000000025
279 1000 418.7999999999933
280 1000 311.5999999999994
281 11 277.60000000000133
282 1000 419.99999999999324
283 1000 421.9999999999931
284 1000 423.59999999999303
285 1000 426.3999999999929
286 11 274.00000000000153
287 1000 427.5999999999928
288 1000 429.1999999999927
289 500 266.000000000002
290 500 268.80000000000183
291 11 282.80000000000103
292 1000 319.19999999999897
293 11 280.0000000000012
294 11 302.3999999999999
295 1000 325.5999999999986
296 1000 430.7999999999926
297 11 286.00000000000085
298 11 284.40000000000094
299 1000 332.7999999999982
300 1000 437.59999999999224
301 500 286.8000000000008
302 500 278.80000000000126
303 11 296.40000000000026
304 1000 328.7999999999984
305 1000 440.3999999999921
306 1000 442.39999999999196
307 1000 336.79999999999797
308 1000 334.7999999999981
309 1000 443.1999999999919
310 1000 444.7999999999918
311 11 307.9999999999996
312 1000 446.7999999999917
313 500 290.4000000000006
314 500 287.60000000000076
315 1000 447.59999999999167
316 1000 338.3999999999979
317 1000 449.59999999999155
318 11 299.6000000000001
319 1000 344.39999999999753
320 1000 341.5999999999977
321 1000 346.7999999999974
322 11 303.99999999999983
323 1000 349.9999999999972
324 1000 455.19999999999123
325 500 297.6000000000002
326 500 299.2000000000001
327 1000 458.39999999999105
328 1000 459.99999999999096
329 1000 351.5999999999971
330 1000 461.59999999999087
331 1000 356.7999999999968
332 1000 354.39999999999696
333 1000 359.99999999999665
334 1000 358.7999999999967
335 11 315.99999999999915
336 1000 464.3999999999907
337 500 307.5999999999996
338 500 309.19999999999953
339 1000 363.59999999999644
340 1000 361.59999999999656
341 1000 471.1999999999903
342 1000 364.7999999999964
343 1000 372.39999999999594
344 1000 368.79999999999615
345 1000 367.5999999999962
346 1000 370.39999999999606
347 1000 475.5999999999901
348 11 325.1999999999986
349 500 318.799999999999
350 500 317.99999999999903
351 1000 477.59999999998996
352 1000 373.99999999999585
353 1000 479.59999999998985
354 1000 376.7999999999957
355 1000 481.19999999998976
356 1000 378.7999999999956
357 1000 483.19999999998964
358 11 333.9999999999981
359 1000 380.3999999999955
360 1000 486.39999999998946
361 500 327.5999999999985
362 500 325.5999999999986
363 1000 496.79999999998887
364 1000 491.99999999998914
365 1000 490.39999999998923
366 1000 382.79999999999535
367 1000 495.59999999998894
368 1000 493.59999999998905
369 1000 387.5999999999951
370 1000 384.79999999999524
371 1000 501.1999999999886
372 1000 497.5999999999888
373 500 337.19999999999794
374 500 338.79999999999785
375 11 350.3999999999972
376 1000 499.19999999998873
377 1000 502.39999999998855
378 11 351.9999999999971
379 11 355.1999999999969
380 11 353.599999999997
381 1000 395.5999999999946
382 1000 504.7999999999884
383 11 356.7999999999968
384 1000 507.1999999999883
385 500 348.7999999999973
386 500 346.7999999999974
387 1000 508.3999999999882
388 11 358.39999999999674
389 1000 509.9999999999881
390 11 359.99999999999665
391 11 362.3999999999965
392 1000 511.999999999988
393 11 365.19999999999635
394 1000 513.999999999988
395 1000 517.1999999999878
396 11 367.19999999999624
397 500 359.1999999999967
398 500 357.1999999999968
399 1000 413.9999999999936
400 1000 519.9999999999876
401 1000 522.3999999999875
402 1000 413.1999999999936
403 11 371.99999999999596
404 1000 523.5999999999874
405 1000 524.7999999999873
406 1000 526.7999999999872
407 1000 527.5999999999872
408 1000 529.5999999999871
409 500 369.9999999999961
410 500 367.5999999999962
411 1000 424.79999999999296
412 1000 531.9999999999869
413 11 379.19999999999555
414 1000 547.599999999986
415 1000 533.1999999999869
416 1000 534.7999999999868
417 1000 535.9999999999867
418 1000 537.9999999999866
419 1000 540.7999999999864
420 1000 539.9999999999865
421 500 380.3999999999955
422 500 378.3999999999956
423 11 388.799999999995
424 11 387.5999999999951
425 1000 541.5999999999864
426 1000 542.3999999999863
427 1000 545.1999999999862
428 1000 544.3999999999862
429 1000 545.5999999999862
430 1000 433.59999999999246
431 1000 548.799999999986
432 11 398.39999999999446
433 500 387.5999999999951
434 500 389.199999999995
435 1000 439.19999999999214
436 1000 550.3999999999859
437 1000 551.5999999999858
438 1000 441.19999999999203
439 1000 554.3999999999857
440 11 403.59999999999417
441 1000 554.7999999999856
442 1000 556.7999999999855
443 11 405.59999999999405
444 1000 557.9999999999854
445 500 397.5999999999945
446 500 399.1999999999944
447 1000 454.3999999999913
448 1000 564.3999999999851
449 1000 452.3999999999914
450 1000 451.19999999999146
451 11 413.1999999999936
452 1000 561.9999999999852
453 11 414.39999999999355
454 1000 456.79999999999114
455 1000 462.7999999999908
456 1000 459.199999999991
457 500 406.799999999994
458 500 409.19999999999385
459 1000 466.3999999999906
460 1000 568.3999999999849
461 1000 570.3999999999847
462 11 419.99999999999324
463 11 421.59999999999314
464 1000 573.1999999999846
465 11 423.59999999999303
466 1000 574.3999999999845
467 1000 469.5999999999904
468 1000 467.9999999999905
469 500 417.5999999999934
470 500 419.1999999999933
471 11 449.99999999999153
472 1000 580.7999999999842
473 11 429.1999999999927
474 1000 579.1999999999842
475 1000 474.39999999999014
476 1000 473.1999999999902
477 1000 583.999999999984
478 11 433.59999999999246
479 11 435.9999999999923
480 1000 585.9999999999839
481 500 426.3999999999929
482 500 427.5999999999928
483 1000 485.9999999999895
484 1000 592.7999999999835
485 1000 488.7999999999893
486 1000 591.9999999999835
487 1000 484.3999999999896
488 1000 594.7999999999834
489 1000 596.3999999999833
490 1000 487.5999999999894
491 1000 598.3999999999832
492 1000 Infinity
493 500 437.9999999999922
494 500 436.7999999999923
495 1000 Infinity
496 1000 490.7999999999892
497 1000 Infinity
498 1000 492.3999999999891
499 1000 Infinity
500 1000 494.399999999989
501 1000 Infinity
502 1000 498.3999999999888
503 1000 500.39999999998867
504 1000 Infinity
505 500 447.1999999999917
506 500 448.7999999999916
507 1000 501.1999999999886
508 1000 503.99999999998846
509 11 459.99999999999096
510 1000 505.1999999999884
511 1000 Infinity
512 1000 Infinity
513 11 465.9999999999906
514 11 464.3999999999907
515 1000 515.1999999999879
516 1000 Infinity
517 500 457.5999999999911
518 500 458.79999999999103
519 1000 Infinity
520 1000 Infinity
521 1000 Infinity
522 1000 511.999999999988
523 1000 515.9999999999878
524 11 473.5999999999902
525 1000 Infinity
526 1000 Infinity
527 1000 Infinity
528 1000 518.3999999999877
529 500 467.19999999999055
530 500 465.9999999999906
531 1000 Infinity
532 1000 Infinity
533 1000 Infinity
534 1000 521.1999999999875
535 1000 Infinity
536 1000 Infinity
537 11 484.79999999998955
538 1000 Infinity
539 11 488.39999999998935
540 11 486.79999999998944
541 500 475.99999999999005
542 500 477.19999999999
543 11 501.1999999999886
544 1000 531.199999999987
545 1000 Infinity
546 1000 Infinity
547 1000 Infinity
548 1000 Infinity
549 1000 Infinity
550 11 495.59999999998894
551 1000 Infinity
552 1000 Infinity
553 500 489.1999999999893
554 500 486.79999999998944
555 1000 Infinity
556 1000 539.1999999999865
557 1000 546.7999999999861
558 1000 542.7999999999863
559 1000 Infinity
560 1000 Infinity
561 11 507.1999999999883
562 11 505.1999999999884
563 1000 549.9999999999859
564 1000 547.999999999986
565 500 497.9999999999888
566 500 496.79999999998887
567 1000 Infinity
568 1000 552.7999999999857
569 1000 555.9999999999856
570 11 509.19999999998817
571 1000 Infinity
572 11 511.59999999998803
573 1000 559.1999999999854
574 1000 Infinity
575 11 516.3999999999878
576 1000 Infinity
577 500 506.7999999999883
578 500 508.7999999999882
579 1000 563.5999999999851
580 1000 560.3999999999853
581 1000 567.1999999999849
582 1000 565.999999999985
583 12 Infinity
584 12 Infinity
585 12 Infinity
586 12 Infinity
587 12 Infinity
588 1000 569.5999999999848
589 500 516.7999999999878
590 500 518.7999999999877
591 12 Infinity
592 12 Infinity
593 1000 573.9999999999845
594 1000 571.5999999999847
595 1000 575.1999999999845
596 11 530.799999999987
597 11 533.5999999999868
598 1000 577.5999999999843
599 1000 578.7999999999843
600 11 535.1999999999867
601 500 526.7999999999872
602 500 527.9999999999872
603 12 Infinity
604 1000 582.3999999999841
605 1000 585.1999999999839
606 1000 583.999999999984
607 11 541.9999999999864
608 12 Infinity
609 1000 587.1999999999838
610 12 Infinity
611 1000 589.5999999999837
612 1000 587.9999999999837
613 500 536.7999999999867
614 500 537.9999999999866
615 1000 591.1999999999836
616 11 546.7999999999861
617 1000 594.3999999999834
618 11 549.199999999986
619 12 Infinity
620 1000 595.1999999999833
621 1000 597.1999999999832
622 12 Infinity
623 1000 Infinity
624 1000 599.1999999999831
625 500 548.399999999986
626 500 545.9999999999861
627 11 556.7999999999855
628 12 Infinity
629 12 Infinity
630 12 Infinity
631 12 Infinity
632 12 Infinity
633 12 Infinity
634 1000 Infinity
635 1000 Infinity
636 12 Infinity
637 500 559.1999999999854
638 500 556.3999999999855
639 12 Infinity
640 1000 Infinity
641 31 Infinity
642 11 570.7999999999847
643 1000 Infinity
644 1000 Infinity
645 31 Infinity
646 31 Infinity
647 11 575.5999999999844
648 1000 Infinity
649 500 566.399999999985
650 500 568.3999999999849
651 31 Infinity
652 1000 Infinity
653 11 580.3999999999842
654 1000 Infinity
655 1000 Infinity
656 1000 Infinity
657 11 585.9999999999839
658 31 Infinity
659 31 Infinity
660 31 Infinity
661 500 577.5999999999843
662 500 575.5999999999844
663 21 Infinity
664 31 Infinity
665 1000 Infinity
666 31 Infinity
667 31 Infinity
668 1000 Infinity
669 21 Infinity
670 31 Infinity
671 31 Infinity
672 21 Infinity
673 500 587.9999999999837
674 500 586.3999999999838
675 31 Infinity
676 31 Infinity
677 11 Infinity
678 11 598.7999999999831
679 21 Infinity
680 11 Infinity
681 31 Infinity
682 11 Infinity
683 21 Infinity
684 11 Infinity
685 500 599.9999999999831
686 500 597.5999999999832
687 11 Infinity
688 31 Infinity
689 21 Infinity
690 21 Infinity
691 31 Infinity
692 31 Infinity
693 31 Infinity
694 11 Infinity
695 21 Infinity
696 31 Infinity
697 500 Infinity
698 500 Infinity
699 31 Infinity
700 11 Infinity
701 31 Infinity
702 11 Infinity
703 11 Infinity
704 31 Infinity
705 21 Infinity
706 21 Infinity
707 21 Infinity
708 21 Infinity
709 500 Infinity
710 500 Infinity
711 11 Infinity
712 21 Infinity
713 21 Infinity
714 31 Infinity
715 21 Infinity
716 21 Infinity
717 21 Infinity
718 31 Infinity
719 31 Infinity
720 31 Infinity
721 500 Infinity
722 500 Infinity
723 31 Infinity
724 31 Infinity
