timeStep velocity-PID25 density-PID25 velocity-PID27 density-PID27 velocity-PID29 density-PID29
39 1.0000000000000089 0.11428571428571428 0.0 0.0 0.0 0.0
40 0.9651184979211205 0.11428571428571428 0.0 0.0 0.0 0.0
41 0.960836729713416 0.11428571428571428 0.0 0.0 0.0 0.0
42 1.0000000000000044 0.11428571428571428 0.0 0.0 0.0 0.0
43 0.9964207253335938 0.11428571428571428 0.0 0.0 0.0 0.0
44 0.9734914407302944 0.11428571428571428 0.0 0.0 0.0 0.0
45 0.9823918056411216 0.14285714285714285 0.0 0.0 0.0 0.0
46 0.9912842622717621 0.14285714285714285 0.0 0.0 0.0 0.0
47 0.9950416980496296 0.14285714285714285 0.0 0.0 0.0 0.0
48 0.9999566260026324 0.14285714285714285 0.0 0.0 0.0 0.0
49 0.9445646861355825 0.14285714285714285 0.0 0.0 0.0 0.0
50 0.9098192908335188 0.14285714285714285 0.0 0.0 0.0 0.0
51 0.8989311421937632 0.14285714285714285 0.0 0.0 0.0 0.0
52 0.9259675934730162 0.14285714285714285 0.0 0.0 0.0 0.0
53 0.9454330711045887 0.14285714285714285 0.0 0.0 0.0 0.0
54 0.966522477483002 0.17142857142857143 0.0 0.0 0.0 0.0
55 0.9765026619003558 0.17142857142857143 0.0 0.0 0.0 0.0
56 0.9714784313034043 0.17142857142857143 0.0 0.0 0.0 0.0
57 1.0000000000000067 0.17142857142857143 0.0 0.0 0.0 0.0
58 0.9889574032942002 0.17142857142857143 0.0 0.0 0.0 0.0
59 0.9999999999999964 0.14285714285714285 0.0 0.0 0.0 0.0
60 0.9997476660628275 0.14285714285714285 0.0 0.0 0.0 0.0
61 1.0 0.14285714285714285 0.0 0.0 0.0 0.0
62 0.8401872269113536 0.14285714285714285 0.0 0.0 0.0 0.0
63 0.7169871711647746 0.14285714285714285 0.0 0.0 0.0 0.0
64 0.7882059841313103 0.14285714285714285 0.0 0.0 0.0 0.0
65 0.7878067841248686 0.14285714285714285 0.0 0.0 0.0 0.0
66 0.8446516398020748 0.14285714285714285 0.0 0.0 0.0 0.0
67 0.9245945203244013 0.14285714285714285 0.0 0.0 0.0 0.0
68 0.9871467858324243 0.14285714285714285 0.0 0.0 0.0 0.0
69 0.9893683754853303 0.14285714285714285 0.0 0.0 1.0000000000000178 0.02857142857142857
70 0.993075240054058 0.17142857142857143 0.0 0.0 1.0000000000000178 0.02857142857142857
71 0.9765821555856232 0.17142857142857143 0.0 0.0 1.0000000000000178 0.02857142857142857
72 0.9852729736264383 0.17142857142857143 0.0 0.0 0.9999999999999822 0.02857142857142857
73 0.9999999679111177 0.17142857142857143 0.0 0.0 1.0000000000000178 0.02857142857142857
74 0.9618964106770344 0.2 0.0 0.0 1.0000000000000533 0.02857142857142857
75 0.9354084277948751 0.2 0.0 0.0 0.9999999999999822 0.02857142857142857
76 0.8698032929904657 0.2 0.0 0.0 1.0000000000000178 0.02857142857142857
77 0.7910774205183516 0.2 0.0 0.0 1.0000000000000178 0.02857142857142857
78 0.7601927403619252 0.22857142857142856 0.0 0.0 1.0000000000000178 0.02857142857142857
79 0.7844096780157098 0.2571428571428571 0.0 0.0 1.0000000000000178 0.02857142857142857
80 0.9037528375696482 0.2571428571428571 0.0 0.0 0.9999999999999822 0.02857142857142857
81 0.9195450390820129 0.2857142857142857 0.0 0.0 1.0000000000000533 0.02857142857142857
82 0.9064166793294085 0.2857142857142857 0.0 0.0 1.0 0.05714285714285714
83 0.9278997834932766 0.2571428571428571 0.0 0.0 1.0000000000000178 0.05714285714285714
84 0.9811166058920916 0.2571428571428571 0.0 0.0 0.9999999999999822 0.05714285714285714
85 0.9836795462196414 0.2571428571428571 0.0 0.0 1.0000000000000178 0.05714285714285714
86 0.987721443263183 0.22857142857142856 0.0 0.0 0.9999999999999941 0.08571428571428572
87 0.9653859042646922 0.22857142857142856 0.0 0.0 1.0000000000000178 0.08571428571428572
88 0.9327424707819538 0.22857142857142856 0.0 0.0 0.9999999999999941 0.08571428571428572
89 0.9109983370298852 0.2571428571428571 0.0 0.0 0.9999999999999911 0.11428571428571428
90 0.8418308764672832 0.2571428571428571 0.0 0.0 0.9999999999999911 0.11428571428571428
91 0.8111114530642336 0.2571428571428571 0.0 0.0 1.0 0.11428571428571428
92 0.7855470427354105 0.2571428571428571 0.8538745740041368 0.02857142857142857 0.9999999999999964 0.14285714285714285
93 0.8491725403330178 0.2571428571428571 0.9674345499228962 0.02857142857142857 0.9999999999999964 0.14285714285714285
94 0.8866100974061519 0.2571428571428571 0.9848923133078975 0.02857142857142857 0.9999999999999911 0.11428571428571428
95 0.8692296819459833 0.2571428571428571 0.9999999999999822 0.02857142857142857 0.9989483567719913 0.11428571428571428
96 0.8742996771127919 0.2571428571428571 0.9999999999999822 0.02857142857142857 0.9999999999999938 0.14285714285714285
97 0.9643300821629273 0.2571428571428571 1.0000000000000178 0.02857142857142857 0.9997410378560362 0.14285714285714285
98 0.9678078865608372 0.2571428571428571 0.9909215858997544 0.05714285714285714 0.9935227022292675 0.14285714285714285
99 0.9729854677807513 0.2571428571428571 0.9999999999999871 0.05714285714285714 0.9946340646950306 0.14285714285714285
100 0.9993435704591902 0.2571428571428571 0.9881435007630932 0.05714285714285714 0.9999999999999964 0.14285714285714285
101 0.9896769124554918 0.2571428571428571 1.0000000000000178 0.05714285714285714 0.9999999999999964 0.14285714285714285
102 0.927432608439343 0.22857142857142856 1.0 0.05714285714285714 0.9996076426784285 0.14285714285714285
103 0.8137810582151498 0.22857142857142856 1.0 0.05714285714285714 0.9999999999999931 0.14285714285714285
104 0.8647201287341982 0.22857142857142856 1.0000000000000178 0.05714285714285714 0.999643115505877 0.17142857142857143
105 0.9062891139277096 0.22857142857142856 0.9462199707838552 0.08571428571428572 0.9997348568257106 0.17142857142857143
106 0.8868822077376264 0.2571428571428571 0.9745130827564467 0.08571428571428572 0.9999607126075974 0.17142857142857143
107 0.9356629381942491 0.2571428571428571 0.9880248109127047 0.08571428571428572 1.0000000000000133 0.14285714285714285
108 0.9678323998354263 0.2857142857142857 1.0000000000000295 0.08571428571428572 0.9999936807042492 0.17142857142857143
109 0.9874167174988768 0.2857142857142857 1.0000000000000178 0.08571428571428572 0.9999034920639464 0.17142857142857143
110 0.9313389156911605 0.2857142857142857 0.9526535125489717 0.11428571428571428 0.9999999999999982 0.17142857142857143
111 0.8877993974789916 0.2857142857142857 1.0000000000000178 0.11428571428571428 1.0000000000000036 0.14285714285714285
112 0.9078767914912116 0.3142857142857143 1.0000000000000266 0.11428571428571428 1.0000000000000036 0.14285714285714285
113 0.9192502149968793 0.3142857142857143 1.0000000000000266 0.11428571428571428 1.0 0.17142857142857143
114 0.8909098649253884 0.3142857142857143 1.0000000000000089 0.11428571428571428 1.0000000000000036 0.14285714285714285
115 0.907132784971759 0.3142857142857143 0.9994149620374673 0.11428571428571428 0.9999930489801157 0.14285714285714285
116 0.9627558496147373 0.3142857142857143 0.9999483528328337 0.11428571428571428 0.9999663712507818 0.17142857142857143
117 0.8842137755857257 0.2857142857142857 1.0000000000000295 0.08571428571428572 0.9999946920431636 0.14285714285714285
118 0.8450920321159746 0.2857142857142857 1.0000000000000295 0.08571428571428572 0.9997233132611473 0.17142857142857143
119 0.9147585438776311 0.2857142857142857 1.0000000000000178 0.08571428571428572 1.000000000000006 0.17142857142857143
120 0.9396313890361923 0.2857142857142857 1.0000000000000295 0.08571428571428572 0.9997123968542422 0.17142857142857143
121 0.9604035402286725 0.2857142857142857 0.9702653908587742 0.11428571428571428 0.9928959503916814 0.2
122 0.9823162474272278 0.2857142857142857 1.0000000000000295 0.08571428571428572 0.9997797645594707 0.17142857142857143
123 0.9641713711930248 0.2857142857142857 0.9942942079884195 0.08571428571428572 0.9996493427795995 0.17142857142857143
124 0.9102478971356849 0.2857142857142857 0.9999999999999923 0.08571428571428572 1.0000000000000178 0.17142857142857143
125 0.921961254977424 0.2857142857142857 0.994519404819969 0.08571428571428572 0.9991462011690686 0.2
126 0.9549497422991321 0.2857142857142857 1.0000000000000295 0.08571428571428572 0.9998327901721217 0.2
127 0.976021287938293 0.2571428571428571 1.0000000000000295 0.08571428571428572 0.990780660773038 0.2
128 0.9861950004377026 0.2571428571428571 1.0000000000000295 0.08571428571428572 0.9887566282462298 0.2
129 0.9979951460722254 0.2571428571428571 0.9999513101657218 0.08571428571428572 0.9998751701072486 0.2
130 0.9622353150293783 0.2571428571428571 1.0000000000000335 0.05714285714285714 1.0000000000000075 0.2
131 0.9593911031308515 0.2571428571428571 0.9992280654639623 0.05714285714285714 1.0000000000000044 0.22857142857142856
132 0.9802789071268907 0.22857142857142856 1.0000000000000178 0.05714285714285714 1.0000000000000222 0.22857142857142856
133 0.9276418859045078 0.22857142857142856 1.0000000000000178 0.05714285714285714 1.0000000000000024 0.2
134 0.9624018398719861 0.2 0.9999999999999822 0.02857142857142857 0.9999980908100251 0.2
135 0.9555991058330146 0.2 1.0000000000000178 0.02857142857142857 1.000000000000006 0.2
136 0.8721908564038681 0.22857142857142856 1.0000000000000178 0.02857142857142857 0.9996375313457232 0.22857142857142856
137 0.6832729646942277 0.22857142857142856 1.0000000000000533 0.02857142857142857 1.0000000000000044 0.22857142857142856
138 0.727163076024088 0.2571428571428571 1.0000000000000178 0.02857142857142857 1.0000000000000044 0.22857142857142856
139 0.8638794500881057 0.2571428571428571 0.9999999999999822 0.02857142857142857 1.0000000000000075 0.2
140 0.8612946309494001 0.2571428571428571 1.0000000000000533 0.02857142857142857 1.0000000000000075 0.2
141 0.872704847205676 0.2571428571428571 1.0000000000000178 0.02857142857142857 1.0000000000000024 0.2
142 0.8625660901864747 0.22857142857142856 1.0000000000000178 0.02857142857142857 1.0000000000000118 0.17142857142857143
143 0.8948756048366069 0.22857142857142856 1.0000000000000178 0.02857142857142857 1.0000000000000024 0.2
144 0.8571345007065733 0.22857142857142856 1.0000000000000178 0.02857142857142857 1.0 0.17142857142857143
145 0.8692532850098819 0.22857142857142856 1.0000000000000178 0.02857142857142857 1.0000000000000118 0.17142857142857143
146 0.8456500682977879 0.22857142857142856 0.0 0.0 1.0000000000000118 0.17142857142857143
147 0.8315975309395366 0.22857142857142856 0.0 0.0 0.9898969025070681 0.17142857142857143
148 0.8533290477434637 0.22857142857142856 0.0 0.0 0.993941251665602 0.17142857142857143
149 0.8042354208425002 0.22857142857142856 0.0 0.0 0.9850774872396106 0.14285714285714285
150 0.7663428807222136 0.22857142857142856 0.0 0.0 0.9843555711107468 0.14285714285714285
151 0.7861017959022352 0.22857142857142856 0.0 0.0 0.9999999999999964 0.14285714285714285
152 0.768430206763617 0.22857142857142856 0.0 0.0 0.9999999999999893 0.14285714285714285
153 0.7622440490053712 0.22857142857142856 0.8510750771152764 0.02857142857142857 0.9999999999999964 0.14285714285714285
154 0.7809681560492449 0.2571428571428571 0.9999999999999953 0.02857142857142857 1.0000000000000089 0.11428571428571428
155 0.8662125023457707 0.2571428571428571 0.9984925539948769 0.02857142857142857 1.0000000000000089 0.11428571428571428
156 0.8888836656709824 0.2571428571428571 0.999823631300655 0.02857142857142857 0.9999999999999964 0.14285714285714285
157 0.8873266641752198 0.2571428571428571 1.0000000000000278 0.02857142857142857 1.0 0.11428571428571428
158 0.8888888888888865 0.2571428571428571 0.9985718925635612 0.02857142857142857 0.9999960568219879 0.11428571428571428
159 0.8245859827182326 0.2571428571428571 0.9851442527787186 0.05714285714285714 0.9999999999999962 0.14285714285714285
160 0.728508441346071 0.2857142857142857 0.8684064395519842 0.05714285714285714 0.9999986065541886 0.14285714285714285
161 0.7450184796798546 0.2857142857142857 0.8814285205768579 0.05714285714285714 0.9999999999999911 0.11428571428571428
162 0.766946431109983 0.22857142857142856 0.9837172749614596 0.05714285714285714 0.9999999999999911 0.11428571428571428
163 0.8137630394884694 0.22857142857142856 0.98816552674813 0.05714285714285714 1.0000000000000178 0.11428571428571428
164 0.8417849376571775 0.2571428571428571 0.9999999999999822 0.05714285714285714 0.9999954294389648 0.14285714285714285
165 0.8465941868866255 0.2571428571428571 1.0 0.05714285714285714 0.9999999999999961 0.14285714285714285
166 0.8622906201567395 0.2571428571428571 0.9999999999999822 0.05714285714285714 0.9993916862339326 0.14285714285714285
167 0.869007380931975 0.22857142857142856 1.0 0.05714285714285714 0.9965378540346781 0.17142857142857143
168 0.8610518630227598 0.22857142857142856 0.9999999999999822 0.05714285714285714 0.9982424024027662 0.14285714285714285
169 0.9233883640384623 0.22857142857142856 0.999758255138323 0.05714285714285714 0.9993059049146937 0.14285714285714285
170 0.9650299292565604 0.2 1.0000000000000178 0.05714285714285714 0.9999999999999944 0.14285714285714285
171 0.9309588543128681 0.2 0.9999379827461627 0.05714285714285714 0.99946940193091 0.11428571428571428
172 0.8499077277571858 0.2 0.9879989362773257 0.08571428571428572 1.0 0.11428571428571428
173 0.7689547760521556 0.2 0.9999999999999715 0.08571428571428572 0.9999992373400952 0.11428571428571428
174 0.8385967514114832 0.2 0.9983712777151627 0.08571428571428572 0.9999999999999898 0.11428571428571428
175 0.8753376906562204 0.2 0.9999999999999881 0.08571428571428572 0.999999471395708 0.11428571428571428
176 0.9817772384544646 0.2 1.0 0.05714285714285714 1.0 0.11428571428571428
177 0.9681168381888606 0.2 1.0 0.05714285714285714 1.0 0.11428571428571428
178 0.9879488618300069 0.2 1.0 0.05714285714285714 1.0 0.11428571428571428
179 0.9942619375096934 0.22857142857142856 1.0 0.05714285714285714 1.0 0.11428571428571428
180 0.9965696287736444 0.22857142857142856 1.0 0.05714285714285714 1.0 0.11428571428571428
181 0.9994110451893646 0.2571428571428571 1.0 0.05714285714285714 0.9999999999999881 0.08571428571428572
182 0.9860067426838366 0.2857142857142857 1.0 0.05714285714285714 1.0 0.11428571428571428
183 0.9454390255395847 0.2857142857142857 1.0 0.05714285714285714 1.0000000000000089 0.11428571428571428
184 0.8493757024384628 0.2857142857142857 0.9999999999999822 0.05714285714285714 0.9999999999999881 0.08571428571428572
185 0.8241679034576377 0.2857142857142857 1.0000000000000355 0.02857142857142857 1.0 0.08571428571428572
186 0.7397712507675193 0.2857142857142857 1.0 0.02857142857142857 1.0 0.08571428571428572
187 0.7534917731437341 0.2857142857142857 1.0000000000000355 0.02857142857142857 0.9999971090060651 0.11428571428571428
188 0.9013020603094752 0.2857142857142857 1.0 0.02857142857142857 0.9999999999999966 0.11428571428571428
189 0.8514885513554887 0.2857142857142857 1.0000000000000355 0.02857142857142857 0.9999989295923007 0.11428571428571428
190 0.8867451961948447 0.2857142857142857 1.0 0.02857142857142857 1.0000000000000089 0.11428571428571428
191 0.981151313257419 0.2857142857142857 0.9317952934117575 0.05714285714285714 1.0000000000000178 0.11428571428571428
192 0.8985651431203083 0.2857142857142857 0.9717427908683316 0.05714285714285714 1.0000000000000355 0.08571428571428572
193 0.9060525278008298 0.2857142857142857 0.9992503830094872 0.05714285714285714 1.0 0.08571428571428572
194 0.8980304868336113 0.2857142857142857 0.9997559905982327 0.05714285714285714 1.0000000000000238 0.08571428571428572
195 0.9033082960073872 0.2857142857142857 0.9330885635799254 0.08571428571428572 1.0000000000000238 0.08571428571428572
196 0.9054541103449405 0.2571428571428571 0.9981203175059256 0.08571428571428572 1.0000000000000238 0.08571428571428572
197 0.9449822139005981 0.2857142857142857 0.9947376929412174 0.05714285714285714 1.0 0.08571428571428572
198 0.9112805149199718 0.2857142857142857 0.9999999999999822 0.05714285714285714 1.0000000000000355 0.08571428571428572
199 0.903721231690176 0.2857142857142857 0.9969287375467764 0.05714285714285714 1.0000000000000238 0.08571428571428572
200 0.940769694741648 0.2857142857142857 0.9970193115867678 0.05714285714285714 1.0000000000000118 0.08571428571428572
201 0.9360050730607554 0.2857142857142857 0.9999999999999645 0.05714285714285714 1.0000000000000238 0.08571428571428572
202 0.9817971796640337 0.3142857142857143 0.9999999999999467 0.05714285714285714 1.0000000000000118 0.08571428571428572
203 0.8961730092986552 0.3142857142857143 0.9999999999999822 0.05714285714285714 1.0000000000000266 0.11428571428571428
204 0.8704207276183644 0.3142857142857143 0.9707178926385421 0.08571428571428572 0.9999999999999911 0.11428571428571428
205 0.9218291811955641 0.37142857142857144 0.974626510837056 0.08571428571428572 0.9992156143712418 0.11428571428571428
206 0.9064977496812546 0.4 0.9756511520619856 0.08571428571428572 0.9977424216243116 0.11428571428571428
207 0.9071781549955702 0.4 0.9596481660518685 0.11428571428571428 0.9986874596199403 0.11428571428571428
208 0.9312408351634648 0.4 0.9999999999999624 0.11428571428571428 1.0000000000000118 0.08571428571428572
209 0.971924460005482 0.4 0.9866709965333604 0.11428571428571428 1.0 0.11428571428571428
210 0.9431271696566831 0.37142857142857144 0.9815633772891559 0.11428571428571428 1.0000000000000089 0.11428571428571428
211 0.8628853639463043 0.37142857142857144 0.9766971582585317 0.11428571428571428 1.0 0.08571428571428572
212 0.8594577653938669 0.37142857142857144 0.9904042325014775 0.14285714285714285 1.0000000000000118 0.08571428571428572
213 0.8365351281799905 0.37142857142857144 0.9765557222165394 0.17142857142857143 0.9999999999999881 0.08571428571428572
214 0.8466992863089301 0.37142857142857144 0.9999919014568303 0.17142857142857143 1.0 0.08571428571428572
215 0.9073605991246793 0.37142857142857144 0.9801825241389436 0.14285714285714285 1.0 0.08571428571428572
216 0.8465073479473257 0.4 0.9808664474390733 0.17142857142857143 1.0 0.08571428571428572
217 0.8458877786202533 0.4 0.9900524284762194 0.17142857142857143 0.9999999999999881 0.08571428571428572
218 0.776199933197758 0.37142857142857144 0.9730521901688182 0.17142857142857143 0.9999999999999881 0.08571428571428572
219 0.8170586773584707 0.37142857142857144 0.9873132554185496 0.17142857142857143 0.9999990132312012 0.08571428571428572
220 0.91284025123433 0.34285714285714286 0.9794281400990664 0.14285714285714285 0.9999957829676416 0.11428571428571428
221 0.9328217322856954 0.34285714285714286 0.9782609945097533 0.14285714285714285 0.9999999999999822 0.11428571428571428
222 0.9431607670362544 0.34285714285714286 0.9663681792768058 0.17142857142857143 1.0 0.11428571428571428
223 0.9102525466171438 0.34285714285714286 0.9785447926155725 0.17142857142857143 1.0000000000000089 0.11428571428571428
224 0.8948842405034076 0.34285714285714286 0.997215919106568 0.17142857142857143 0.9958251266644563 0.14285714285714285
225 0.9156276620723357 0.34285714285714286 0.9986912829761613 0.17142857142857143 0.9999999999999893 0.14285714285714285
226 0.9353732632058139 0.34285714285714286 0.9999102136422472 0.17142857142857143 0.9980617446519526 0.14285714285714285
227 0.9671775053918147 0.34285714285714286 0.9496922752630945 0.2 0.9999588573702896 0.14285714285714285
228 0.9485714904224403 0.37142857142857144 0.9889995808348512 0.2 0.9999999999999929 0.14285714285714285
229 0.9638876744070182 0.37142857142857144 0.9867223438317639 0.17142857142857143 1.0 0.11428571428571428
230 0.9752905032839506 0.4 0.9966631771980822 0.17142857142857143 0.9999999999999822 0.11428571428571428
231 0.9430914232223484 0.4 0.9969197789014358 0.17142857142857143 0.9999999999999911 0.11428571428571428
232 0.9285912196948856 0.4 0.9593396300705869 0.2 1.0000000000000089 0.11428571428571428
233 0.8358186196125611 0.42857142857142855 0.9873132554185523 0.17142857142857143 0.9999999999999911 0.11428571428571428
234 0.889831010660181 0.4 0.9854019685794212 0.17142857142857143 0.9999999999999764 0.08571428571428572
235 0.9486120324616077 0.4 1.0 0.17142857142857143 1.0 0.11428571428571428
236 0.9540025823298217 0.34285714285714286 0.9999999999999858 0.14285714285714285 1.0000000000000089 0.11428571428571428
237 0.9370646364151812 0.34285714285714286 1.0 0.14285714285714285 1.0 0.11428571428571428
238 0.959368065343535 0.34285714285714286 1.0 0.11428571428571428 0.9999999999999911 0.11428571428571428
239 0.969297384747539 0.3142857142857143 0.9999999999999822 0.11428571428571428 0.9999999999999911 0.11428571428571428
240 0.9872359571958302 0.2857142857142857 1.0 0.11428571428571428 1.0000000000000238 0.08571428571428572
241 0.9213341373209942 0.2857142857142857 0.9769832797285123 0.14285714285714285 0.9999999999999881 0.08571428571428572
242 0.8757866582913646 0.2857142857142857 0.9731126190922008 0.11428571428571428 0.9999999999999881 0.08571428571428572
243 0.8791225220643488 0.2857142857142857 0.999999999999986 0.11428571428571428 1.0000000000000238 0.08571428571428572
244 0.8997152116402178 0.2857142857142857 0.9999550358560452 0.11428571428571428 0.9999999999999822 0.05714285714285714
245 0.9158652456462912 0.2571428571428571 0.977615026488294 0.14285714285714285 1.0000000000000178 0.05714285714285714
246 0.9503144277279918 0.2571428571428571 0.9999934088347272 0.14285714285714285 0.9999999999999822 0.05714285714285714
247 0.9650635375994858 0.2571428571428571 0.9970843973557455 0.14285714285714285 1.0 0.05714285714285714
248 0.9449033010069631 0.2857142857142857 0.9999999999999911 0.11428571428571428 1.0 0.02857142857142857
249 0.966544761031866 0.2571428571428571 0.9949754138851384 0.14285714285714285 1.0000000000000178 0.05714285714285714
250 0.9798388563305205 0.2571428571428571 0.990343687414369 0.14285714285714285 1.0000000000000178 0.05714285714285714
251 0.9707569865671112 0.2571428571428571 1.0000000000000009 0.14285714285714285 1.0 0.05714285714285714
252 0.9777794777353345 0.2571428571428571 0.999926277838495 0.14285714285714285 1.0000000000000178 0.05714285714285714
253 0.9989332123825562 0.2571428571428571 1.0 0.11428571428571428 1.0 0.08571428571428572
254 0.931842241843235 0.2571428571428571 1.0 0.11428571428571428 1.0000000000000118 0.08571428571428572
255 0.87403531847228 0.2857142857142857 1.0000000000000089 0.11428571428571428 0.9999999999999881 0.08571428571428572
256 0.8334504234314626 0.2857142857142857 1.0 0.11428571428571428 1.0 0.08571428571428572
257 0.946700456896364 0.2571428571428571 0.9999951272078588 0.11428571428571428 1.0 0.08571428571428572
258 0.8875770631770834 0.3142857142857143 0.9999999999999902 0.11428571428571428 1.0000000000000118 0.08571428571428572
259 0.8834901256174645 0.3142857142857143 0.9999845308300696 0.08571428571428572 0.9999215234642606 0.11428571428571428
260 0.8403256584799091 0.3142857142857143 1.0 0.08571428571428572 0.9999999999999911 0.11428571428571428
261 0.8860246629545324 0.2857142857142857 0.9999999999999881 0.08571428571428572 1.0 0.08571428571428572
262 0.8012754260663745 0.2571428571428571 0.9751281850548245 0.11428571428571428 0.9999999999999911 0.11428571428571428
263 0.8146505062232204 0.2571428571428571 0.9999999999999925 0.11428571428571428 1.0 0.11428571428571428
264 0.927843989229284 0.2571428571428571 0.9973631772832946 0.11428571428571428 0.9999999999999822 0.11428571428571428
265 0.9159426362979642 0.2571428571428571 1.0000000000000089 0.11428571428571428 1.000000000000007 0.14285714285714285
266 0.9273864698063904 0.2571428571428571 0.9999986619189432 0.11428571428571428 0.9999999999999929 0.14285714285714285
267 0.9712318483055647 0.22857142857142856 0.940885285754494 0.11428571428571428 0.9982278546053799 0.17142857142857143
268 0.8163688445278359 0.22857142857142856 0.9999978441652637 0.11428571428571428 0.9999999999999974 0.17142857142857143
269 0.7774083658205608 0.2 0.9916070939399073 0.11428571428571428 0.9976020869957088 0.17142857142857143
270 0.8500624149928655 0.2 1.0000000000000118 0.08571428571428572 0.9999999999999973 0.17142857142857143
271 0.8275956150925768 0.2 0.9771128197118916 0.11428571428571428 0.9999851068889507 0.17142857142857143
272 0.9072237620908671 0.2 1.0 0.11428571428571428 1.000000000000005 0.2
273 0.9534042561186125 0.2 0.9964489630355673 0.11428571428571428 0.9996621034379043 0.2
274 0.9951159141987572 0.2 1.0000000000000238 0.08571428571428572 0.9999394046341763 0.17142857142857143
275 0.9971589380963598 0.22857142857142856 0.9999442607199266 0.08571428571428572 0.9999456890373789 0.17142857142857143
276 0.9995687872948512 0.22857142857142856 0.9999955744957063 0.08571428571428572 1.0 0.17142857142857143
277 0.9908121482785672 0.22857142857142856 1.0000000000000118 0.08571428571428572 1.0000000000000118 0.17142857142857143
278 0.9405226486856171 0.22857142857142856 1.0000000000000118 0.08571428571428572 0.9999999999999949 0.2
279 0.9043586436076424 0.22857142857142856 1.0000000000000238 0.08571428571428572 1.000000000000006 0.17142857142857143
280 0.862247851508999 0.2571428571428571 0.9899801023294633 0.11428571428571428 1.0000000000000118 0.17142857142857143
281 0.8300666902566801 0.2571428571428571 0.9960978887688899 0.11428571428571428 0.9993744315788874 0.2
282 0.8046577331971191 0.2571428571428571 1.0000000000000138 0.11428571428571428 0.999924075650499 0.2
283 0.7921173282902703 0.2571428571428571 0.9946060372811735 0.11428571428571428 1.0000000000000118 0.17142857142857143
284 0.7429879130167244 0.2571428571428571 1.0 0.11428571428571428 1.000000000000006 0.17142857142857143
285 0.686232321309818 0.22857142857142856 1.0000000000000089 0.11428571428571428 1.0000000000000133 0.22857142857142856
286 0.7121044362210562 0.2571428571428571 1.0 0.11428571428571428 1.0000000000000133 0.22857142857142856
287 0.6337691729904082 0.2571428571428571 0.9999304075279153 0.08571428571428572 0.9993646701382948 0.22857142857142856
288 0.6973218510617889 0.2571428571428571 0.9999739524375922 0.08571428571428572 0.9940103737695491 0.2
289 0.8808086501988579 0.2571428571428571 1.0000000000000118 0.08571428571428572 0.9799870148498531 0.22857142857142856
290 0.8711605518214625 0.22857142857142856 1.0 0.08571428571428572 0.9968515910522903 0.22857142857142856
