 sim_time real_time ratio_sim_real
858 220.34 1761.94 0.052987
859 220.449 1763.95 0.0544079
860 220.557 1765.95 0.0539068
861 220.672134 1767.96 0.0574326
862 220.784 1769.96 0.0558668
863 220.876 1771.97 0.0456537
864 220.982 1773.98 0.0529437
865 221.092 1775.99 0.0546586
866 221.2 1778.06 0.052205
867 221.308 1780.06 0.0539332
868 221.425 1782.06 0.0583322
869 221.535134 1784.07 0.0549802
870 221.646 1786.07 0.0552922
871 221.767 1788.08 0.060269
872 221.857134 1790.08 0.0450212
873 221.975 1792.09 0.0586587
874 222.073 1794.09 0.0489803
875 222.187 1796.1 0.0568907
876 222.29 1798.12 0.0510158
877 222.376134 1800.13 0.0428231
878 222.457 1802.14 0.040183
879 222.56 1804.14 0.0514811
880 222.651 1806.15 0.0452758
881 222.735 1808.16 0.0418112
882 222.816 1810.18 0.0400885
883 222.913 1812.19 0.0483497
884 223.0 1814.38 0.039728
885 223.093 1816.39 0.0460616
886 223.185 1818.4 0.0458595
887 223.275 1820.41 0.0448134
888 223.364 1822.42 0.0443711
889 223.464 1824.43 0.0497417
890 223.57 1826.43 0.0529059
891 223.654 1828.44 0.0417286
892 223.75 1830.46 0.0476821
893 223.84 1832.46 0.0449532
894 223.936 1834.47 0.0476114
895 224.008 1836.48 0.0359375
896 224.109 1838.49 0.0502463
897 224.191 1840.5 0.0408196
898 224.285 1842.5 0.0468501
899 224.38 1844.52 0.0471795
900 224.478 1846.53 0.0487656
901 224.568 1848.54 0.044775
902 224.652 1850.54 0.0419571
903 224.741 1852.54 0.0444684
904 224.817 1854.55 0.037828
905 224.911 1856.56 0.0468404
906 225.0 1858.56 0.0444325
907 225.101 1860.56 0.0503762
908 225.202 1862.57 0.0502164
909 225.302 1864.57 0.0499905
910 225.391 1866.58 0.0443835
911 225.506 1868.59 0.0571513
912 225.6 1870.63 0.0461568
913 225.705 1872.64 0.0523108
914 225.815 1874.65 0.0546185
915 225.916 1876.66 0.0502075
916 226.001 1878.67 0.0423458
917 226.109 1880.67 0.053942
918 226.192 1882.68 0.0413815
919 226.302 1884.69 0.0545633
920 226.411 1886.7 0.054427
921 226.509 1888.7 0.0487843
922 226.596 1890.71 0.043289
923 226.709 1892.73 0.0560741
924 226.801 1894.73 0.0459834
925 226.902 1896.74 0.0502286
926 227.002 1898.75 0.0497218
927 227.105 1900.76 0.0512727
928 227.209 1902.77 0.0516821
929 227.321 1904.78 0.0557172
930 227.421 1906.79 0.0499563
931 227.532 1908.79 0.0553004
932 227.608 1910.79 0.0379512
933 227.722 1912.8 0.0568604
934 227.84 1914.8 0.058971
935 227.958 1916.81 0.0588571
936 228.043134 1918.82 0.0423182
937 228.148 1920.82 0.052284
938 228.255 1922.83 0.0534294
939 228.359 1924.83 0.0518807
940 228.459134 1926.84 0.0498961
941 228.563 1928.84 0.051924
942 228.668 1930.85 0.0520486
943 228.769134 1932.86 0.0504671
944 228.878 1934.87 0.0541838
945 228.988 1936.88 0.0547288
946 229.076 1938.88 0.0438868
947 229.182 1940.88 0.0529795
948 229.294 1942.89 0.055753
949 229.416 1944.9 0.0607385
950 229.513 1946.91 0.048391
951 229.612 1948.91 0.0494693
952 229.711 1950.92 0.0492682
953 229.797134 1952.92 0.0430362
954 229.917 1954.93 0.0597078
955 230.0 1957.08 0.0384599
956 230.087 1959.1 0.0431437
957 230.194 1961.11 0.0531902
958 230.308 1963.13 0.0565498
959 230.411 1965.13 0.0513882
960 230.515 1967.15 0.051496
961 230.605 1969.16 0.0448518
962 230.712 1971.17 0.0533108
963 230.815 1973.18 0.0511951
964 230.924 1975.18 0.0544437
965 231.029 1977.18 0.0523569
966 231.119134 1979.19 0.0449172
967 231.214 1981.2 0.0473268
968 231.314 1983.21 0.0497154
969 231.423 1985.21 0.0544654
970 231.53 1987.21 0.0534426
971 231.625 1989.22 0.0472311
972 231.731 1991.23 0.0527908
973 231.833 1993.24 0.0508397
974 231.945 1995.24 0.0557739
975 232.028 1997.26 0.041243
976 232.13 1999.26 0.0508874
977 232.243 2001.26 0.0564189
978 232.353 2003.27 0.0548568
979 232.445 2005.27 0.0458777
980 232.558 2007.28 0.0563083
981 232.656 2009.28 0.0489653
982 232.754 2011.29 0.0487897
983 232.833 2013.3 0.0394064
984 232.922 2015.3 0.0444499
985 233.0 2017.39 0.0372469
986 233.081 2019.42 0.0400446
987 233.166 2021.42 0.0424904
988 233.253 2023.42 0.043391
989 233.35 2025.42 0.0484757
990 233.451 2027.43 0.050332
991 233.522 2029.43 0.0354811
992 233.605 2031.44 0.0412744
993 233.689 2033.45 0.0419062
994 233.792 2035.46 0.0511284
995 233.867134 2037.46 0.0375646
996 233.956 2039.46 0.0443459
997 234.032 2041.48 0.0376018
998 234.136 2043.49 0.0518374
999 234.242 2045.5 0.0527608
1000 234.348 2047.5 0.0529543
1001 234.44 2049.52 0.0456188
1002 234.549 2051.53 0.0541839
1003 234.656 2053.55 0.0529805
1004 234.754 2055.55 0.0489385
1005 234.849 2057.56 0.047283
1006 234.948 2059.57 0.0492306
1007 235.034 2061.58 0.0428056
1008 235.134 2063.59 0.0497329
1009 235.242 2065.6 0.0538584
1010 235.334 2067.6 0.0458993
1011 235.425 2069.62 0.0451221
1012 235.528 2071.63 0.0513188
1013 235.624 2073.63 0.0478071
1014 235.734 2075.64 0.0548955
1015 235.827 2077.65 0.0461853
1016 235.933 2079.66 0.0527098
1017 236.02 2081.67 0.0433749
1018 236.131 2083.67 0.0553772
1019 236.218 2085.68 0.0434253
1020 236.32 2087.69 0.0507392
1021 236.422 2089.69 0.0508527
1022 236.521134 2091.69 0.049565
1023 236.621 2093.71 0.0495905
1024 236.735 2095.71 0.0569274
1025 236.825134 2097.71 0.0449577
1026 236.927 2099.71 0.0509144
1027 237.012 2101.73 0.0422433
1028 237.086 2103.74 0.0367362
1029 237.182 2105.74 0.0479757
1030 237.285 2107.75 0.0513038
1031 237.395 2109.76 0.054582
1032 237.501 2111.78 0.052615
1033 237.599 2113.79 0.048708
1034 237.697 2115.79 0.048915
1035 237.8 2117.82 0.0509742
1036 237.906 2119.82 0.0529609
1037 238.0 2122.13 0.0406223
1038 238.106 2124.13 0.0529872
1039 238.205 2126.15 0.0491349
1040 238.295 2128.16 0.0448025
1041 238.394 2130.16 0.0494854
1042 238.494 2132.17 0.0496487
1043 238.591 2134.17 0.0483972
1044 238.704 2136.2 0.0558546
1045 238.795 2138.2 0.0453815
1046 238.889 2140.21 0.0469279
1047 238.998 2142.22 0.0541396
1048 239.085134 2144.22 0.0434766
1049 239.19 2146.22 0.0524207
1050 239.283 2148.23 0.0463792
1051 239.386 2150.24 0.0513211
1052 239.495 2152.24 0.0543857
1053 239.6 2154.34 0.0500167
1054 239.710248803419 2156.35 0.054829
1055 239.801 2158.36 0.0452552
1056 239.896 2160.37 0.0471795
1057 240.0 2162.44 0.0502476
1058 240.108 2164.44 0.0539775
1059 240.215134 2166.45 0.0532617
1060 240.308 2168.45 0.0463503
1061 240.401 2170.46 0.0463258
1062 240.503 2172.46 0.0509944
1063 240.615 2174.46 0.0559628
1064 240.722 2176.47 0.0534393
1065 240.8 2178.55 0.0374288
1066 240.891 2180.56 0.0453086
1067 240.984 2182.57 0.0462346
1068 241.048 2184.59 0.0316837
1069 241.134 2186.6 0.0427283
1070 241.209 2188.61 0.0373839
1071 241.299134 2190.61 0.0450503
1072 241.385 2192.61 0.0428877
1073 241.458 2194.63 0.0360795
1074 241.540134 2196.64 0.0408688
1075 241.622 2198.66 0.0406138
1076 241.702 2200.67 0.039889
1077 241.794 2202.69 0.0455386
1078 241.876 2204.7 0.04071
1079 241.964 2206.71 0.0437273
1080 242.032 2208.72 0.0338579
1081 242.114 2210.73 0.0407679
1082 242.207 2212.74 0.046307
1083 242.288 2214.76 0.04015
1084 242.371 2216.77 0.0413511
1085 242.435 2218.78 0.0318202
1086 242.509 2220.79 0.0367654
1087 242.593 2222.81 0.0416322
1088 242.68 2224.81 0.0434535
1089 242.754 2226.81 0.0369629
1090 242.828 2228.82 0.0368808
1091 242.897 2230.82 0.034414
1092 242.984 2232.83 0.0434124
1093 243.052 2234.83 0.0339861
1094 243.141 2236.84 0.0441697
1095 243.219 2238.85 0.0388598
1096 243.296 2240.86 0.038303
1097 243.377 2242.87 0.040265
1098 243.457 2244.87 0.039963
1099 243.533 2246.89 0.0377634
1100 243.606 2248.89 0.036403
1101 243.698 2250.89 0.0459527
1102 243.786 2252.92 0.0434384
1103 243.865 2254.92 0.039421
1104 243.947 2256.94 0.0406444
1105 244.011 2258.94 0.0319465
1106 244.095 2260.96 0.0416245
1107 244.17 2262.97 0.0372673
1108 244.224 2264.98 0.0269485
1109 244.31 2266.99 0.0427372
1110 244.392 2269.01 0.0405949
1111 244.466 2271.02 0.0367949
1112 244.544 2273.03 0.0389398
1113 244.617 2275.04 0.0363161
1114 244.699 2277.05 0.0407193
1115 244.777134 2279.06 0.0388341
1116 244.851 2281.07 0.0367926
1117 244.933 2283.09 0.0406339
1118 245.004 2285.09 0.0353798
1119 245.088 2287.1 0.0417859
1120 245.158 2289.11 0.0348852
1121 245.23 2291.11 0.0359394
1122 245.317 2293.13 0.0431674
1123 245.405 2295.14 0.043823
1124 245.478 2297.14 0.0363972
1125 245.556 2299.14 0.0389815
1126 245.62 2301.15 0.0319589
1127 245.695 2303.15 0.0374093
1128 245.776 2305.17 0.0400857
1129 245.86 2307.19 0.04167
1130 245.933 2309.2 0.0363543
1131 246.012 2311.21 0.0392657
1132 246.08 2313.21 0.0338804
1133 246.148 2315.23 0.0338166
1134 246.226 2317.24 0.0386616
1135 246.305134 2319.25 0.0395133
1136 246.391 2321.25 0.0427583
1137 246.471 2323.27 0.0397314
1138 246.541 2325.28 0.0348511
1139 246.612 2327.3 0.0351279
1140 246.691 2329.31 0.0391579
1141 246.772 2331.33 0.0402216
1142 246.859 2333.34 0.0432384
1143 246.948 2335.36 0.0441741
1144 247.036 2337.37 0.0436493
1145 247.133 2339.39 0.0480099
1146 247.223 2341.41 0.0446348
1147 247.323 2343.42 0.0497236
1148 247.415 2345.43 0.0456947
1149 247.511 2347.44 0.0477544
1150 247.6 2349.47 0.0439321
1151 247.686134 2351.48 0.0427613
1152 247.757 2353.49 0.035318
1153 247.868 2355.5 0.0551215
1154 247.967 2357.51 0.0494212
1155 248.043 2359.51 0.037902
1156 248.138 2361.53 0.0470964
1157 248.249 2363.54 0.0552499
1158 248.346 2365.54 0.0484851
1159 248.44 2367.55 0.0467446
1160 248.532 2369.55 0.0459417
1161 248.626 2371.56 0.0469118
1162 248.738 2373.56 0.0559312
1163 248.839 2375.56 0.0503536
1164 248.927134 2377.58 0.0437428
1165 249.016 2379.58 0.0444307
1166 249.104 2381.59 0.0436716
1167 249.193 2383.6 0.0443623
1168 249.29 2385.61 0.0481769
1169 249.388 2387.62 0.0489577
1170 249.482 2389.62 0.0469765
1171 249.583134 2391.65 0.0497647
1172 249.668 2393.65 0.0423232
1173 249.771 2395.66 0.0512864
1174 249.874134 2397.66 0.0515012
1175 249.96 2399.67 0.0428799
1176 250.04 2401.67 0.0399343
1177 250.143 2403.68 0.0512777
1178 250.253 2405.68 0.0549979
1179 250.36 2407.69 0.0532001
1180 250.447 2409.69 0.0434325
1181 250.521134 2411.7 0.036998
1182 250.603 2413.72 0.0405456
1183 250.707 2415.72 0.0518634
1184 250.8 2417.79 0.0448951
1185 250.894 2419.79 0.0469955
1186 250.989 2421.79 0.0474658
1187 251.07 2423.8 0.0404495
1188 251.166 2425.81 0.0475889
1189 251.256 2427.83 0.0447146
1190 251.317 2429.84 0.0303772
1191 251.386 2431.84 0.0344838
1192 251.465 2433.86 0.0391305
1193 251.551 2435.87 0.0426546
1194 251.635 2437.88 0.0417373
1195 251.719 2439.89 0.0419027
1196 251.794 2441.89 0.0374839
1197 251.861134 2443.89 0.0335402
1198 251.946 2445.9 0.0422117
1199 252.027 2447.91 0.040286
1200 252.134 2449.92 0.0531965
1201 252.228 2451.94 0.0467314
1202 252.32 2453.94 0.045798
1203 252.406 2455.96 0.0426022
1204 252.49 2457.96 0.0419772
1205 252.572134 2459.97 0.0408708
1206 252.675 2461.98 0.0512377
1207 252.761 2463.98 0.0429722
1208 252.844 2466.01 0.0410235
1209 252.921134 2468.01 0.0384586
1210 253.0 2470.1 0.0378335
1211 253.094 2472.1 0.046945
1212 253.19 2474.1 0.047942
1213 253.278 2476.11 0.0436952
1214 253.374 2478.12 0.0477715
1215 253.46 2480.15 0.0424957
1216 253.554 2482.15 0.0468874
1217 253.645 2484.16 0.0452467
1218 253.741 2486.17 0.0477863
1219 253.84 2488.17 0.0494812
1220 253.942 2490.18 0.0508709
1221 254.014 2492.19 0.0358536
1222 254.098 2494.19 0.041932
1223 254.202 2496.2 0.0517303
1224 254.284 2498.21 0.0407615
1225 254.38 2500.22 0.0477966
1226 254.473 2502.22 0.0464582
1227 254.571 2504.22 0.0489787
1228 254.670134 2506.58 0.0420276
1229 254.759134 2508.59 0.0442842
1230 254.839 2510.6 0.0398656
1231 254.938 2512.61 0.0491867
1232 255.019 2514.62 0.0403158
1233 255.102 2516.63 0.0412425
1234 255.198 2518.63 0.0479956
1235 255.296 2520.63 0.0489751
1236 255.39 2522.64 0.0467653
1237 255.491 2524.65 0.0503316
1238 255.6 2526.75 0.0518049
1239 255.686134 2528.75 0.0430555
1240 255.786 2530.76 0.0497753
1241 255.890134 2532.76 0.0519909
1242 255.988 2534.78 0.0484908
1243 256.06 2536.78 0.0359253
1244 256.149 2538.79 0.0443482
1245 256.249 2540.8 0.049677
1246 256.343 2542.82 0.0466593
1247 256.42 2544.83 0.0382524
1248 256.517 2546.83 0.0484387
1249 256.606 2548.84 0.0442659
1250 256.699 2550.85 0.0464393
1251 256.792 2552.86 0.0462274
1252 256.887 2554.86 0.0474771
1253 256.989 2556.88 0.0505586
1254 257.067 2558.88 0.0389956
1255 257.168 2560.89 0.0501784
1256 257.252 2562.89 0.041924
1257 257.345 2564.9 0.046383
1258 257.442134 2566.9 0.0485245
1259 257.532 2568.9 0.0448659
1260 257.620134 2570.91 0.043836
1261 257.708 2572.92 0.0437091
1262 257.806 2574.93 0.0488745
1263 257.888 2576.93 0.0409537
1264 257.979 2578.93 0.0454454
1265 258.033 2580.96 0.0267131
1266 258.105 2582.96 0.0359294
1267 258.168 2584.96 0.0314313
1268 258.24 2586.97 0.0358193
1269 258.308 2588.98 0.0338772
1270 258.386 2590.99 0.0388334
1271 258.464 2592.99 0.0389618
1272 258.554 2595.0 0.0447539
1273 258.644 2597.01 0.0449356
1274 258.734134 2599.01 0.0450253
1275 258.823 2601.01 0.0442997
1276 258.908 2603.02 0.0423948
1277 258.999 2605.02 0.0453523
1278 259.065 2607.03 0.0329366
1279 259.141 2609.05 0.0375523
1280 259.213 2611.05 0.0359749
1281 259.303 2613.06 0.0447811
1282 259.397 2615.07 0.0467954
1283 259.483 2617.07 0.0429955
1284 259.569 2619.08 0.0428675
1285 259.657 2621.08 0.043897
1286 259.734 2623.09 0.0383397
1287 259.808 2625.1 0.036771
1288 259.89 2627.11 0.0409183
1289 259.964 2629.14 0.036496
1290 260.022 2631.14 0.02896
1291 260.102 2633.15 0.0398574
1292 260.201 2635.15 0.049481
1293 260.288134 2637.16 0.0432472
1294 260.38 2639.16 0.0458812
1295 260.454 2641.18 0.0367576
1296 260.551 2643.19 0.0481943
1297 260.642 2645.2 0.0452275
1298 260.727 2647.22 0.0422135
1299 260.81 2649.23 0.0411951
1300 260.9 2651.24 0.0447993
1301 260.99 2653.25 0.0447708
1302 261.066 2655.27 0.0376525
1303 261.152 2657.27 0.0429919
1304 261.222 2659.28 0.0347841
1305 261.314134 2661.29 0.0458468
1306 261.399 2663.31 0.0421167
1307 261.475 2665.32 0.0377729
1308 261.563 2667.32 0.0439283
1309 261.635 2669.35 0.0355569
1310 261.724 2671.35 0.0444558
1311 261.812 2673.36 0.0438182
1312 261.9 2675.36 0.0438349
1313 261.988 2677.37 0.0438006
1314 262.057 2679.38 0.0343576
1315 262.148 2681.39 0.0453183
1316 262.242 2683.4 0.0468384
1317 262.336 2685.41 0.046732
1318 262.417 2687.41 0.0404898
1319 262.508 2689.41 0.0453379
1320 262.599 2691.42 0.0453959
1321 262.684 2693.42 0.0423933
1322 262.771 2695.43 0.0433709
1323 262.852 2697.45 0.0401697
1324 262.942 2699.45 0.0449181
1325 263.014 2701.46 0.035895
1326 263.107 2703.47 0.0461634
1327 263.2 2705.63 0.043089
1328 263.287 2707.63 0.0434499
1329 263.378 2709.64 0.0452271
1330 263.46 2711.65 0.0408629
1331 263.554 2713.65 0.0469824
1332 263.636 2715.66 0.0408938
1333 263.731 2717.67 0.04725
1334 263.825 2719.68 0.0467188
1335 263.912 2721.69 0.0432191
1336 263.998 2723.69 0.0429359
1337 264.066 2725.7 0.0338438
1338 264.153 2727.72 0.0432102
1339 264.242 2729.72 0.0444206
1340 264.326 2731.73 0.0418446
1341 264.405 2733.73 0.0393797
1342 264.496 2735.74 0.0454724
1343 264.591 2737.75 0.0472379
1344 264.683 2739.76 0.0457669
1345 264.759 2741.89 0.0356949
1346 264.841134 2743.89 0.0409885
1347 264.923 2745.89 0.0408924
1348 265.001 2747.9 0.0387648
1349 265.094 2749.91 0.0462792
1350 265.195 2751.93 0.0501991
1351 265.270134 2753.93 0.0374899
1352 265.357 2755.94 0.0431724
1353 265.44 2757.94 0.0414305
1354 265.534 2759.95 0.0468162
1355 265.635 2761.95 0.0504549
1356 265.733 2763.97 0.0485699
1357 265.815 2765.99 0.0407051
1358 265.903 2767.99 0.0439303
1359 265.994 2770.0 0.0452277
1360 266.073 2772.01 0.0394278
1361 266.16 2774.01 0.0433793
1362 266.252 2776.02 0.045738
1363 266.338 2778.05 0.0424966
1364 266.428 2780.05 0.0449065
1365 266.519 2782.05 0.0454942
1366 266.61 2784.06 0.0454011
1367 266.704 2786.07 0.0466343
1368 266.791134 2788.08 0.0434019
1369 266.87 2790.09 0.0392498
1370 266.963 2792.09 0.0464779
1371 267.053 2794.1 0.0447179
1372 267.145 2796.11 0.0458612
1373 267.224 2798.11 0.0394522
1374 267.315 2800.13 0.0450438
1375 267.407 2802.14 0.0457948
1376 267.514 2804.14 0.0533815
1377 267.602 2806.16 0.0436444
1378 267.69 2808.17 0.0437473
1379 267.783 2810.17 0.0464456
1380 267.874 2812.18 0.0452715
1381 267.965717104306 2814.19 0.0457957
1382 268.047 2816.2 0.0404259
1383 268.124 2818.21 0.0382896
1384 268.2 2820.22 0.0377408
1385 268.298 2822.24 0.0484936
1386 268.382 2824.25 0.0419169
1387 268.475 2826.25 0.0463488
1388 268.562 2828.27 0.0431505
1389 268.65 2830.27 0.0439233
1390 268.748818481915 2832.3 0.048844
1391 268.834 2834.3 0.0424405
1392 268.916 2836.31 0.0408405
1393 269.0 2838.57 0.0372241
1394 269.092 2840.57 0.0458851
1395 269.185 2842.59 0.0460609
1396 269.27 2844.6 0.0422976
1397 269.366 2846.62 0.0476622
1398 269.455 2848.63 0.0441749
1399 269.54 2850.63 0.042481
1400 269.619 2852.63 0.0394663
1401 269.711 2854.63 0.0459752
1402 269.799 2856.66 0.0434993
1403 269.896 2858.67 0.048091
1404 269.988 2860.68 0.0458505
1405 270.064 2862.7 0.0377009
1406 270.149 2864.7 0.0423483
1407 270.235 2866.72 0.0427013
1408 270.327 2868.73 0.0456563
1409 270.411 2870.75 0.0417242
1410 270.491 2872.75 0.0399287
1411 270.587 2874.75 0.047983
1412 270.676134 2876.75 0.0445436
1413 270.765 2878.77 0.0440136
1414 270.849 2880.78 0.0417394
1415 270.936 2882.78 0.0434601
1416 271.001 2884.79 0.0323932
1417 271.091 2886.81 0.0446337
1418 271.182 2888.82 0.0452075
1419 271.268 2890.85 0.0424464
1420 271.343 2892.92 0.0362005
1421 271.434 2894.93 0.0453255
1422 271.524 2896.93 0.0449614
1423 271.605 2898.94 0.040334
1424 271.693 2900.94 0.0438225
1425 271.764 2902.95 0.0354017
1426 271.830134 2904.95 0.0330649
1427 271.9 2906.95 0.034859
1428 271.962 2908.96 0.0309599
1429 272.024 2910.96 0.030947
1430 272.116 2912.97 0.0456568
1431 272.21 2914.98 0.0468069
1432 272.297 2916.99 0.0434509
1433 272.383 2918.99 0.0429193
1434 272.463 2921.0 0.0398649
1435 272.554 2923.0 0.0454491
1436 272.655 2925.0 0.0504585
1437 272.744 2927.01 0.0441985
1438 272.824 2929.02 0.0399486
1439 272.909 2931.03 0.0422149
1440 272.97 2933.04 0.0303268
1441 273.016 2935.07 0.0227043
1442 273.091134 2937.08 0.0373899
1443 273.156 2939.08 0.0323301
1444 273.22 2941.1 0.0317329
1445 273.294 2943.11 0.0367448
1446 273.363 2945.12 0.0343184
1447 273.432 2947.13 0.0344682
1448 273.491 2949.13 0.029469
1449 273.567 2951.15 0.0376659
1450 273.637 2953.15 0.034915
1451 273.71 2955.16 0.0362514
1452 273.786 2957.18 0.0377322
1453 273.855 2959.18 0.0344255
1454 273.925 2961.19 0.0348187
1455 274.0 2963.57 0.0315243
1456 274.077134 2965.59 0.038303
1457 274.178 2967.6 0.050106
1458 274.275 2969.6 0.0484331
1459 274.357 2971.6 0.0409736
1460 274.432 2973.63 0.0369929
1461 274.529134 2975.64 0.04832
1462 274.624 2977.65 0.0472361
1463 274.688 2979.65 0.0319499
1464 274.776 2981.67 0.0436269
1465 274.847 2983.67 0.0354596
1466 274.905 2985.7 0.0285806
1467 274.966 2987.71 0.0303807
1468 275.012 2989.72 0.0228343
1469 275.079 2991.73 0.0333555
1470 275.17 2993.75 0.0451064
1471 275.249 2995.77 0.0391615
1472 275.33 2997.77 0.0404735
1473 275.42 2999.77 0.0449583
1474 275.51 3001.77 0.0449347
1475 275.592 3003.78 0.0407922
1476 275.658 3005.79 0.0328601
1477 275.741 3007.8 0.0413852
1478 275.836 3009.8 0.047364
1479 275.92 3011.81 0.0418853
1480 276.0 3014.16 0.0340947
1481 276.091 3016.18 0.0449649
1482 276.176 3018.18 0.0424087
1483 276.253 3020.19 0.0383624
1484 276.339 3022.19 0.0429644
1485 276.42 3024.19 0.0404667
1486 276.503 3026.21 0.041181
1487 276.588 3028.22 0.0422747
1488 276.671 3030.23 0.0413601
1489 276.752 3032.23 0.0404262
1490 276.823 3034.24 0.0353531
1491 276.901 3036.25 0.0387204
1492 276.99 3038.28 0.0439202
1493 277.064134 3040.28 0.0370352
1494 277.147 3042.3 0.0410337
1495 277.222 3044.31 0.0373969
1496 277.304 3046.31 0.0409308
1497 277.374 3048.31 0.0349843
1498 277.455 3050.31 0.0404224
1499 277.546 3052.32 0.0454202
1500 277.632 3054.32 0.0428845
1501 277.719 3056.33 0.0434075
1502 277.805 3058.33 0.0429033
1503 277.887 3060.34 0.0408592
1504 277.953 3062.35 0.0328853
1505 278.0 3064.37 0.0232431
1506 278.084 3066.38 0.0416636
1507 278.168 3068.4 0.0416843
1508 278.258 3070.41 0.0448069
1509 278.347 3072.42 0.0442647
1510 278.424 3074.42 0.0384525
1511 278.498 3076.44 0.0366845
1512 278.589 3078.45 0.0451694
1513 278.669 3080.46 0.039894
1514 278.76 3082.48 0.0450784
1515 278.838 3084.48 0.0389235
1516 278.922 3086.49 0.0417496
1517 279.0 3088.56 0.0376653
1518 279.089 3090.57 0.0444148
1519 279.18 3092.58 0.0451367
1520 279.26 3094.59 0.0399411
1521 279.348 3096.61 0.0435316
1522 279.439 3098.61 0.0454718
1523 279.529 3100.62 0.0447201
1524 279.611 3102.63 0.0409076
1525 279.694 3104.64 0.0412891
1526 279.786 3106.66 0.0454859
1527 279.873 3108.67 0.0433209
1528 279.95 3110.68 0.0382741
1529 280.018 3112.69 0.0338881
1530 280.109 3114.69 0.0453566
1531 280.202 3116.7 0.0463673
1532 280.287 3118.71 0.0421981
1533 280.372 3120.71 0.0424553
1534 280.462 3122.72 0.0449518
1535 280.545 3124.72 0.041339
1536 280.628 3126.73 0.0413917
1537 280.708 3128.74 0.0397143
1538 280.8 3130.81 0.0445758
1539 280.892 3132.82 0.0457045
1540 280.976 3134.82 0.041942
1541 281.06 3136.83 0.0419538
1542 281.157 3138.83 0.0484087
1543 281.244 3140.84 0.0432179
1544 281.301 3142.85 0.0284208
1545 281.394 3144.87 0.0459089
1546 281.49 3146.88 0.0478698
1547 281.58 3148.89 0.0447792
1548 281.648 3150.91 0.0337087
1549 281.735 3152.92 0.0432978
1550 281.815 3154.92 0.0399055
1551 281.904 3156.95 0.0438569
1552 281.991 3158.95 0.0434855
1553 282.058 3160.96 0.0334078
1554 282.145 3162.96 0.0434378
1555 282.228 3164.96 0.0413725
1556 282.322 3166.98 0.0466919
1557 282.4 3169.03 0.0379755
1558 282.476 3171.04 0.0378059
1559 282.568134 3173.05 0.0458713
1560 282.652 3175.05 0.0418508
1561 282.735 3177.06 0.0414331
1562 282.819 3179.06 0.0419796
1563 282.902 3181.06 0.0413806
1564 282.995 3183.07 0.0463009
1565 283.066134 3185.08 0.0354249
1566 283.156 3187.1 0.0445124
1567 283.24 3189.11 0.0417685
1568 283.338 3191.12 0.0487199
1569 283.432 3193.14 0.0466489
1570 283.515 3195.14 0.0413747
1571 283.6 3197.15 0.0424345
1572 283.683 3199.15 0.0414508
1573 283.771 3201.16 0.0438105
1574 283.854134 3203.17 0.0412411
1575 283.934 3205.18 0.0397196
1576 284.003 3207.19 0.0344242
1577 284.08 3209.21 0.0381641
1578 284.166 3211.23 0.0425946
1579 284.257134 3213.24 0.0453126
1580 284.344 3215.25 0.0431392
1581 284.436 3217.26 0.0458874
1582 284.52 3219.28 0.041555
1583 284.602 3221.28 0.0409096
1584 284.671 3223.28 0.034487
1585 284.754 3225.29 0.0413085
1586 284.835 3227.3 0.0403092
1587 284.915 3229.3 0.039992
1588 285.0 3231.37 0.0411768
1589 285.091 3233.37 0.0453984
1590 285.167134 3235.38 0.0379167
1591 285.25 3237.39 0.0412058
1592 285.327 3239.4 0.0383276
1593 285.407 3241.41 0.0397011
1594 285.497 3243.41 0.0449898
1595 285.591 3245.43 0.0466414
1596 285.664 3247.44 0.03623
1597 285.746 3249.45 0.0408816
1598 285.837 3251.46 0.0453349
1599 285.918 3253.46 0.0404073
1600 285.989 3255.47 0.035275
1601 286.056 3257.49 0.033241
1602 286.124 3259.49 0.0339587
1603 286.182 3261.49 0.0289835
1604 286.257 3263.5 0.0373805
1605 286.319 3265.5 0.0309632
1606 286.388 3267.51 0.0344295
1607 286.458 3269.51 0.0348673
1608 286.521 3271.52 0.0313985
1609 286.593 3273.53 0.0358193
1610 286.669134 3275.54 0.037816
1611 286.748 3277.55 0.0392849
1612 286.824 3279.56 0.0378806
1613 286.916 3281.57 0.0457079
1614 287.002 3283.59 0.0426764
1615 287.087 3285.59 0.0423917
1616 287.163 3287.61 0.0375492
1617 287.241 3289.62 0.038822
1618 287.328 3291.64 0.0430886
1619 287.415 3293.66 0.0431886
1620 287.5 3295.67 0.0422181
1621 287.588 3297.67 0.0439685
1622 287.649 3299.68 0.0304241
1623 287.726 3301.69 0.0382916
1624 287.814 3303.7 0.0438276
1625 287.899 3305.71 0.0421761
1626 287.976 3307.72 0.0383761
1627 288.05 3309.72 0.0369199
1628 288.108 3311.73 0.0288425
1629 288.184 3313.75 0.0377554
1630 288.257 3315.76 0.036179
1631 288.338 3317.77 0.0404432
1632 288.417 3319.77 0.0394844
1633 288.498 3321.79 0.0401208
1634 288.575 3323.79 0.0384674
1635 288.663 3325.8 0.0436367
1636 288.748 3327.82 0.0422602
1637 288.834 3329.84 0.0425478
1638 288.929 3331.85 0.0471312
1639 289.008 3333.87 0.0391088
1640 289.094 3335.88 0.0427929
1641 289.173 3337.89 0.0393089
1642 289.257 3339.9 0.0417828
1643 289.347 3341.91 0.0448831
