 DockerStatsCPUPerc DockerStatsCPUPerc DockerStatsCPUPerc DockerStatsRamGByte DockerStatsRamGByte DockerStatsRamGByte
container flowcontrol omnetpp vadere flowcontrol omnetpp vadere
"Execution time in s"      
251 0.0 98.421343873126 2.524037278473169 0.048308224 0.473903104 5.358825472
253 0.0 96.95487341269842 4.127227476751395 0.04831232 0.477003776 5.358825472
255 0.0 94.45285968521502 3.088605156172534 0.04831232 0.47724544 5.358825472
257 0.0 97.98630703635244 3.014894256840029 0.04831232 0.478715904 5.358825472
259 0.0 97.55393608528571 3.292547185717829 0.04831232 0.4793344 5.358825472
261 0.0 97.41711470878576 3.132240875186474 0.04831232 0.4815872 5.358833664
263 0.0 98.09343593574896 2.7514500865265763 0.04831232 0.482271232 5.35883776
265  98.30640317657276   0.482336768 
266 0.0  2.4302729528535982 0.04831232  5.358850048
268 0.0 97.72032567601092 3.1758681056940823 0.04831232 0.48429056 5.358850048
270 0.0 97.80864353218404 3.016783234126984 0.04831232 0.484921344 5.358850048
272 0.0 97.99109890873017 2.774435028528901 0.04831232 0.485781504 5.358850048
274 0.0 98.76978242491656 1.7859408798813643 0.04831232 0.52625408 5.358850048
276 0.0 91.65880029776676 2.4491695743888817 0.04831232 0.526778368 5.358850048
278 0.0 97.89930873114024 2.880185613470348 0.04831232 0.526884864 5.358850048
280 0.0 98.00863638844103 2.373599107032122 0.04831232 0.527015936 5.358850048
282 0.0 98.24607932573127 2.3113755516984877 0.04831232 0.52774912 5.358850048
284 0.0 98.2227159248269 2.910447442550037 0.04831232 0.528011264 5.358854144
286 0.0 97.88931763541925 2.782800643007296 0.04831232 0.528044032 5.358854144
288 0.0 97.4318232581205 7.0964928792569655 0.04831232 0.528175104 5.358854144
290 0.0 97.89022389129092 3.061384967645594 0.04831232 0.529596416 5.358854144
292 0.0 97.50548272873591 3.373685159054338 0.04831232 0.531972096 5.358854144
294 0.0 97.89420203524448 3.090808047690015 0.048316416 0.532598784 5.358854144
296 0.0 98.58710739232384 2.4231614122327203 0.048316416 0.533516288 5.358854144
298 0.0 97.4406193228327 2.98495572519084 0.048316416 0.536154112 5.358854144
300 0.0 95.20793516209476 5.65794155635284 0.048316416 0.536854528 5.358854144
302 0.0 95.02925562056518 6.931814434008898 0.048316416 0.538165248 5.359038464
304 0.5736510786015373 48.53131125433813 5.505320605008679 0.048316416 0.541298688 5.359046656
306 0.0 98.29910555555556 3.101483715738559 0.048316416 0.542695424 5.359177728
308 0.0 98.04893761627186 2.718665476190476 0.048316416 0.54315008 5.359177728
310 0.0 3.5047849858007165 0.2975467926404774 0.048316416 0.54319104 5.359177728
312 0.0 98.36305940176244 2.408889228493961 0.048316416 0.543199232 5.359177728
314 0.0 90.56807589285717 2.2664575468188017 0.048316416 0.584081408 5.359177728
316 0.0 95.83496387752572 5.365298300459 0.048316416 0.58454016 5.359058944
318 0.5747705117085863 94.05706279473814 6.878625964042157 0.048447488 0.584876032 5.358931968
320 0.0 98.0244483451097 2.713858170096702 0.048324608 0.585007104 5.358931968
322 0.0 98.0504277301528 2.361157609640949 0.048324608 0.585138176 5.358931968
324 0.0 89.64131696428572 1.955757242063492 0.048324608 0.585269248 5.358931968
326 0.0 98.5144651082251 2.174424746349913 0.048324608 0.585310208 5.358931968
328 0.0 95.24754009469224 7.121358111948598 0.048324608 0.585486336 5.359194112
330 0.5811510648836058 94.46449976318084 13.207656366555517 0.048324608 0.587554816 5.359067136
332 0.0 97.70623988161302 2.9418687538824697 0.048324608 0.587685888 5.358972928
334 0.0 98.00701280788178 2.4464308646569908 0.048324608 0.588914688 5.358972928
336 0.0 98.743841972873 1.8528502919617345 0.048324608 0.58904576 5.358972928
338 0.0 95.5992624085328 6.365857738095239 0.048324608 0.589303808 5.359104
340 0.0 86.13980587724737 2.049217149938042 0.048324608 0.58943488 5.358977024
342 0.0 98.2144305320736 2.777376302374736 0.048324608 0.590180352 5.359108096
344 0.0 98.14526985385189 2.3833768629882206 0.04845568 0.590843904 5.358985216
346 0.0 97.7117435960896 2.8488896696771 0.04845568 0.592236544 5.358985216
348 0.0 95.50702270537369 5.369829164094332 0.048328704 0.595386368 5.358985216
350 0.0 84.88649547776255 4.826073909281918 0.048328704 0.59588608 5.358985216
352 0.0 83.27340850486873 2.7669410829607552 0.048328704 0.596226048 5.358985216
354 0.0 94.60488283028204 7.726558337456704 0.048328704 0.59856896 5.359116288
356 0.0 99.06897249474856 1.441536 0.048328704 0.64012288 5.359116288
358 0.0 98.29444415230064 2.3904361609907125 0.048328704 0.641040384 5.359116288
360 0.0 98.17522065217392 2.513454275827978 0.048328704 0.641220608 5.358993408
362 0.0 92.75263920841064 5.250964018807227 0.048328704 0.641626112 5.358993408
364 0.0 95.4126419398738 5.132145364402578 0.048328704 0.642256896 5.359255552
366 0.0 95.146458038248 8.527171169379894 0.048328704 0.643284992 5.359386624
368 0.0 97.80044536899456 2.7644489543373343 0.048328704 0.64421888 5.35926784
370 0.0 98.29413494391716 2.02974662027833 0.048328704 0.644579328 5.35914496
372 0.0 98.76226035209524 2.3588865039038294 0.048328704 0.646385664 5.359017984
374 0.0 95.26918190112194 6.017262085249161 0.048328704 0.647163904 5.359017984
376 0.0 94.9564559672822 5.92848644361834 0.048328704 0.647819264 5.359017984
379 0.0 97.75698881987576 2.747214805614209 0.048328704 0.648081408 5.359017984
381 0.0 97.61714930555556 3.1555802530389485 0.048328704 0.649248768 5.359149056
383 0.0 97.89792609825516 2.882428592629236 0.048328704 0.649351168 5.359149056
385 0.0 94.9469327068134 15.325768051434224 0.048328704 0.64948224 5.359153152
387 0.0 98.69722464972102 2.340297897600791 0.048328704 0.64948224 5.359116288
389 0.0 97.84194863387978 2.6062648111332005 0.048328704 0.649613312 5.359116288
391 0.0 97.91215093591174 2.848473475458602 0.048328704 0.651419648 5.359116288
393 0.0 93.92529152206248 5.654056562151444 0.048328704 0.652996608 5.359116288
395 0.0 98.84747211895912 1.5161846611324494 0.048328704 0.65370112 5.359116288
397 0.0 99.2421013135068 1.5081363726461845 0.048328704 0.694697984 5.359116288
399 0.0 95.00432515809052 5.998435692155162 0.048328704 0.695222272 5.359116288
401 0.0 95.0615442508711 5.741699666625509 0.048328704 0.696549376 5.359116288
403 0.0 97.95204709381584 2.732765389859924 0.048328704 0.697327616 5.359116288
405 0.0 98.16370654112984 2.386517259323504 0.048328704 0.698089472 5.359116288
407 0.0 96.69129351679685 12.382200322220845 0.048328704 0.699744256 5.35924736
409 0.577188899900892 94.04998899355478 6.690011841942277 0.048328704 0.700387328 5.359140864
411 0.0 98.12062014282196 2.7599752546583853 0.048328704 0.700665856 5.359140864
413 0.0 98.0235172362371 2.5278030570398906 0.048328704 0.700928 5.35914496
415 0.0 94.97722635620512 5.844197794026521 0.048328704 0.703356928 5.35914496
417 0.0 98.02524908279624 3.083963113534953 0.048328704 0.704864256 5.35914496
419 0.0 98.46077260815822 2.18256772755418 0.048328704 0.705888256 5.35914496
421 0.0 94.58424231248442 16.924002177678794 0.048328704 0.707141632 5.359276032
423 0.5955647277688205 93.38867437360456 7.074105790452573 0.048459776 0.707641344 5.359276032
425 0.0 98.41909758334366 2.471089194207204 0.048459776 0.708681728 5.359177728
427 0.0 98.2950467030243 2.270137960094188 0.048459776 0.709492736 5.359177728
429 0.0 94.72087108478344 6.235560503050679 0.048459776 0.709623808 5.359177728
431 0.0 98.48764861851072 2.292065551010289 0.048459776 0.709885952 5.359177728
433 0.0 98.24686293758566 2.502963640860747 0.048459776 0.711430144 5.359177728
435 0.0 96.04192128712872 4.761178363658869 0.0483328 0.712134656 5.359177728
437 0.5916530885636319 93.83525249317786 11.365542034739454 0.0483328 0.713043968 5.359177728
439 0.0 98.48999112863478 2.3596024369016533 0.0483328 0.75390976 5.359177728
441 0.0 95.0909827683964 6.082153876739563 0.0483328 0.755105792 5.359177728
443 0.0 98.39292913463922 2.3671736437948976 0.0483328 0.755212288 5.359177728
445 0.0 98.37742309217047 2.7480317224287485 0.0483328 0.755326976 5.359177728
447 0.0 98.29388128488156 2.385231882980042 0.0483328 0.755458048 5.359177728
449 0.0 94.7746796222664 6.311617797663435 0.0483328 0.756035584 5.359177728
451 0.0 98.34371531442665 2.042826143141153 0.0483328 0.75698176 5.359177728
453 0.0 98.19600732491958 2.690368891640867 0.0483328 0.757252096 5.35918592
455 0.0 92.16641292889108 5.550144473455179 0.0483328 0.758243328 5.35918592
457 0.0 98.4469770052148 2.344992976796129 0.0483328 0.760205312 5.35918592
459 0.0 97.81581294857564 2.7881006041178646 0.0483328 0.76091392 5.35918592
461 0.0 94.49443998015872 6.5948937708978335 0.0483328 0.761044992 5.35918592
463 0.0 98.25013819444445 2.5353473658113304 0.0483328 0.761171968 5.35918592
465 0.0 97.69786792079206 2.673673690726755 0.0483328 0.764264448 5.35918592
467 0.6169509808790663 93.9867767367515 7.520407845084409 0.048463872 0.764526592 5.359316992
469 0.0 97.8879022696267 2.7638766865079365 0.048463872 0.76498944 5.359316992
471 0.0 97.399351766894 3.5861800421470185 0.048463872 0.765423616 5.359316992
473 0.0 94.47289935355543 6.22069129786176 0.048463872 0.76642304 5.359316992
475 0.0 97.28302266303 3.6079627169062967 0.048463872 0.768098304 5.359316992
477 0.0 94.99517979197624 6.134626581027668 0.048463872 0.76867584 5.359316992
479 0.0 98.22570671307808 2.186570980977248 0.048336896 0.76904448 5.359316992
481 0.0 95.99894439461885 1.531697900716226 0.048336896 0.769765376 5.359448064
483 0.5712685401641382 94.77322967534872 5.86221552238806 0.048336896 0.810631168 5.359448064
485 0.0 97.90142284588872 2.433624419903214 0.048336896 0.811016192 5.3592064
487 0.0 94.85261583446908 6.0625156172533465 0.048336896 0.811065344 5.3592064
490 0.0 98.04395360594796 2.5918162603638164 0.048336896 0.811065344 5.3592064
492 0.0 97.11657655614448 3.543090854870776 0.048336896 0.811196416 5.3592064
494 0.0 92.99515278363296 8.437246428571429 0.048336896 0.811327488 5.3592064
496 0.0 98.05462578086266 2.874735714285714 0.048336896 0.811302912 5.3592064
498 0.0 96.81896916060644 4.151189147479776 0.048336896 0.813907968 5.3592064
500 0.5826589481463234 93.495737078931 7.251149484151647 0.048467968 0.814583808 5.3592064
502 0.0 97.12890587943438 3.462163404044164 0.048467968 0.814952448 5.359337472
504 0.0 94.2157624123077 6.743508547326635 0.048345088 0.817958912 5.359337472
506 0.0 97.64335437725072 2.9613766956521737 0.048345088 0.818089984 5.359337472
508 0.0 97.77104368956113 2.9943898847155075 0.048345088 0.818335744 5.359337472
510 0.0 94.48606564485982 6.552664078150117 0.048345088 0.818466816 5.359337472
512 0.0 98.54742293612252 2.0275586752348 0.048345088 0.818597888 5.359337472
514 0.0 98.42578844488432 2.35346879406308 0.048345088 0.819617792 5.359337472
516 0.5680752213492954 93.79320024767802 12.237384923876716 0.048345088 0.819986432 5.359337472
518 0.0 97.99622975984154 2.5065137909709336 0.048345088 0.81997824 5.359337472
520 0.0 90.73642998135487 6.907123468753882 0.048345088 0.820240384 5.359259648
522 0.0 97.48546321140732 3.138229527705467 0.048345088 0.821276672 5.359259648
524 0.0 94.3381673899566 6.4547477182539685 0.048345088 0.824270848 5.359259648
526 0.0 97.44270956219768 3.379655059523809 0.048345088 0.825032704 5.359259648
528 0.0 97.73968622575832 2.801633325117082 0.048345088 0.827650048 5.359259648
530 0.0 98.2565043585628 2.685193136035812 0.048345088 0.865632256 5.359259648
532 0.0 93.1685624597074 7.358089708978328 0.048345088 0.867053568 5.359259648
534 0.0 97.4393042484472 3.1190921147398485 0.048345088 0.867610624 5.359259648
536 0.0 97.27621679275704 3.612068353174603 0.048345088 0.868282368 5.359259648
538 0.0 97.5087386676591 2.888445170876672 0.048345088 0.868544512 5.359259648
540 0.0 97.00018234126983 3.5183510791366905 0.048345088 0.8690688 5.359259648
542 0.0 95.4040606903402 2.3726528564331844 0.048345088 0.869593088 5.359259648
544 0.0 97.56470357759684 3.27927985083903 0.048345088 0.871538688 5.359259648
546 0.0 94.6250826548236 6.08593397284166 0.048345088 0.871645184 5.359259648
548 0.0 98.18286764960972 2.458279950433705 0.048345088 0.872144896 5.359259648
550 0.0 94.44068821999258 8.206031859284034 0.048345088 0.873119744 5.35939072
552 0.0 98.87070009910803 1.3955314413186268 0.048345088 0.875073536 5.35939072
554 0.0 98.71830283802208 1.8003280882170736 0.048345088 0.875749376 5.35939072
556 0.0 93.9118926287196 6.885681501605334 0.048345088 0.875855872 5.35939072
558 0.0 98.84037555472916 1.5754713595241048 0.048345088 0.875855872 5.35926784
560 0.0 94.43889256606568 6.504715316205534 0.048345088 0.875986944 5.35926784
562 0.0 98.79421470551766 1.5547052957956096 0.048345088 0.876118016 5.35926784
564 0.0 97.79331921977884 2.5325980129160457 0.048345088 0.87638016 5.35926784
566 0.0 97.43357753309414 3.298265429808287 0.048345088 0.876511232 5.359398912
568 0.0 97.56315057799875 3.1420584547025427 0.048345088 0.877785088 5.359398912
570 0.5664482451804251 94.6041853439681 5.60429777558082 0.048345088 0.877891584 5.359271936
572 0.0 99.17618916109872 1.3723622679127725 0.048345088 0.879435776 5.359271936
574 0.0 94.5006662544825 6.028626909270949 0.048345088 0.879828992 5.359271936
576 0.0 98.88913027522936 1.571135044006446 0.048345088 0.920170496 5.359271936
578 0.0 98.18924079811624 2.4481917420954744 0.048345088 0.92035072 5.359271936
580 0.0 98.30888106163958 2.893571733201091 0.048345088 0.920481792 5.359271936
582 0.0 98.07605037183936 2.4465223751084664 0.048345088 0.920481792 5.359271936
584 0.0 94.35638393653944 6.778266171003717 0.048345088 0.922177536 5.359271936
586 0.0 98.52562899050903 2.320246062111801 0.048345088 0.92297216 5.359271936
588 0.5779711064304299 93.95984261483224 6.166403763773678 0.04847616 0.923758592 5.359271936
590 0.0 98.67521506815366 2.3713391002602555 0.04847616 0.923865088 5.359271936
592 0.0 95.53236398666172 4.873352461461959 0.04847616 0.923979776 5.359271936
594 0.0 99.03546683186715 1.8634147937058605 0.048349184 0.924454912 5.359271936
596 0.0 97.85413064876958 2.818662058677275 0.048349184 0.925884416 5.359271936
598 0.0 98.62931818294342 2.3007227531567223 0.048349184 0.927690752 5.359271936
600 0.0  2.521529239548443 0.048349184  5.359271936
601  98.2546327958323   0.927911936 
603 0.0 98.63818800296222 2.367277464263518 0.048349184 0.929492992 5.359271936
605 0.0 98.4794730111524 2.015314498141264 0.048349184 0.9314304 5.359271936
607 0.0 98.22596411400248 2.400765480471172 0.048349184 0.93208576 5.359271936
609 0.0 98.27102648809525 2.4875242627013625 0.048349184 0.932478976 5.359271936
611 0.0 94.74599985135636 7.042428057999753 0.048349184 0.932724736 5.359271936
613 0.0 98.1490081703392 2.3535777144979573 0.048349184 0.932872192 5.359271936
615 0.0 94.3035226915888 6.265147167944596 0.048349184 0.934477824 5.359271936
617 0.0 98.38622289470422 2.3207350278983263 0.048349184 0.935673856 5.359271936
619 0.0 94.22740665844636 6.68672503107134 0.048349184 0.936050688 5.359271936
621 0.0 97.60137760158572 3.13485242814668 0.048349184 0.938201088 5.359271936
623 0.0 93.73563853165804 7.493500906044432 0.048349184 0.953454592 5.359271936
625 0.0 97.72249938011406 2.987393557978196 0.048349184 0.982130688 5.359271936
627 0.574159484254897 89.61576697202278 6.866176059479553 0.048349184 0.983310336 5.359271936
629 0.0 96.8887011002596 4.198044004944376 0.048349184 0.983678976 5.359271936
631 0.0 94.38070953150242 6.560762316679095 0.048349184 0.983678976 5.359271936
633 0.0 96.9461630108061 3.7355666459550143 0.048349184 0.984121344 5.359271936
635 0.0 92.8607015537601 8.21244649555775 0.048349184 0.984383488 5.359271936
637 0.0 84.81129298180467 3.6119921772496593 0.048349184 0.98451456 5.359271936
639 0.0 93.8817761205087 7.574478597189405 0.048349184 0.984645632 5.359271936
641 0.0 97.4031897868121 3.36446397222911 0.048349184 0.985247744 5.359271936
643 0.0 93.85535200598056 7.102289839307788 0.048349184 0.986345472 5.359271936
645 0.0 98.1438262981782 3.0122023797719386 0.048349184 0.986443776 5.359271936
647 0.5959889400921659 93.07961539980258 7.293779454926624 0.048480256 0.9887744 5.359271936
649 0.0 97.98861865079364 2.778696491010539 0.048480256 0.98942976 5.359271936
651 0.0 94.6308533795494 7.157283426166606 0.048480256 0.9904128 5.359403008
653 0.0 98.02043628230616 2.978110130515849 0.04835328 0.990543872 5.359276032
655 0.0 94.6982435897436 6.374296200645642 0.04835328 0.990543872 5.359276032
657 0.0 98.01903557978196 3.1745799479489403 0.04835328 0.990674944 5.359276032
659 0.0 93.90685080074488 6.86821984353657 0.04835328 0.990937088 5.359276032
661 0.0 97.79665250341657 2.761084303263432 0.04835328 0.99106816 5.359276032
663 0.0 92.18575494778716 6.355854106041924 0.04835328 0.991256576 5.359407104
665 0.0 98.9062268123138 1.7028257160417948 0.04835328 0.991387648 5.359407104
667 0.5829528592739931 93.57897879274164 6.917319408181028 0.04835328 0.991514624 5.359538176
669 0.0 98.5307458467642 1.7851158155676747 0.04835328 0.995946496 5.359538176
671 0.0 94.92571562577142 6.531745725646124 0.04835328 1.0346496 5.359538176
673 0.0 98.9109716978792 2.143473712938841 0.04835328 1.034698752 5.359419392
675 0.0 94.73839821892392 6.510737867919862 0.04835328 1.034829824 5.359419392
677 0.0 98.148193972332 2.6243794067173325 0.04835328 1.034829824 5.359419392
679 0.0 94.95701672240804 6.181011534168424 0.04835328 1.034973184 5.359419392
681 0.0 98.19149924044328 2.503644334610157 0.04835328 1.035104256 5.359419392
683 0.0 94.0162382432766 7.370582970789309 0.04835328 1.036906496 5.359419392
685 0.0 97.64241822233228 3.0770912428677746 0.04835328 1.037049856 5.359296512
687 0.5663440892193309 93.88218773082168 6.344313595241045 0.048484352 1.037295616 5.359296512
689 0.0 98.3194598019802 1.871678830670135 0.048484352 1.037688832 5.359296512
