#CELLSIZE=5.000000,DATACOL=-1,DATATYPE=pedestrianCount,IDXCOL=3,MAP_TYPE=ymfPlusDistStep,NODE_ID=18,SEP=;,SIM_BBOX=0;0;164.1;215.1,VERSION=0.4,XOFFSET=-692273.889474,XSIZE=164.100000,YOFFSET=-5337503.566101,YSIZE=215.100000
simtime;x;y;count;measured_t;received_t;source;selection;selectionRank;sourceHost;sourceEntry;hostEntry;rsd_id;own_cell
312;14;29;1;311.504;311.526134;18;ymfPlusDistStep;0.05;0;53.509;53.509;1;0
312;14;30;0;307.968447845091;311.700134;76727;ymfPlusDistStep;0.0195918;12.0351;108.679;58.4426;-1;0
312;14;31;0;306.094180246782;311.986134;71229;ymfPlusDistStep;0.00882635;11.5727;109.461;63.3867;-1;0
312;14;33;1;311.684180246782;311.986134;71229;ymfPlusDistStep;0.012493;11.5727;20.4728;73.2976;-1;0
312;14;34;0;311.145797403841;311.998134;55251;ymfPlusDistStep;0.00256735;59.1995;50.2417;78.2615;-1;0
312;15;16;0;307.925797403841;311.998134;55251;ymfPlusDistStep;0.00345106;59.1995;90.6143;18.6733;-1;0
312;15;17;0;311.055797403841;311.998134;55251;ymfPlusDistStep;0.0027027;59.1995;23.9699;15.8437;-1;0
312;15;19;0;300.965797403841;311.998134;55251;ymfPlusDistStep;0.00277778;59.1995;57.4144;14.3417;-1;0
312;15;20;0;306.715797403841;311.998134;55251;ymfPlusDistStep;0.003125;59.1995;26.7686;16.0629;-1;0
312;15;21;0;297.975797403841;311.998134;55251;ymfPlusDistStep;0.00344828;59.1995;68.7147;18.9828;-1;0
312;16;17;2;311.804180246782;311.986134;71229;ymfPlusDistStep;0.00267983;11.5727;29.5149;20.4159;-1;0
312;16;18;0;311.83;311.852134;18;ymfPlusDistStep;0.0111111;0;19.2131;19.2131;1;0
312;16;19;1;311.705797403841;311.998134;55251;ymfPlusDistStep;0.00247363;59.1995;7.12009;19.2736;-1;0
312;17;17;0;297.674180246782;311.986134;71229;ymfPlusDistStep;0.005;11.5727;14.6154;25.1515;-1;0
312;17;18;3;311.83;311.852134;18;ymfPlusDistStep;0.00265218;0;24.1853;24.1853;1;0
312;17;19;2;311.944180246782;311.986134;71229;ymfPlusDistStep;0.00333333;11.5727;29.7814;24.2335;-1;0
312;18;18;1;311.795797403841;311.998134;55251;ymfPlusDistStep;0.00331697;59.1995;4.75606;29.1671;-1;0
312;18;19;2;311.615797403841;311.998134;55251;ymfPlusDistStep;0.003125;59.1995;9.18978;29.207;-1;0
313;11;19;0;307.28567787612;312.978134;79229;ymfPlusDistStep;0.00625;13.5617;6.43879;6.52149;-1;0
313;11;20;0;311.94567787612;312.978134;79229;ymfPlusDistStep;0.00666667;13.5617;3.27469;9.73966;-1;0
313;11;21;1;312.82567787612;312.978134;79229;ymfPlusDistStep;0.00909091;13.5617;27.3928;14.0425;-1;0
313;11;22;0;308.97567787612;312.978134;79229;ymfPlusDistStep;0.0111111;13.5617;37.5735;18.6955;-1;0
313;11;23;1;312.75567787612;312.978134;79229;ymfPlusDistStep;0.0142857;13.5617;23.4916;23.4916;-1;0
313;11;24;0;308.72567787612;312.978134;79229;ymfPlusDistStep;0.0233295;13.5617;42.0585;28.3582;-1;0
313;11;25;1;312.873;312.895134;18;ymfPlusDistStep;0.0166667;0;33.2644;33.2644;1;0
313;11;27;0;304.33567787612;312.978134;79229;ymfPlusDistStep;0.00536174;13.5617;92.2123;43.1414;-1;0
313;11;28;0;308.74567787612;312.978134;79229;ymfPlusDistStep;0.00304522;13.5617;92.678;48.099;-1;0
313;11;29;0;312.15567787612;312.978134;79229;ymfPlusDistStep;0.00458475;13.5617;94.0274;53.0645;-1;0
313;11;30;3;312.941;312.969134;18;ymfPlusDistStep;0.00980626;0;58.036;58.036;1;0
313;11;31;1;312.78567787612;312.978134;79229;ymfPlusDistStep;0.0116437;13.5617;16.5258;63.0119;-1;0
313;11;32;1;312.41567787612;312.978134;79229;ymfPlusDistStep;0.0136672;13.5617;43.9157;67.9914;-1;0
313;11;33;0;311.95567787612;312.978134;79229;ymfPlusDistStep;0.00466493;13.5617;82.7932;72.9737;-1;0
313;11;34;1;312.67567787612;312.978134;79229;ymfPlusDistStep;0.00822882;13.5617;91.7987;77.9583;-1;0
313;11;35;0;300.69567787612;312.978134;79229;ymfPlusDistStep;0.00294487;13.5617;128.962;82.9447;-1;0
313;12;15;0;312.11567787612;312.978134;79229;ymfPlusDistStep;0.00526316;13.5617;43.1964;17.2914;-1;0
313;12;16;2;312.92567787612;312.978134;79229;ymfPlusDistStep;0.0049058;13.5617;3.61588;12.3014;-1;0
313;12;17;0;306.84567787612;312.978134;79229;ymfPlusDistStep;0.00434783;13.5617;22.2519;7.32503;-1;0
313;12;18;0;312.24567787612;312.978134;79229;ymfPlusDistStep;0.004;13.5617;6.15488;2.44688;-1;0
313;12;19;2;312.66567787612;312.978134;79229;ymfPlusDistStep;0.00555556;13.5617;21.9452;2.88417;-1;0
313;12;20;2;312.79567787612;312.978134;79229;ymfPlusDistStep;0.0027027;13.5617;7.78779;7.78779;-1;0
313;12;21;1;312.67567787612;312.978134;79229;ymfPlusDistStep;0.00262971;13.5617;12.7664;12.7664;-1;0
313;12;22;2;312.73567787612;312.978134;79229;ymfPlusDistStep;0.0027027;13.5617;17.757;17.757;-1;0
313;12;35;0;306.55567787612;312.978134;79229;ymfPlusDistStep;0.0029445;13.5617;134.46;82.7382;-1;0
313;13;8;1;312.91567787612;312.978134;79229;ymfPlusDistStep;0.0039019;13.5617;39.007;52.4258;-1;0
313;13;9;0;311.65567787612;312.978134;79229;ymfPlusDistStep;0.00323798;13.5617;75.589;47.4425;-1;0
313;13;10;1;312.74567787612;312.978134;79229;ymfPlusDistStep;0.0333333;13.5617;42.4632;42.4632;-1;0
313;13;14;0;305.50567787612;312.978134;79229;ymfPlusDistStep;0.0159883;13.5617;95.649;22.6374;-1;0
313;13;15;0;312.05567787612;312.978134;79229;ymfPlusDistStep;0.00265777;13.5617;42.878;17.7421;-1;0
313;13;16;1;312.92567787612;312.978134;79229;ymfPlusDistStep;0.00268833;13.5617;2.6243;12.9272;-1;0
313;13;17;1;312.78567787612;312.978134;79229;ymfPlusDistStep;0.0142857;13.5617;7.50584;8.33335;-1;0
313;13;22;1;312.841987771246;312.964134;65704;ymfPlusDistStep;0.0026186;17.2544;28.3915;18.1962;-1;0
313;13;23;1;312.63567787612;312.978134;79229;ymfPlusDistStep;0.00260817;13.5617;9.06624;23.0961;-1;0
313;13;24;1;312.75567787612;312.978134;79229;ymfPlusDistStep;0.00259593;13.5617;28.0315;28.0315;-1;0
313;13;25;0;309.64567787612;312.978134;79229;ymfPlusDistStep;0.00263158;13.5617;39.7863;32.9863;-1;0
313;13;26;1;312.821987771246;312.964134;65704;ymfPlusDistStep;0.00206982;17.2544;43.3057;37.9529;-1;0
313;13;27;0;312.44567787612;312.978134;79229;ymfPlusDistStep;0.0036273;13.5617;33.7543;42.9273;-1;0
313;13;28;1;312.881987771246;312.964134;65704;ymfPlusDistStep;0.00303763;17.2544;45.9954;47.9071;-1;0
313;13;29;0;311.33567787612;312.978134;79229;ymfPlusDistStep;0.00287917;13.5617;60.8577;52.8906;-1;0
313;13;30;1;312.79567787612;312.978134;79229;ymfPlusDistStep;0.00268895;13.5617;15.2941;57.877;-1;0
313;13;31;1;312.87567787612;312.978134;79229;ymfPlusDistStep;0.00243073;13.5617;52.0301;62.8656;-1;0
313;13;32;2;312.86567787612;312.978134;79229;ymfPlusDistStep;0.00256798;13.5617;57.0073;67.8558;-1;0
313;13;33;1;312.691987771246;312.964134;65704;ymfPlusDistStep;0.00318081;17.2544;75.8103;72.8474;-1;0
313;13;34;0;312.47567787612;312.978134;79229;ymfPlusDistStep;0.0038781;13.5617;92.1278;77.8401;-1;0
313;13;35;0;308.05567787612;312.978134;79229;ymfPlusDistStep;0.00278865;13.5617;87.7919;82.8336;-1;0
313;14;8;1;312.81567787612;312.978134;79229;ymfPlusDistStep;0.00602602;13.5617;39.3936;53.0495;-1;0
313;14;9;0;312.27567787612;312.978134;79229;ymfPlusDistStep;0.0133105;13.5617;90.5178;48.1309;-1;0
313;14;10;1;312.921987771246;312.964134;65704;ymfPlusDistStep;0.00355306;17.2544;46.5015;43.2309;-1;0
313;14;11;0;299.15567787612;312.978134;79229;ymfPlusDistStep;0.00344828;13.5617;111.498;38.3568;-1;0
313;14;16;0;306.57567787612;312.978134;79229;ymfPlusDistStep;0.0027027;13.5617;43.4095;15.2611;-1;0
313;14;17;0;306.01567787612;312.978134;79229;ymfPlusDistStep;0.00357143;13.5617;31.749;11.629;-1;0
313;14;21;0;311.74567787612;312.978134;79229;ymfPlusDistStep;0.00277778;13.5617;56.0515;15.6384;-1;0
313;14;22;1;312.70567787612;312.978134;79229;ymfPlusDistStep;0.0030303;13.5617;19.9221;19.9221;-1;0
313;14;27;0;312.41567787612;312.978134;79229;ymfPlusDistStep;0.00414724;13.5617;83.0721;43.6869;-1;0
313;14;28;1;312.95567787612;312.978134;79229;ymfPlusDistStep;0.00341077;13.5617;61.443;48.5889;-1;0
313;14;29;0;312.93567787612;312.978134;79229;ymfPlusDistStep;0.0356266;13.5617;66.4125;53.509;-1;0
313;14;30;0;308.00567787612;312.978134;79229;ymfPlusDistStep;0.0163823;13.5617;108.679;58.4426;-1;0
313;14;31;0;306.15567787612;312.978134;79229;ymfPlusDistStep;0.00811049;13.5617;109.461;63.3867;-1;0
313;14;33;1;312.65567787612;312.978134;79229;ymfPlusDistStep;0.00672302;13.5617;2.41928;73.2976;-1;0
313;14;34;0;312.22567787612;312.978134;79229;ymfPlusDistStep;0.00236059;13.5617;60.0924;78.2615;-1;0
313;15;16;0;307.99567787612;312.978134;79229;ymfPlusDistStep;0.00329875;13.5617;90.6143;18.6733;-1;0
313;15;17;0;311.59567787612;312.978134;79229;ymfPlusDistStep;0.00311299;13.5617;72.5374;15.8437;-1;0
313;15;19;0;301.03567787612;312.978134;79229;ymfPlusDistStep;0.00277778;13.5617;57.4144;14.3417;-1;0
313;15;20;0;306.78567787612;312.978134;79229;ymfPlusDistStep;0.0030303;13.5617;26.7686;16.0629;-1;0
313;15;21;0;298.04567787612;312.978134;79229;ymfPlusDistStep;0.0166667;13.5617;68.7147;18.9828;-1;0
313;16;17;2;312.82567787612;312.978134;79229;ymfPlusDistStep;0.00266765;13.5617;26.0149;20.4159;-1;0
313;16;18;0;312.46567787612;312.978134;79229;ymfPlusDistStep;0.01;13.5617;35.4501;19.2131;-1;0
313;16;19;2;312.85567787612;312.978134;79229;ymfPlusDistStep;0.00344828;13.5617;20.2923;19.2736;-1;0
313;17;18;3;312.62567787612;312.978134;79229;ymfPlusDistStep;0.00258365;13.5617;39.1718;24.1853;-1;0
313;17;19;2;312.85567787612;312.978134;79229;ymfPlusDistStep;0.00383717;13.5617;71.8252;24.2335;-1;0
313;18;18;0;312.39567787612;312.978134;79229;ymfPlusDistStep;0.00321048;13.5617;9.57261;29.1671;-1;0
313;18;19;2;312.89567787612;312.978134;79229;ymfPlusDistStep;0.0030303;13.5617;31.35;29.207;-1;0
314;11;19;1;313.774396187779;313.986134;73712;ymfPlusDistStep;0.00625;5.89271;11.5198;6.52149;-1;0
314;11;20;0;311.994396187779;313.986134;73712;ymfPlusDistStep;0.00666667;5.89271;3.27469;9.73966;-1;0
314;11;21;1;313.914396187779;313.986134;73712;ymfPlusDistStep;0.00909091;5.89271;8.85087;14.0425;-1;0
314;11;22;0;309.00302962922;313.805134;76800;ymfPlusDistStep;0.0111111;6.27576;37.5735;18.6955;-1;0
314;11;23;1;313.65302962922;313.805134;76800;ymfPlusDistStep;0.0142857;6.27576;39.7419;23.4916;-1;0
314;11;24;0;308.72567787612;312.978134;79229;ymfPlusDistStep;0.0233295;13.5617;42.0585;28.3582;-1;0
314;11;25;0;313.872;313.894134;18;ymfPlusDistStep;0.0166667;0;33.2644;33.2644;1;0
314;11;26;1;313.872;313.894134;18;ymfPlusDistStep;1;0;38.1949;38.1949;1;0
314;11;27;0;304.384396187779;313.986134;73712;ymfPlusDistStep;0.00536174;5.89271;92.2123;43.1414;-1;0
314;11;28;0;308.794396187779;313.986134;73712;ymfPlusDistStep;0.0032525;5.89271;92.678;48.099;-1;0
314;11;29;0;312.204396187779;313.986134;73712;ymfPlusDistStep;0.00411552;5.89271;94.0274;53.0645;-1;0
314;11;30;2;313.834396187779;313.986134;73712;ymfPlusDistStep;0.00980626;5.89271;53.5889;58.036;-1;0
314;11;31;2;313.819;313.840134;18;ymfPlusDistStep;0.0122332;0;63.0119;63.0119;1;0
314;11;32;1;313.753;313.780134;18;ymfPlusDistStep;0.0150099;0;67.9914;67.9914;1;0
314;11;33;0;312.004396187779;313.986134;73712;ymfPlusDistStep;0.0041445;5.89271;82.7932;72.9737;-1;0
314;11;34;1;313.949;313.970134;18;ymfPlusDistStep;0.00663551;0;77.9583;77.9583;1;0
314;11;35;0;300.744396187779;313.986134;73712;ymfPlusDistStep;0.00294487;5.89271;128.962;82.9447;-1;0
314;12;15;0;312.164396187779;313.986134;73712;ymfPlusDistStep;0.00526316;5.89271;43.1964;17.2914;-1;0
314;12;16;2;313.764396187779;313.986134;73712;ymfPlusDistStep;0.00606453;5.89271;7.01093;12.3014;-1;0
314;12;17;1;313.864396187779;313.986134;73712;ymfPlusDistStep;0.00434783;5.89271;11.927;7.32503;-1;0
314;12;18;0;312.294396187779;313.986134;73712;ymfPlusDistStep;0.004;5.89271;6.15488;2.44688;-1;0
314;12;19;1;313.874396187779;313.986134;73712;ymfPlusDistStep;0.00555556;5.89271;3.46922;2.88417;-1;0
314;12;20;3;313.984;313.997134;18;ymfPlusDistStep;0.00285714;0;7.78779;7.78779;1;0
314;12;21;1;313.984;313.997134;18;ymfPlusDistStep;0.00285714;0;12.7664;12.7664;1;0
314;12;22;1;313.744396187779;313.986134;73712;ymfPlusDistStep;0.00294118;5.89271;23.7994;17.757;-1;0
314;12;35;0;306.604396187779;313.986134;73712;ymfPlusDistStep;0.00302397;5.89271;134.46;82.7382;-1;0
314;13;8;1;313.962;313.983134;18;ymfPlusDistStep;0.00393114;0;52.4258;52.4258;1;0
314;13;9;1;313.834396187779;313.986134;73712;ymfPlusDistStep;0.00290146;5.89271;52.07;47.4425;-1;0
314;13;10;1;313.704;313.726134;18;ymfPlusDistStep;0.0333333;0;42.4632;42.4632;1;0
314;13;14;0;305.53302962922;313.805134;76800;ymfPlusDistStep;0.0159883;6.27576;95.649;22.6374;-1;0
314;13;15;0;312.104396187779;313.986134;73712;ymfPlusDistStep;0.00289897;5.89271;42.878;17.7421;-1;0
314;13;16;1;313.814396187779;313.986134;73712;ymfPlusDistStep;0.00320535;5.89271;18.2235;12.9272;-1;0
314;13;17;0;313.862;313.883134;18;ymfPlusDistStep;0.0142857;0;8.33335;8.33335;1;0
314;13;22;1;313.634396187779;313.986134;73712;ymfPlusDistStep;0.00285025;5.89271;4.63943;18.1962;-1;0
314;13;23;1;313.966;313.987134;18;ymfPlusDistStep;0.00282958;0;23.0961;23.0961;1;0
314;13;24;1;313.634396187779;313.986134;73712;ymfPlusDistStep;0.0028367;5.89271;12.3953;28.0315;-1;0
314;13;25;0;309.694396187779;313.986134;73712;ymfPlusDistStep;0.00285714;5.89271;39.7863;32.9863;-1;0
314;13;26;1;313.314396187779;313.986134;73712;ymfPlusDistStep;0.00243357;5.89271;33.1196;37.9529;-1;0
314;13;27;0;312.494396187779;313.986134;73712;ymfPlusDistStep;0.00395501;5.89271;33.7543;42.9273;-1;0
314;13;28;0;313.864396187779;313.986134;73712;ymfPlusDistStep;0.00315802;5.89271;44.1934;47.9071;-1;0
314;13;29;0;311.384396187779;313.986134;73712;ymfPlusDistStep;0.00295465;5.89271;60.8577;52.8906;-1;0
314;13;30;1;313.284396187779;313.986134;73712;ymfPlusDistStep;0.0027525;5.89271;14.8476;57.877;-1;0
314;13;31;1;313.894396187779;313.986134;73712;ymfPlusDistStep;0.0026428;5.89271;58.9809;62.8656;-1;0
314;13;32;2;313.494396187779;313.986134;73712;ymfPlusDistStep;0.00278022;5.89271;56.6669;67.8558;-1;0
314;13;33;1;313.839;313.861134;18;ymfPlusDistStep;0.00325805;0;72.8474;72.8474;1;0
314;13;34;0;312.524396187779;313.986134;73712;ymfPlusDistStep;0.00351651;5.89271;92.1278;77.8401;-1;0
314;13;35;0;308.104396187779;313.986134;73712;ymfPlusDistStep;0.00294147;5.89271;87.7919;82.8336;-1;0
314;14;8;0;313.962;313.983134;18;ymfPlusDistStep;0.00634365;0;53.0495;53.0495;1;0
314;14;9;0;312.30302962922;313.805134;76800;ymfPlusDistStep;0.0122774;6.27576;90.5178;48.1309;-1;0
314;14;10;1;312.974396187779;313.986134;73712;ymfPlusDistStep;0.00368395;5.89271;46.5015;43.2309;-1;0
314;14;11;0;299.204396187779;313.986134;73712;ymfPlusDistStep;0.00416667;5.89271;111.498;38.3568;-1;0
314;14;16;0;306.624396187779;313.986134;73712;ymfPlusDistStep;0.00285714;5.89271;43.4095;15.2611;-1;0
314;14;17;0;306.064396187779;313.986134;73712;ymfPlusDistStep;0.0037037;5.89271;31.749;11.629;-1;0
314;14;21;0;311.794396187779;313.986134;73712;ymfPlusDistStep;0.00294118;5.89271;56.0515;15.6384;-1;0
314;14;22;1;313.554396187779;313.986134;73712;ymfPlusDistStep;0.0030303;5.89271;14.9945;19.9221;-1;0
314;14;27;0;312.464396187779;313.986134;73712;ymfPlusDistStep;0.00384604;5.89271;83.0721;43.6869;-1;0
314;14;28;2;313.864396187779;313.986134;73712;ymfPlusDistStep;0.00330157;5.89271;45.3349;48.5889;-1;0
314;14;29;0;312.93567787612;312.978134;79229;ymfPlusDistStep;0.0356266;13.5617;66.4125;53.509;-1;0
314;14;30;0;308.03302962922;313.805134;76800;ymfPlusDistStep;0.0163823;6.27576;108.679;58.4426;-1;0
314;14;31;0;306.204396187779;313.986134;73712;ymfPlusDistStep;0.00811049;5.89271;109.461;63.3867;-1;0
314;14;33;1;313.794396187779;313.986134;73712;ymfPlusDistStep;0.00488919;5.89271;26.7334;73.2976;-1;0
314;14;34;0;312.274396187779;313.986134;73712;ymfPlusDistStep;0.0023405;5.89271;60.0924;78.2615;-1;0
314;15;16;0;308.044396187779;313.986134;73712;ymfPlusDistStep;0.00333635;5.89271;90.6143;18.6733;-1;0
314;15;17;0;311.644396187779;313.986134;73712;ymfPlusDistStep;0.00315298;5.89271;72.5374;15.8437;-1;0
314;15;19;1;313.614396187779;313.986134;73712;ymfPlusDistStep;0.00294118;5.89271;15.2648;14.3417;-1;0
314;15;20;0;306.834396187779;313.986134;73712;ymfPlusDistStep;0.0030303;5.89271;26.7686;16.0629;-1;0
314;16;17;2;313.874396187779;313.986134;73712;ymfPlusDistStep;0.002818;5.89271;25.5236;20.4159;-1;0
314;16;18;0;313.354396187779;313.986134;73712;ymfPlusDistStep;0.0118573;5.89271;75.7424;19.2131;-1;0
314;16;19;1;313.604396187779;313.986134;73712;ymfPlusDistStep;0.00344828;5.89271;23.0654;19.2736;-1;0
314;17;18;3;313.934396187779;313.986134;73712;ymfPlusDistStep;0.00280074;5.89271;28.5755;24.1853;-1;0
314;17;19;2;313.874396187779;313.986134;73712;ymfPlusDistStep;0.00315606;5.89271;27.8103;24.2335;-1;0
314;18;18;0;312.444396187779;313.986134;73712;ymfPlusDistStep;0.00343076;5.89271;9.57261;29.1671;-1;0
314;18;19;2;313.544396187779;313.986134;73712;ymfPlusDistStep;0.0030303;5.89271;34.9533;29.207;-1;0
315;11;19;1;314.913;314.934134;18;ymfPlusDistStep;0.00625;0;6.52149;6.52149;1;0
315;11;20;0;312.039562512863;314.802134;74722;ymfPlusDistStep;0.00714286;4.78735;3.27469;9.73966;-1;0
315;11;21;1;314.879;314.901134;18;ymfPlusDistStep;0.00909091;0;14.0425;14.0425;1;0
315;11;22;0;309.029562512863;314.802134;74722;ymfPlusDistStep;0.0125;4.78735;37.5735;18.6955;-1;0
315;11;23;0;314.206617835687;314.609134;76727;ymfPlusDistStep;0.0141317;9.23211;47.6368;23.4916;-1;0
315;11;24;1;314.653;314.674134;18;ymfPlusDistStep;0.0233295;0;28.3582;28.3582;1;0
315;11;25;0;313.89837966015;314.550134;66654;ymfPlusDistStep;0.0166667;26.6058;13.5808;33.2644;-1;0
315;11;26;1;314.75;314.777134;18;ymfPlusDistStep;1;0;38.1949;38.1949;1;0
315;11;27;0;304.429562512863;314.802134;74722;ymfPlusDistStep;0.00536174;4.78735;92.2123;43.1414;-1;0
315;11;28;0;308.865548975386;314.868134;65704;ymfPlusDistStep;0.00325414;16.219;92.678;48.099;-1;0
315;11;29;0;312.265548975386;314.868134;65704;ymfPlusDistStep;0.00378504;16.219;94.0274;53.0645;-1;0
315;11;30;1;314.619562512863;314.802134;74722;ymfPlusDistStep;0.00958692;4.78735;8.34525;58.036;-1;0
315;11;31;2;314.606;314.638134;18;ymfPlusDistStep;0.0126683;0;63.0119;63.0119;1;0
315;11;32;1;314.869;314.890134;18;ymfPlusDistStep;0.0153824;0;67.9914;67.9914;1;0
315;11;33;1;314.709562512863;314.802134;74722;ymfPlusDistStep;0.00299482;4.78735;6.84764;72.9737;-1;0
315;11;34;1;314.37837966015;314.550134;66654;ymfPlusDistStep;0.00521157;26.6058;51.8662;77.9583;-1;0
315;11;35;0;300.815548975386;314.868134;65704;ymfPlusDistStep;0.0030303;16.219;128.962;82.9447;-1;0
315;12;15;0;312.205548975386;314.868134;65704;ymfPlusDistStep;0.00526316;16.219;43.1964;17.2914;-1;0
315;12;16;1;314.923;314.944134;18;ymfPlusDistStep;0.00650342;0;12.3014;12.3014;1;0
315;12;17;2;314.625548975386;314.868134;65704;ymfPlusDistStep;0.00434783;16.219;20.8051;7.32503;-1;0
315;12;18;0;312.345548975386;314.868134;65704;ymfPlusDistStep;0.00416667;16.219;6.15488;2.44688;-1;0
315;12;19;1;314.769562512863;314.802134;74722;ymfPlusDistStep;0.00555556;4.78735;2.80691;2.88417;-1;0
315;12;20;2;314.715548975386;314.868134;65704;ymfPlusDistStep;0.00294118;16.219;57.9489;7.78779;-1;0
315;12;21;2;314.921;314.943134;18;ymfPlusDistStep;0.00294118;0;12.7664;12.7664;1;0
315;12;22;1;314.921;314.943134;18;ymfPlusDistStep;0.0030303;0;17.757;17.757;1;0
315;12;35;0;306.675548975386;314.868134;65704;ymfPlusDistStep;0.0030662;16.219;134.46;82.7382;-1;0
315;13;8;0;314.775548975386;314.868134;65704;ymfPlusDistStep;0.004;16.219;57.5707;52.4258;-1;0
315;13;9;2;314.775548975386;314.868134;65704;ymfPlusDistStep;0.00336934;16.219;52.6839;47.4425;-1;0
315;13;10;1;314.320240482079;314.432134;79156;ymfPlusDistStep;0.0333333;12.4769;30.0125;42.4632;-1;0
315;13;14;0;305.556617835687;314.609134;76727;ymfPlusDistStep;0.0159883;9.23211;95.649;22.6374;-1;0
315;13;15;0;312.785548975386;314.868134;65704;ymfPlusDistStep;0.00400283;16.219;84.8348;17.7421;-1;0
315;13;16;1;314.815548975386;314.868134;65704;ymfPlusDistStep;0.00320535;16.219;20.1277;12.9272;-1;0
315;13;17;0;313.886617835687;314.609134;76727;ymfPlusDistStep;0.0142857;9.23211;46.1782;8.33335;-1;0
315;13;22;0;314.575548975386;314.868134;65704;ymfPlusDistStep;0.00293387;16.219;27.0584;18.1962;-1;0
315;13;23;2;314.891;314.912134;18;ymfPlusDistStep;0.00282501;0;23.0961;23.0961;1;0
315;13;24;0;314.255548975386;314.868134;65704;ymfPlusDistStep;0.0029076;16.219;35.9317;28.0315;-1;0
315;13;25;0;309.765548975386;314.868134;65704;ymfPlusDistStep;0.00294118;16.219;39.7863;32.9863;-1;0
315;13;26;1;314.958;314.979134;18;ymfPlusDistStep;0.00266802;0;37.9529;37.9529;1;0
315;13;27;0;312.555548975386;314.868134;65704;ymfPlusDistStep;0.00454545;16.219;33.7543;42.9273;-1;0
315;13;28;1;314.635548975386;314.868134;65704;ymfPlusDistStep;0.00315802;16.219;34.5085;47.9071;-1;0
315;13;29;0;311.455548975386;314.868134;65704;ymfPlusDistStep;0.003042;16.219;60.8577;52.8906;-1;0
315;13;30;1;314.788;314.810134;18;ymfPlusDistStep;0.00289999;0;57.877;57.877;1;0
315;13;31;2;314.967;314.988134;18;ymfPlusDistStep;0.00285089;0;62.8656;62.8656;1;0
315;13;32;1;314.635548975386;314.868134;65704;ymfPlusDistStep;0.00289618;16.219;54.4439;67.8558;-1;0
315;13;33;1;314.635548975386;314.868134;65704;ymfPlusDistStep;0.00278856;16.219;59.4345;72.8474;-1;0
315;13;34;0;312.595548975386;314.868134;65704;ymfPlusDistStep;0.00323851;16.219;92.1278;77.8401;-1;0
315;13;35;0;308.175548975386;314.868134;65704;ymfPlusDistStep;0.00300195;16.219;87.7919;82.8336;-1;0
315;14;8;0;313.999562512863;314.802134;74722;ymfPlusDistStep;0.00666667;4.78735;47.7379;53.0495;-1;0
315;14;9;0;312.329562512863;314.802134;74722;ymfPlusDistStep;0.012011;4.78735;90.5178;48.1309;-1;0
315;14;10;0;314.075548975386;314.868134;65704;ymfPlusDistStep;0.00368395;16.219;38.0074;43.2309;-1;0
315;14;11;1;314.923;314.945134;18;ymfPlusDistStep;0.0166667;0;38.3568;38.3568;1;0
315;14;16;0;306.695548975386;314.868134;65704;ymfPlusDistStep;0.00285714;16.219;43.4095;15.2611;-1;0
315;14;17;0;306.125548975386;314.868134;65704;ymfPlusDistStep;0.00416667;16.219;31.749;11.629;-1;0
315;14;21;0;311.865548975386;314.868134;65704;ymfPlusDistStep;0.0030303;16.219;56.0515;15.6384;-1;0
315;14;22;1;314.605548975386;314.868134;65704;ymfPlusDistStep;0.0030303;16.219;19.9221;19.9221;-1;0
315;14;27;1;314.943;314.970134;18;ymfPlusDistStep;0.00253423;0;43.6869;43.6869;1;0
315;14;28;0;314.943;314.970134;18;ymfPlusDistStep;0.00330682;0;48.5889;48.5889;1;0
315;14;29;0;312.970240482079;314.432134;79156;ymfPlusDistStep;0.0344419;12.4769;66.4125;53.509;-1;0
315;14;30;0;308.056617835687;314.609134;76727;ymfPlusDistStep;0.0163823;9.23211;108.679;58.4426;-1;0
315;14;31;0;306.229562512863;314.802134;74722;ymfPlusDistStep;0.00811049;4.78735;109.461;63.3867;-1;0
315;14;33;1;314.775548975386;314.868134;65704;ymfPlusDistStep;0.00521991;16.219;68.9494;73.2976;-1;0
315;14;34;0;312.345548975386;314.868134;65704;ymfPlusDistStep;0.00238734;16.219;60.0924;78.2615;-1;0
315;15;16;0;308.105548975386;314.868134;65704;ymfPlusDistStep;0.00333635;16.219;90.6143;18.6733;-1;0
315;15;17;0;311.715548975386;314.868134;65704;ymfPlusDistStep;0.00305315;16.219;72.5374;15.8437;-1;0
315;15;19;1;314.877;314.898134;18;ymfPlusDistStep;0.0030303;0;14.3417;14.3417;1;0
315;15;20;0;306.905548975386;314.868134;65704;ymfPlusDistStep;0.0030303;16.219;26.7686;16.0629;-1;0
315;16;17;1;314.901;314.922134;18;ymfPlusDistStep;0.00291277;0;20.4159;20.4159;1;0
315;16;18;0;313.379562512863;314.802134;74722;ymfPlusDistStep;0.0105565;4.78735;75.7424;19.2131;-1;0
315;16;19;1;314.765548975386;314.868134;65704;ymfPlusDistStep;0.00344828;16.219;4.00277;19.2736;-1;0
315;17;18;4;314.901;314.922134;18;ymfPlusDistStep;0.00289065;0;24.1853;24.1853;1;0
315;17;19;3;314.645548975386;314.868134;65704;ymfPlusDistStep;0.00317562;16.219;26.3589;24.2335;-1;0
315;18;18;0;312.509562512863;314.802134;74722;ymfPlusDistStep;0.00357143;4.78735;9.57261;29.1671;-1;0
