#CELLSIZE=5.000000,DATACOL=-1,DATATYPE=pedestrianCount,IDXCOL=3,MAP_TYPE=ymfPlusDistStep,NODE_ID=18,SEP=;,SIM_BBOX=0;0;164.1;215.1,VERSION=0.4,XOFFSET=-692273.889474,XSIZE=164.100000,YOFFSET=-5337503.566101,YSIZE=215.100000
simtime;x;y;count;measured_t;received_t;source;selection;selectionRank;sourceHost;sourceEntry;hostEntry;rsd_id;own_cell
56;13;8;1;55.535254942845;55.816134;6672;ymfPlusDistStep;0.00769231;15.8938;54.1546;52.4258;-1;0
56;13;9;1;55.828;55.850134;18;ymfPlusDistStep;0.00833333;0;47.4425;47.4425;1;0
56;13;10;1;55.685254942845;55.816134;6672;ymfPlusDistStep;0.00659348;15.8938;3.3865;42.4632;-1;0
56;13;11;0;43.998487112998;55.890134;489;ymfPlusDistStep;0.00416667;15.4594;27.9919;37.4894;-1;0
56;13;12;1;55.85;55.872134;18;ymfPlusDistStep;0.00416667;0;32.5237;32.5237;1;0
56;13;13;0;55.438487112998;55.890134;489;ymfPlusDistStep;0.00416667;15.4594;38.8474;27.5703;-1;0
56;13;14;1;55.498487112998;55.890134;489;ymfPlusDistStep;0.00416667;15.4594;28.4773;22.6374;-1;0
56;13;15;0;54.698487112998;55.890134;489;ymfPlusDistStep;0.00416667;15.4594;20.185;17.7421;-1;0
56;13;16;1;55.798487112998;55.890134;489;ymfPlusDistStep;0.00416667;15.4594;23.8381;12.9272;-1;0
56;13;17;0;54.425254942845;55.816134;6672;ymfPlusDistStep;0.00833333;15.8938;21.8015;8.33335;-1;0
56;14;8;2;55.505254942845;55.816134;6672;ymfPlusDistStep;0.0055088;15.8938;3.33567;53.0495;-1;0
56;14;9;0;54.995254942845;55.816134;6672;ymfPlusDistStep;0.00707529;15.8938;75.6972;48.1309;-1;0
56;14;10;0;54.825254942845;55.816134;6672;ymfPlusDistStep;0.00769231;15.8938;28.3771;43.2309;-1;0
56;14;11;0;51.748487112998;55.890134;489;ymfPlusDistStep;0.00454545;15.4594;3.99446;38.3568;-1;0
56;14;12;0;47.028487112998;55.890134;489;ymfPlusDistStep;0.00416667;15.4594;10.0756;33.5198;-1;0
56;14;15;0;54.078487112998;55.890134;489;ymfPlusDistStep;0.00434783;15.4594;26.0061;19.5082;-1;0
56;14;16;2;55.817;55.838134;18;ymfPlusDistStep;0.00769231;0;15.2611;15.2611;1;0
56;14;20;0;55.638487112998;55.890134;489;ymfPlusDistStep;0.0142857;15.4594;21.9041;11.9259;-1;0
56;14;21;1;55.668487112998;55.890134;489;ymfPlusDistStep;0.025;15.4594;56.9311;15.6384;-1;0
56;15;16;0;55.165254942845;55.816134;6672;ymfPlusDistStep;0.00833333;15.8938;43.673;18.6733;-1;0
56;15;17;1;55.585254942845;55.816134;6672;ymfPlusDistStep;0.00833333;15.8938;24.4052;15.8437;-1;0
56;15;19;0;49.548487112998;55.890134;489;ymfPlusDistStep;0.00416667;15.4594;32.9126;14.3417;-1;0
56;15;20;0;55.638487112998;55.890134;489;ymfPlusDistStep;0.00416667;15.4594;52.4268;16.0629;-1;0
56;16;17;0;55.645254942845;55.816134;6672;ymfPlusDistStep;0.0125;15.8938;38.9736;20.4159;-1;0
56;16;18;0;49.415254942845;55.816134;6672;ymfPlusDistStep;0.0125;15.8938;39.8867;19.2131;-1;0
56;16;19;0;47.048487112998;55.890134;489;ymfPlusDistStep;0.00416667;15.4594;46.3851;19.2736;-1;0
56;17;17;1;55.668487112998;55.890134;489;ymfPlusDistStep;0.025;15.4594;40.8642;25.1515;-1;0
56;17;18;1;55.375254942845;55.816134;6672;ymfPlusDistStep;0.025;15.8938;33.2955;24.1853;-1;0
56;17;19;0;42.028487112998;55.890134;489;ymfPlusDistStep;0.00416667;15.4594;25.9463;24.2335;-1;0
57;11;19;0;52.873837389159;56.985134;3966;ymfPlusDistStep;0.00416667;23.0189;14.547;6.52149;-1;0
57;11;20;1;56.723837389159;56.985134;3966;ymfPlusDistStep;0.00416667;23.0189;13.2458;9.73966;-1;0
57;11;21;1;56.683837389159;56.985134;3966;ymfPlusDistStep;0.00416667;23.0189;29.0187;14.0425;-1;0
57;11;22;2;56.693837389159;56.985134;3966;ymfPlusDistStep;0.00411177;23.0189;3.67328;18.6955;-1;0
57;11;23;1;56.563837389159;56.985134;3966;ymfPlusDistStep;0.00355006;23.0189;38.9636;23.4916;-1;0
57;11;24;1;56.763837389159;56.985134;3966;ymfPlusDistStep;0.00412958;23.0189;7.17883;28.3582;-1;0
57;11;25;0;55.683837389159;56.985134;3966;ymfPlusDistStep;0.0044633;23.0189;64.2477;33.2644;-1;0
57;11;26;1;56.833837389159;56.985134;3966;ymfPlusDistStep;0.00622311;23.0189;8.61955;38.1949;-1;0
57;12;16;0;43.503837389159;56.985134;3966;ymfPlusDistStep;0.00416667;23.0189;18.0684;12.3014;-1;0
57;12;17;1;56.563837389159;56.985134;3966;ymfPlusDistStep;0.00416667;23.0189;12.9128;7.32503;-1;0
57;12;18;0;54.373837389159;56.985134;3966;ymfPlusDistStep;0.00416667;23.0189;19.4425;2.44688;-1;0
57;12;19;2;56.813837389159;56.985134;3966;ymfPlusDistStep;0.00416667;23.0189;26.9096;2.88417;-1;0
57;13;8;0;56.843837389159;56.985134;3966;ymfPlusDistStep;0.0101381;23.0189;82.0872;52.4258;-1;0
57;13;9;3;56.947;56.968134;18;ymfPlusDistStep;0.00833333;0;47.4425;47.4425;1;0
57;13;10;0;56.748;56.770134;18;ymfPlusDistStep;0.00673345;0;42.4632;42.4632;1;0
57;13;11;0;44.043837389159;56.985134;3966;ymfPlusDistStep;0.00416667;23.0189;27.9919;37.4894;-1;0
57;13;12;1;56.733837389159;56.985134;3966;ymfPlusDistStep;0.00414018;23.0189;53.8295;32.5237;-1;0
57;13;13;0;55.483837389159;56.985134;3966;ymfPlusDistStep;0.00434783;23.0189;38.8474;27.5703;-1;0
57;13;14;1;56.973;56.995134;18;ymfPlusDistStep;0.00416667;0;22.6374;22.6374;1;0
57;13;15;0;54.743837389159;56.985134;3966;ymfPlusDistStep;0.00416667;23.0189;20.185;17.7421;-1;0
57;13;16;1;56.763837389159;56.985134;3966;ymfPlusDistStep;0.00416667;23.0189;42.4971;12.9272;-1;0
57;13;17;0;54.463837389159;56.985134;3966;ymfPlusDistStep;0.00833333;23.0189;21.8015;8.33335;-1;0
57;14;8;1;56.74599160923;56.74599160923;18;ymfPlusDistStep;0.0066798;0;53.0495;53.0495;1;0
57;14;9;0;55.033837389159;56.985134;3966;ymfPlusDistStep;0.00641632;23.0189;75.6972;48.1309;-1;0
57;14;10;0;54.863837389159;56.985134;3966;ymfPlusDistStep;0.00769231;23.0189;28.3771;43.2309;-1;0
57;14;11;0;51.793837389159;56.985134;3966;ymfPlusDistStep;0.00454545;23.0189;3.99446;38.3568;-1;0
57;14;12;0;47.073837389159;56.985134;3966;ymfPlusDistStep;0.00416667;23.0189;10.0756;33.5198;-1;0
57;14;15;0;54.123837389159;56.985134;3966;ymfPlusDistStep;0.00434783;23.0189;26.0061;19.5082;-1;0
57;14;16;2;56.873837389159;56.985134;3966;ymfPlusDistStep;0.00769231;23.0189;43.8387;15.2611;-1;0
57;14;20;0;55.683837389159;56.985134;3966;ymfPlusDistStep;0.00588235;23.0189;21.9041;11.9259;-1;0
57;14;21;1;56.942;56.964134;18;ymfPlusDistStep;0.00714286;0;15.6384;15.6384;1;0
57;15;16;0;55.203837389159;56.985134;3966;ymfPlusDistStep;0.00833333;23.0189;43.673;18.6733;-1;0
57;15;17;1;56.633837389159;56.985134;3966;ymfPlusDistStep;0.00833333;23.0189;6.13959;15.8437;-1;0
57;15;19;0;49.593837389159;56.985134;3966;ymfPlusDistStep;0.00416667;23.0189;32.9126;14.3417;-1;0
57;15;20;0;55.683837389159;56.985134;3966;ymfPlusDistStep;0.00416667;23.0189;52.4268;16.0629;-1;0
57;16;17;0;55.675064468323;56.736134;6599;ymfPlusDistStep;0.0125;15.0126;38.9736;20.4159;-1;0
57;16;18;0;49.445064468323;56.736134;6599;ymfPlusDistStep;0.0125;15.0126;39.8867;19.2131;-1;0
57;16;19;0;47.093837389159;56.985134;3966;ymfPlusDistStep;0.00416667;23.0189;46.3851;19.2736;-1;0
57;17;17;1;56.753837389159;56.985134;3966;ymfPlusDistStep;0.00714286;23.0189;40.2045;25.1515;-1;0
57;17;18;0;56.371;56.392134;18;ymfPlusDistStep;0.025;0;24.1853;24.1853;1;0
57;17;19;0;42.073837389159;56.985134;3966;ymfPlusDistStep;0.00526316;23.0189;25.9463;24.2335;-1;0
57;18;18;1;56.723;56.744134;18;ymfPlusDistStep;0.05;0;29.1671;29.1671;1;0
58;11;19;1;57.652915109656;57.974134;2872;ymfPlusDistStep;0.00416667;27.0806;21.0153;6.52149;-1;0
58;11;20;0;57.252915109656;57.974134;2872;ymfPlusDistStep;0.00416667;27.0806;54.7486;9.73966;-1;0
58;11;21;2;57.832915109656;57.974134;2872;ymfPlusDistStep;0.00416667;27.0806;1.96544;14.0425;-1;0
58;11;22;2;57.582915109656;57.974134;2872;ymfPlusDistStep;0.00411177;27.0806;34.2442;18.6955;-1;0
58;11;23;1;57.812915109656;57.974134;2872;ymfPlusDistStep;0.00385183;27.0806;9.98507;23.4916;-1;0
58;11;24;1;57.862915109656;57.974134;2872;ymfPlusDistStep;0.00412958;27.0806;14.9205;28.3582;-1;0
58;11;25;0;55.732915109656;57.974134;2872;ymfPlusDistStep;0.00438565;27.0806;64.2477;33.2644;-1;0
58;11;26;1;57.652915109656;57.974134;2872;ymfPlusDistStep;0.00459482;27.0806;53.4919;38.1949;-1;0
58;12;16;0;43.552915109656;57.974134;2872;ymfPlusDistStep;0.00434783;27.0806;18.0684;12.3014;-1;0
58;12;17;1;57.632915109656;57.974134;2872;ymfPlusDistStep;0.00416667;27.0806;10.1557;7.32503;-1;0
58;12;18;0;54.422915109656;57.974134;2872;ymfPlusDistStep;0.00416667;27.0806;19.4425;2.44688;-1;0
58;12;19;1;57.652915109656;57.974134;2872;ymfPlusDistStep;0.00416667;27.0806;18.572;2.88417;-1;0
58;13;8;0;56.88031960893;57.701134;6599;ymfPlusDistStep;0.00873565;15.7466;82.0872;52.4258;-1;0
58;13;9;2;57.957;57.979134;18;ymfPlusDistStep;0.00833333;0;47.4425;47.4425;1;0
58;13;10;0;56.792915109656;57.974134;2872;ymfPlusDistStep;0.00644134;27.0806;41.4064;42.4632;-1;0
58;13;11;0;44.092915109656;57.974134;2872;ymfPlusDistStep;0.00416667;27.0806;27.9919;37.4894;-1;0
58;13;12;1;57.973;57.994134;18;ymfPlusDistStep;0.00451395;0;32.5237;32.5237;1;0
58;13;13;0;55.532915109656;57.974134;2872;ymfPlusDistStep;0.00434783;27.0806;38.8474;27.5703;-1;0
58;13;14;1;57.512915109656;57.974134;2872;ymfPlusDistStep;0.00416667;27.0806;16.9636;22.6374;-1;0
58;13;15;0;54.792915109656;57.974134;2872;ymfPlusDistStep;0.00416667;27.0806;20.185;17.7421;-1;0
58;13;16;1;57.602915109656;57.974134;2872;ymfPlusDistStep;0.00416667;27.0806;3.29555;12.9272;-1;0
58;13;17;0;54.50031960893;57.701134;6599;ymfPlusDistStep;0.00833333;15.7466;21.8015;8.33335;-1;0
58;14;8;1;57.032915109656;57.974134;2872;ymfPlusDistStep;0.00542938;27.0806;21.9552;53.0495;-1;0
58;14;9;1;57.672915109656;57.974134;2872;ymfPlusDistStep;0.00529722;27.0806;33.0547;48.1309;-1;0
58;14;10;0;54.90031960893;57.701134;6599;ymfPlusDistStep;0.00769231;15.7466;28.3771;43.2309;-1;0
58;14;11;0;51.838375299719;57.929134;2799;ymfPlusDistStep;0.00454545;13.839;3.99446;38.3568;-1;0
58;14;12;0;47.122915109656;57.974134;2872;ymfPlusDistStep;0.00416667;27.0806;10.0756;33.5198;-1;0
58;14;15;1;57.944;57.965134;18;ymfPlusDistStep;0.00434783;0;19.5082;19.5082;1;0
58;14;16;0;57.944;57.965134;18;ymfPlusDistStep;0.00769231;0;15.2611;15.2611;1;0
58;14;20;0;55.732915109656;57.974134;2872;ymfPlusDistStep;0.0047619;27.0806;21.9041;11.9259;-1;0
58;14;21;1;57.842915109656;57.974134;2872;ymfPlusDistStep;0.0047619;27.0806;13.8303;15.6384;-1;0
58;15;16;1;57.877;57.899134;18;ymfPlusDistStep;0.00833333;0;18.6733;18.6733;1;0
58;15;17;1;57.58031960893;57.701134;6599;ymfPlusDistStep;0.00833333;15.7466;10.5918;15.8437;-1;0
58;15;19;0;49.642915109656;57.974134;2872;ymfPlusDistStep;0.00416667;27.0806;32.9126;14.3417;-1;0
58;15;20;0;55.732915109656;57.974134;2872;ymfPlusDistStep;0.00416667;27.0806;52.4268;16.0629;-1;0
58;16;17;0;55.72031960893;57.701134;6599;ymfPlusDistStep;0.0125;15.7466;38.9736;20.4159;-1;0
58;16;18;0;49.49031960893;57.701134;6599;ymfPlusDistStep;0.0125;15.7466;39.8867;19.2131;-1;0
58;16;19;0;47.142915109656;57.974134;2872;ymfPlusDistStep;0.00416667;27.0806;46.3851;19.2736;-1;0
58;17;17;0;57.152915109656;57.974134;2872;ymfPlusDistStep;0.0047619;27.0806;29.847;25.1515;-1;0
58;17;18;1;57.53031960893;57.701134;6599;ymfPlusDistStep;0.025;15.7466;23.8034;24.1853;-1;0
58;18;18;0;57.10031960893;57.701134;6599;ymfPlusDistStep;0.05;15.7466;36.8724;29.1671;-1;0
58;18;19;1;57.084;57.105134;18;ymfPlusDistStep;1;0;29.207;29.207;1;0
59;11;19;1;58.669084075769;58.800134;1076;ymfPlusDistStep;0.00416667;31.1799;30.2755;6.52149;-1;0
59;11;20;0;57.869084075769;58.800134;1076;ymfPlusDistStep;0.00416667;31.1799;56.7868;9.73966;-1;0
59;11;21;2;58.83;58.852134;18;ymfPlusDistStep;0.00416667;0;14.0425;14.0425;1;0
59;11;22;0;58.97;58.992134;18;ymfPlusDistStep;0.00411177;0;18.6955;18.6955;1;0
59;11;23;3;58.97;58.992134;18;ymfPlusDistStep;0.00400307;0;23.4916;23.4916;1;0
59;11;24;0;58.259084075769;58.800134;1076;ymfPlusDistStep;0.00412958;31.1799;16.1357;28.3582;-1;0
59;11;25;1;58.804;58.825134;18;ymfPlusDistStep;0.00418054;0;33.2644;33.2644;1;0
59;11;26;1;58.539084075769;58.800134;1076;ymfPlusDistStep;0.00445272;31.1799;52.0512;38.1949;-1;0
59;12;17;0;58.699084075769;58.800134;1076;ymfPlusDistStep;0.00416667;31.1799;24.8808;7.32503;-1;0
59;12;18;1;58.699084075769;58.800134;1076;ymfPlusDistStep;0.00416667;31.1799;24.6563;2.44688;-1;0
59;12;19;1;58.739084075769;58.800134;1076;ymfPlusDistStep;0.00416667;31.1799;28.3481;2.88417;-1;0
59;13;8;0;56.928360849207;58.769134;3966;ymfPlusDistStep;0.00802448;23.9924;82.0872;52.4258;-1;0
59;13;9;2;58.925;58.947134;18;ymfPlusDistStep;0.00833333;0;47.4425;47.4425;1;0
59;13;10;0;57.359084075769;58.800134;1076;ymfPlusDistStep;0.00652611;31.1799;55.4767;42.4632;-1;0
59;13;11;0;44.139084075769;58.800134;1076;ymfPlusDistStep;0.00526316;31.1799;27.9919;37.4894;-1;0
59;13;12;1;58.792;58.813134;18;ymfPlusDistStep;0.00451395;0;32.5237;32.5237;1;0
59;13;13;1;58.589084075769;58.800134;1076;ymfPlusDistStep;0.00434783;31.1799;18.3957;27.5703;-1;0
59;13;14;0;58.589084075769;58.800134;1076;ymfPlusDistStep;0.00416667;31.1799;14.1456;22.6374;-1;0
59;13;15;1;58.679084075769;58.800134;1076;ymfPlusDistStep;0.00416667;31.1799;23.8454;17.7421;-1;0
59;13;16;0;58.159084075769;58.800134;1076;ymfPlusDistStep;0.00416667;31.1799;33.7058;12.9272;-1;0
59;13;17;0;54.548360849207;58.769134;3966;ymfPlusDistStep;0.00833333;23.9924;21.8015;8.33335;-1;0
59;14;8;1;57.078360849207;58.769134;3966;ymfPlusDistStep;0.00549848;23.9924;21.9552;53.0495;-1;0
59;14;9;1;58.638360849207;58.769134;3966;ymfPlusDistStep;0.00577764;23.9924;45.894;48.1309;-1;0
59;14;10;0;54.948360849207;58.769134;3966;ymfPlusDistStep;0.00769231;23.9924;28.3771;43.2309;-1;0
59;14;11;0;51.888360849207;58.769134;3966;ymfPlusDistStep;0.00454545;23.9924;3.99446;38.3568;-1;0
59;14;12;0;47.169084075769;58.800134;1076;ymfPlusDistStep;0.00416667;31.1799;10.0756;33.5198;-1;0
59;14;15;1;58.913;58.934134;18;ymfPlusDistStep;0.00434783;0;19.5082;19.5082;1;0
59;14;16;1;57.988360849207;58.769134;3966;ymfPlusDistStep;0.00769231;23.9924;35.56;15.2611;-1;0
59;14;20;0;55.779084075769;58.800134;1076;ymfPlusDistStep;0.00454545;31.1799;21.9041;11.9259;-1;0
59;14;21;1;58.878;58.899134;18;ymfPlusDistStep;0.00454545;0;15.6384;15.6384;1;0
59;15;16;1;58.638360849207;58.769134;3966;ymfPlusDistStep;0.00833333;23.9924;2.59723;18.6733;-1;0
59;15;17;1;58.198360849207;58.769134;3966;ymfPlusDistStep;0.00833333;23.9924;26.6502;15.8437;-1;0
59;15;19;0;49.689084075769;58.800134;1076;ymfPlusDistStep;0.00416667;31.1799;32.9126;14.3417;-1;0
59;15;20;0;55.779084075769;58.800134;1076;ymfPlusDistStep;0.00416667;31.1799;52.4268;16.0629;-1;0
59;16;17;0;55.755584880625;58.654134;5521;ymfPlusDistStep;0.0125;16.6243;38.9736;20.4159;-1;0
59;16;18;0;49.525584880625;58.654134;5521;ymfPlusDistStep;0.0125;16.6243;39.8867;19.2131;-1;0
59;16;19;0;47.189084075769;58.800134;1076;ymfPlusDistStep;0.00416667;31.1799;46.3851;19.2736;-1;0
59;17;17;0;57.199084075769;58.800134;1076;ymfPlusDistStep;0.00454545;31.1799;29.847;25.1515;-1;0
59;17;18;1;58.608;58.630134;18;ymfPlusDistStep;0.025;0;24.1853;24.1853;1;0
59;18;18;0;57.110970033798;58.072134;6672;ymfPlusDistStep;0.0333333;16.9885;36.8724;29.1671;-1;0
59;18;19;1;58.923;58.944134;18;ymfPlusDistStep;1;0;29.207;29.207;1;0
60;11;19;1;59.734725824144;59.786134;2799;ymfPlusDistStep;0.00416667;15.7906;12.1588;6.52149;-1;0
60;11;20;1;59.734725824144;59.786134;2799;ymfPlusDistStep;0.00416667;15.7906;7.23312;9.73966;-1;0
60;11;21;2;59.956;59.978134;18;ymfPlusDistStep;0.00416667;0;14.0425;14.0425;1;0
60;11;22;0;59.014725824144;59.786134;2799;ymfPlusDistStep;0.00412053;15.7906;33.524;18.6955;-1;0
60;11;23;3;59.929;59.951134;18;ymfPlusDistStep;0.00404275;0;23.4916;23.4916;1;0
60;11;24;0;58.314725824144;59.786134;2799;ymfPlusDistStep;0.00416667;15.7906;16.1357;28.3582;-1;0
60;11;25;1;59.724725824144;59.786134;2799;ymfPlusDistStep;0.00430805;15.7906;18.0202;33.2644;-1;0
60;11;26;1;59.714725824144;59.786134;2799;ymfPlusDistStep;0.00439576;15.7906;23.0045;38.1949;-1;0
60;12;17;0;58.754725824144;59.786134;2799;ymfPlusDistStep;0.00416667;15.7906;24.8808;7.32503;-1;0
60;12;18;1;59.714725824144;59.786134;2799;ymfPlusDistStep;0.00416667;15.7906;17.6784;2.44688;-1;0
60;12;19;0;59.704725824144;59.786134;2799;ymfPlusDistStep;0.00416667;15.7906;12.9232;2.88417;-1;0
60;13;8;0;56.974463788379;59.805134;6672;ymfPlusDistStep;0.00802448;17.8267;82.0872;52.4258;-1;0
60;13;9;1;59.544463788379;59.805134;6672;ymfPlusDistStep;0.00833333;17.8267;43.6688;47.4425;-1;0
60;13;10;0;57.404463788379;59.805134;6672;ymfPlusDistStep;0.00652611;17.8267;55.4767;42.4632;-1;0
60;13;12;1;59.898;59.919134;18;ymfPlusDistStep;0.00451395;0;32.5237;32.5237;1;0
60;13;13;1;59.779;59.800134;18;ymfPlusDistStep;0.00434783;0;27.5703;27.5703;1;0
60;13;14;0;58.644725824144;59.786134;2799;ymfPlusDistStep;0.00416667;15.7906;14.1456;22.6374;-1;0
60;13;15;3;59.815;59.836134;18;ymfPlusDistStep;0.00416667;0;17.7421;17.7421;1;0
60;13;16;0;58.214725824144;59.786134;2799;ymfPlusDistStep;0.00416667;15.7906;33.7058;12.9272;-1;0
60;13;17;0;54.594463788379;59.805134;6672;ymfPlusDistStep;0.00833333;17.8267;21.8015;8.33335;-1;0
60;14;8;1;57.134725824144;59.786134;2799;ymfPlusDistStep;0.00549848;15.7906;21.9552;53.0495;-1;0
60;14;9;1;59.434725824144;59.786134;2799;ymfPlusDistStep;0.00614945;15.7906;31.1733;48.1309;-1;0
60;14;10;1;59.554463788379;59.805134;6672;ymfPlusDistStep;0.00769231;17.8267;26.6021;43.2309;-1;0
60;14;11;0;51.944725824144;59.786134;2799;ymfPlusDistStep;0.00454545;15.7906;3.99446;38.3568;-1;0
60;14;12;0;47.224725824144;59.786134;2799;ymfPlusDistStep;0.00416667;15.7906;10.0756;33.5198;-1;0
60;14;15;1;59.624725824144;59.786134;2799;ymfPlusDistStep;0.00434783;15.7906;35.1771;19.5082;-1;0
60;14;16;0;58.364463788379;59.805134;6672;ymfPlusDistStep;0.00769231;17.8267;18.7666;15.2611;-1;0
60;14;20;0;55.834725824144;59.786134;2799;ymfPlusDistStep;0.00454545;15.7906;21.9041;11.9259;-1;0
60;14;21;1;59.865;59.887134;18;ymfPlusDistStep;0.00454545;0;15.6384;15.6384;1;0
60;15;16;1;59.734463788379;59.805134;6672;ymfPlusDistStep;0.00833333;17.8267;7.67675;18.6733;-1;0
60;15;17;0;59.584463788379;59.805134;6672;ymfPlusDistStep;0.00833333;17.8267;10.8172;15.8437;-1;0
60;15;19;0;49.744725824144;59.786134;2799;ymfPlusDistStep;0.00416667;15.7906;32.9126;14.3417;-1;0
60;15;20;0;55.834725824144;59.786134;2799;ymfPlusDistStep;0.00416667;15.7906;52.4268;16.0629;-1;0
60;16;17;1;59.584463788379;59.805134;6672;ymfPlusDistStep;0.0125;17.8267;14.3979;20.4159;-1;0
60;16;18;0;49.574463788379;59.805134;6672;ymfPlusDistStep;0.0125;17.8267;39.8867;19.2131;-1;0
60;16;19;0;47.244725824144;59.786134;2799;ymfPlusDistStep;0.00416667;15.7906;46.3851;19.2736;-1;0
60;17;17;0;57.254725824144;59.786134;2799;ymfPlusDistStep;0.00454545;15.7906;29.847;25.1515;-1;0
60;17;18;1;59.614463788379;59.805134;6672;ymfPlusDistStep;0.025;17.8267;21.4212;24.1853;-1;0
60;18;18;0;57.144463788379;59.805134;6672;ymfPlusDistStep;0.0333333;17.8267;36.8724;29.1671;-1;0
60;18;19;1;59.823;59.844134;18;ymfPlusDistStep;1;0;29.207;29.207;1;0
61;11;19;1;60.772666868394;60.974134;5047;ymfPlusDistStep;0.004;19.0444;22.3786;6.52149;-1;0
61;11;20;1;60.822666868394;60.974134;5047;ymfPlusDistStep;0.004;19.0444;17.5053;9.73966;-1;0
61;11;21;1;60.672666868394;60.974134;5047;ymfPlusDistStep;0.004;19.0444;41.9413;14.0425;-1;0
61;11;22;1;60.672666868394;60.974134;5047;ymfPlusDistStep;0.00397507;19.0444;46.7434;18.6955;-1;0
61;11;23;3;60.958;60.979134;18;ymfPlusDistStep;0.00394054;0;23.4916;23.4916;1;0
61;11;24;0;58.372666868394;60.974134;5047;ymfPlusDistStep;0.004;19.0444;16.1357;28.3582;-1;0
61;11;25;1;60.902666868394;60.974134;5047;ymfPlusDistStep;0.00416667;19.0444;52.0015;33.2644;-1;0
61;11;26;0;60.082666868394;60.974134;5047;ymfPlusDistStep;0.00429262;19.0444;47.4741;38.1949;-1;0
61;11;27;1;60.792666868394;60.974134;5047;ymfPlusDistStep;0.00666667;19.0444;17.7692;43.1414;-1;0
61;12;17;0;58.812666868394;60.974134;5047;ymfPlusDistStep;0.004;19.0444;24.8808;7.32503;-1;0
61;12;18;1;60.622666868394;60.974134;5047;ymfPlusDistStep;0.004;19.0444;2.44688;2.44688;-1;0
61;12;19;0;59.762666868394;60.974134;5047;ymfPlusDistStep;0.004;19.0444;12.9232;2.88417;-1;0
61;13;8;0;59.582666868394;60.974134;5047;ymfPlusDistStep;0.00763805;19.0444;92.3811;52.4258;-1;0
61;13;9;0;60.492666868394;60.974134;5047;ymfPlusDistStep;0.00769231;19.0444;38.6557;47.4425;-1;0
61;13;10;0;58.332666868394;60.974134;5047;ymfPlusDistStep;0.00733936;19.0444;81.5074;42.4632;-1;0
61;13;12;1;60.882666868394;60.974134;5047;ymfPlusDistStep;0.00429159;19.0444;58.1723;32.5237;-1;0
61;13;13;1;60.872666868394;60.974134;5047;ymfPlusDistStep;0.00416667;19.0444;53.2167;27.5703;-1;0
61;13;14;0;59.242666868394;60.974134;5047;ymfPlusDistStep;0.00408101;19.0444;62.5884;22.6374;-1;0
61;13;15;3;60.902666868394;60.974134;5047;ymfPlusDistStep;0.004;19.0444;2.69429;17.7421;-1;0
61;13;16;0;58.272666868394;60.974134;5047;ymfPlusDistStep;0.004;19.0444;33.7058;12.9272;-1;0
61;13;17;0;54.642666868394;60.974134;5047;ymfPlusDistStep;0.00769231;19.0444;21.8015;8.33335;-1;0
61;14;8;1;57.182666868394;60.974134;5047;ymfPlusDistStep;0.00526316;19.0444;21.9552;53.0495;-1;0
61;14;9;2;60.492666868394;60.974134;5047;ymfPlusDistStep;0.00588235;19.0444;37.6972;48.1309;-1;0
61;14;10;1;60.682666868394;60.974134;5047;ymfPlusDistStep;0.00714286;19.0444;15.2383;43.2309;-1;0
61;14;11;0;52.002666868394;60.974134;5047;ymfPlusDistStep;0.00434783;19.0444;3.99446;38.3568;-1;0
61;14;12;0;47.282666868394;60.974134;5047;ymfPlusDistStep;0.004;19.0444;10.0756;33.5198;-1;0
61;14;15;1;60.752666868394;60.974134;5047;ymfPlusDistStep;0.00416667;19.0444;44.4588;19.5082;-1;0
61;14;16;0;58.412666868394;60.974134;5047;ymfPlusDistStep;0.00714286;19.0444;18.7666;15.2611;-1;0
61;14;20;0;55.892666868394;60.974134;5047;ymfPlusDistStep;0.00434783;19.0444;21.9041;11.9259;-1;0
61;14;21;1;60.482666868394;60.974134;5047;ymfPlusDistStep;0.00434783;19.0444;15.6384;15.6384;-1;0
61;15;16;0;60.792666868394;60.974134;5047;ymfPlusDistStep;0.00769231;19.0444;41.7976;18.6733;-1;0
61;15;17;1;60.792666868394;60.974134;5047;ymfPlusDistStep;0.00769231;19.0444;37.398;15.8437;-1;0
61;15;19;0;49.802666868394;60.974134;5047;ymfPlusDistStep;0.004;19.0444;32.9126;14.3417;-1;0
61;15;20;0;55.892666868394;60.974134;5047;ymfPlusDistStep;0.004;19.0444;52.4268;16.0629;-1;0
61;16;17;1;60.782666868394;60.974134;5047;ymfPlusDistStep;0.0111111;19.0444;40.1204;20.4159;-1;0
61;16;18;0;49.612666868394;60.974134;5047;ymfPlusDistStep;0.0111111;19.0444;39.8867;19.2131;-1;0
61;16;19;0;47.302666868394;60.974134;5047;ymfPlusDistStep;0.004;19.0444;46.3851;19.2736;-1;0
61;17;17;0;57.312666868394;60.974134;5047;ymfPlusDistStep;0.00434783;19.0444;29.847;25.1515;-1;0
61;17;18;1;60.499264575351;60.950134;6599;ymfPlusDistStep;0.02;18.9459;39.3202;24.1853;-1;0
61;17;19;1;60.656;60.677134;18;ymfPlusDistStep;1;0;24.2335;24.2335;1;0
61;18;18;0;57.169264575351;60.950134;6599;ymfPlusDistStep;0.02;18.9459;36.8724;29.1671;-1;0
61;18;19;0;60.656;60.677134;18;ymfPlusDistStep;0.0333333;0;29.207;29.207;1;0
