#CELLSIZE=5.000000,DATACOL=-1,DATATYPE=pedestrianCount,IDXCOL=3,MAP_TYPE=global,NODE_ID=-1,SEP=;,SIM_BBOX=0;0;164.1;215.1,VERSION=0.4,XOFFSET=-692273.889474,XSIZE=164.100000,YOFFSET=-5337503.566101,YSIZE=215.100000
simtime;x;y;count;measured_t;received_t;source;selection;selectionRank;own_cell;node_id
1;12;18;1;1;1;-1;local;0;0;18
1;13;8;1;1;1;-1;local;0;0;416
1;13;15;2;1;1;-1;local;0;0;489, 562
1;14;8;1;1;1;-1;local;0;0;343
2;12;18;1;2;2;-1;local;0;0;18
2;13;8;1;2;2;-1;local;0;0;416
2;13;15;4;2;2;-1;local;0;0;489, 562, 675, 718
2;14;8;1;2;2;-1;local;0;0;343
3;12;18;1;3;3;-1;local;0;0;18
3;13;9;1;3;3;-1;local;0;0;416
3;13;15;3;3;3;-1;local;0;0;489, 675, 718
3;13;16;1;3;3;-1;local;0;0;562
3;14;8;1;3;3;-1;local;0;0;343
4;12;18;1;4;4;-1;local;0;0;18
4;13;9;1;4;4;-1;local;0;0;416
4;13;15;4;4;4;-1;local;0;0;675, 718, 791, 834
4;13;16;2;4;4;-1;local;0;0;489, 562
4;14;9;1;4;4;-1;local;0;0;343
5;12;18;1;5;5;-1;local;0;0;18
5;13;9;1;5;5;-1;local;0;0;416
5;13;14;1;5;5;-1;local;0;0;675
5;13;15;3;5;5;-1;local;0;0;718, 791, 834
5;13;16;2;5;5;-1;local;0;0;489, 562
5;14;9;1;5;5;-1;local;0;0;343
6;12;18;1;6;6;-1;local;0;0;18
6;13;9;1;6;6;-1;local;0;0;416
6;13;14;1;6;6;-1;local;0;0;675
6;13;15;4;6;6;-1;local;0;0;791, 834, 897, 940
6;13;16;2;6;6;-1;local;0;0;562, 718
6;14;9;1;6;6;-1;local;0;0;343
6;14;16;1;6;6;-1;local;0;0;489
7;12;16;1;7;7;-1;local;0;0;562
7;12;18;1;7;7;-1;local;0;0;18
7;13;9;1;7;7;-1;local;0;0;416
7;13;14;1;7;7;-1;local;0;0;675
7;13;15;3;7;7;-1;local;0;0;834, 897, 940
7;13;16;1;7;7;-1;local;0;0;791
7;14;9;1;7;7;-1;local;0;0;343
7;14;16;2;7;7;-1;local;0;0;489, 718
8;12;16;1;8;8;-1;local;0;0;562
8;12;18;1;8;8;-1;local;0;0;18
8;13;9;1;8;8;-1;local;0;0;416
8;13;14;1;8;8;-1;local;0;0;675
8;13;15;4;8;8;-1;local;0;0;897, 940, 1003, 1076
8;13;16;2;8;8;-1;local;0;0;791, 834
8;14;9;1;8;8;-1;local;0;0;343
8;14;16;2;8;8;-1;local;0;0;489, 718
9;12;17;1;9;9;-1;local;0;0;562
9;12;18;1;9;9;-1;local;0;0;18
9;13;10;1;9;9;-1;local;0;0;416
9;13;14;1;9;9;-1;local;0;0;675
9;13;15;3;9;9;-1;local;0;0;940, 1003, 1076
9;13;16;3;9;9;-1;local;0;0;791, 834, 897
9;14;10;1;9;9;-1;local;0;0;343
9;14;16;2;9;9;-1;local;0;0;489, 718
10;12;17;1;10;10;-1;local;0;0;562
10;12;18;1;10;10;-1;local;0;0;18
10;13;8;2;10;10;-1;local;0;0;1221, 1294
10;13;10;1;10;10;-1;local;0;0;416
10;13;14;1;10;10;-1;local;0;0;675
10;13;15;4;10;10;-1;local;0;0;1003, 1076, 1367, 1410
10;13;16;4;10;10;-1;local;0;0;791, 834, 897, 940
10;14;10;1;10;10;-1;local;0;0;343
10;14;16;2;10;10;-1;local;0;0;489, 718
11;12;17;1;11;11;-1;local;0;0;562
11;12;18;1;11;11;-1;local;0;0;18
11;13;8;2;11;11;-1;local;0;0;1221, 1294
11;13;10;1;11;11;-1;local;0;0;416
11;13;13;1;11;11;-1;local;0;0;675
11;13;15;2;11;11;-1;local;0;0;1367, 1410
11;13;16;5;11;11;-1;local;0;0;791, 834, 897, 1003, 1076
11;14;10;1;11;11;-1;local;0;0;343
11;14;16;3;11;11;-1;local;0;0;489, 718, 940
12;12;15;1;12;12;-1;local;0;0;1367
12;12;16;1;12;12;-1;local;0;0;897
12;12;17;1;12;12;-1;local;0;0;562
12;12;18;1;12;12;-1;local;0;0;18
12;13;8;2;12;12;-1;local;0;0;1221, 1294
12;13;10;1;12;12;-1;local;0;0;416
12;13;13;1;12;12;-1;local;0;0;675
12;13;15;4;12;12;-1;local;0;0;1003, 1410, 1571, 1614
12;13;16;3;12;12;-1;local;0;0;791, 834, 1076
12;14;10;1;12;12;-1;local;0;0;343
12;14;16;3;12;12;-1;local;0;0;489, 718, 940
13;12;16;2;13;13;-1;local;0;0;897, 1367
13;12;17;1;13;13;-1;local;0;0;562
13;12;18;1;13;13;-1;local;0;0;18
13;13;8;1;13;13;-1;local;0;0;1294
13;13;9;1;13;13;-1;local;0;0;1221
13;13;11;1;13;13;-1;local;0;0;416
13;13;13;1;13;13;-1;local;0;0;675
13;13;15;3;13;13;-1;local;0;0;1003, 1571, 1614
13;13;16;4;13;13;-1;local;0;0;791, 834, 1076, 1410
13;14;10;1;13;13;-1;local;0;0;343
13;14;16;1;13;13;-1;local;0;0;940
13;15;16;2;13;13;-1;local;0;0;489, 718
14;12;16;1;14;14;-1;local;0;0;1367
14;12;17;1;14;14;-1;local;0;0;897
14;12;18;2;14;14;-1;local;0;0;18, 562
14;13;9;2;14;14;-1;local;0;0;1221, 1294
14;13;11;1;14;14;-1;local;0;0;416
14;13;13;1;14;14;-1;local;0;0;675
14;13;15;5;14;14;-1;local;0;0;1003, 1571, 1614, 1699, 1742
14;13;16;2;14;14;-1;local;0;0;1076, 1410
14;13;17;2;14;14;-1;local;0;0;791, 834
14;14;10;1;14;14;-1;local;0;0;343
14;14;16;1;14;14;-1;local;0;0;940
14;15;16;2;14;14;-1;local;0;0;489, 718
15;12;16;1;15;15;-1;local;0;0;1367
15;12;17;1;15;15;-1;local;0;0;897
15;12;18;2;15;15;-1;local;0;0;18, 562
15;13;9;2;15;15;-1;local;0;0;1221, 1294
15;13;11;1;15;15;-1;local;0;0;416
15;13;13;1;15;15;-1;local;0;0;675
15;13;14;1;15;15;-1;local;0;0;1571
15;13;15;4;15;15;-1;local;0;0;1003, 1614, 1699, 1742
15;13;16;2;15;15;-1;local;0;0;1076, 1410
15;13;17;1;15;15;-1;local;0;0;834
15;14;11;1;15;15;-1;local;0;0;343
15;14;16;1;15;15;-1;local;0;0;940
15;14;17;1;15;15;-1;local;0;0;791
15;15;16;1;15;15;-1;local;0;0;718
15;15;17;1;15;15;-1;local;0;0;489
16;12;16;1;16;16;-1;local;0;0;1367
16;12;17;1;16;16;-1;local;0;0;897
16;12;18;2;16;16;-1;local;0;0;18, 562
16;13;9;2;16;16;-1;local;0;0;1221, 1294
16;13;11;1;16;16;-1;local;0;0;416
16;13;12;1;16;16;-1;local;0;0;675
16;13;14;1;16;16;-1;local;0;0;1571
16;13;15;6;16;16;-1;local;0;0;1003, 1614, 1699, 1742, 1821, 1894
16;13;16;1;16;16;-1;local;0;0;1410
16;13;17;2;16;16;-1;local;0;0;834, 1076
16;14;11;1;16;16;-1;local;0;0;343
16;14;16;1;16;16;-1;local;0;0;940
16;14;17;1;16;16;-1;local;0;0;791
16;15;16;1;16;16;-1;local;0;0;718
16;15;17;1;16;16;-1;local;0;0;489
17;12;16;1;17;17;-1;local;0;0;1367
17;12;17;2;17;17;-1;local;0;0;897, 1076
17;12;18;2;17;17;-1;local;0;0;18, 562
17;13;9;2;17;17;-1;local;0;0;1221, 1294
17;13;11;1;17;17;-1;local;0;0;416
17;13;12;1;17;17;-1;local;0;0;675
17;13;14;3;17;17;-1;local;0;0;1003, 1571, 1699
17;13;15;2;17;17;-1;local;0;0;1821, 1894
17;13;16;2;17;17;-1;local;0;0;1410, 1742
17;13;17;1;17;17;-1;local;0;0;834
17;14;11;1;17;17;-1;local;0;0;343
17;14;16;1;17;17;-1;local;0;0;1614
17;14;17;1;17;17;-1;local;0;0;791
17;15;16;2;17;17;-1;local;0;0;718, 940
17;15;17;1;17;17;-1;local;0;0;489
18;12;17;4;18;18;-1;local;0;0;834, 897, 1076, 1367
18;12;18;2;18;18;-1;local;0;0;18, 562
18;13;9;1;18;18;-1;local;0;0;1294
18;13;10;1;18;18;-1;local;0;0;1221
18;13;12;2;18;18;-1;local;0;0;416, 675
18;13;14;3;18;18;-1;local;0;0;1003, 1571, 1699
18;13;15;4;18;18;-1;local;0;0;1821, 1894, 2095, 2168
18;13;16;1;18;18;-1;local;0;0;1742
18;13;17;1;18;18;-1;local;0;0;1410
18;14;11;1;18;18;-1;local;0;0;343
18;14;16;1;18;18;-1;local;0;0;1614
18;14;17;1;18;18;-1;local;0;0;791
18;15;16;1;18;18;-1;local;0;0;940
18;15;17;2;18;18;-1;local;0;0;489, 718
19;12;17;2;19;19;-1;local;0;0;1076, 1367
19;12;18;3;19;19;-1;local;0;0;18, 834, 897
19;12;19;1;19;19;-1;local;0;0;562
19;13;10;2;19;19;-1;local;0;0;1221, 1294
19;13;12;2;19;19;-1;local;0;0;416, 675
19;13;14;3;19;19;-1;local;0;0;1003, 1571, 1699
19;13;15;3;19;19;-1;local;0;0;1821, 2095, 2168
19;13;16;2;19;19;-1;local;0;0;1742, 1894
19;13;17;1;19;19;-1;local;0;0;1410
19;14;11;1;19;19;-1;local;0;0;343
19;14;16;1;19;19;-1;local;0;0;1614
19;14;17;1;19;19;-1;local;0;0;791
19;15;16;1;19;19;-1;local;0;0;940
19;16;17;2;19;19;-1;local;0;0;489, 718
20;12;16;1;20;20;-1;local;0;0;1742
20;12;17;3;20;20;-1;local;0;0;1076, 1367, 1410
20;12;18;3;20;20;-1;local;0;0;18, 834, 897
20;12;19;1;20;20;-1;local;0;0;562
20;13;8;1;20;20;-1;local;0;0;2385
20;13;10;2;20;20;-1;local;0;0;1221, 1294
20;13;12;2;20;20;-1;local;0;0;343, 416
20;13;14;3;20;20;-1;local;0;0;1003, 1571, 1699
20;13;15;4;20;20;-1;local;0;0;2095, 2168, 2471, 2514
20;13;16;2;20;20;-1;local;0;0;1821, 1894
20;14;8;1;20;20;-1;local;0;0;2428
20;14;12;1;20;20;-1;local;0;0;675
20;14;16;1;20;20;-1;local;0;0;1614
20;15;16;1;20;20;-1;local;0;0;940
20;15;17;1;20;20;-1;local;0;0;791
20;16;17;2;20;20;-1;local;0;0;489, 718
21;12;15;1;21;21;-1;local;0;0;2095
21;12;16;2;21;21;-1;local;0;0;1742, 1821
21;12;17;3;21;21;-1;local;0;0;1076, 1367, 1410
21;12;18;3;21;21;-1;local;0;0;18, 834, 897
21;12;19;1;21;21;-1;local;0;0;562
21;13;8;1;21;21;-1;local;0;0;2385
21;13;10;2;21;21;-1;local;0;0;1221, 1294
21;13;12;2;21;21;-1;local;0;0;343, 416
21;13;14;3;21;21;-1;local;0;0;1003, 1571, 1699
21;13;15;3;21;21;-1;local;0;0;2168, 2471, 2514
21;13;16;1;21;21;-1;local;0;0;1894
21;14;8;1;21;21;-1;local;0;0;2428
21;14;11;1;21;21;-1;local;0;0;675
21;14;16;1;21;21;-1;local;0;0;1614
21;15;17;2;21;21;-1;local;0;0;791, 940
21;16;17;2;21;21;-1;local;0;0;489, 718
22;12;16;2;22;22;-1;local;0;0;1821, 2095
22;12;17;3;22;22;-1;local;0;0;1367, 1410, 1742
22;12;18;4;22;22;-1;local;0;0;18, 834, 897, 1076
22;12;19;1;22;22;-1;local;0;0;562
22;13;8;1;22;22;-1;local;0;0;2385
22;13;10;2;22;22;-1;local;0;0;1221, 1294
22;13;11;1;22;22;-1;local;0;0;675
22;13;12;2;22;22;-1;local;0;0;343, 416
22;13;13;1;22;22;-1;local;0;0;1571
22;13;14;3;22;22;-1;local;0;0;1003, 1699, 2168
22;13;15;4;22;22;-1;local;0;0;2471, 2514, 2661, 2704
22;13;16;1;22;22;-1;local;0;0;1894
22;14;8;1;22;22;-1;local;0;0;2428
22;14;16;1;22;22;-1;local;0;0;1614
22;15;17;2;22;22;-1;local;0;0;791, 940
22;16;17;2;22;22;-1;local;0;0;489, 718
23;11;19;1;23;23;-1;local;0;0;562
23;12;16;2;23;23;-1;local;0;0;1821, 2095
23;12;17;3;23;23;-1;local;0;0;1367, 1410, 1742
23;12;18;4;23;23;-1;local;0;0;18, 834, 897, 1076
23;13;9;1;23;23;-1;local;0;0;2385
23;13;10;1;23;23;-1;local;0;0;1294
23;13;11;2;23;23;-1;local;0;0;675, 1221
23;13;12;2;23;23;-1;local;0;0;343, 416
23;13;13;2;23;23;-1;local;0;0;1003, 1571
23;13;14;2;23;23;-1;local;0;0;1699, 2168
23;13;15;2;23;23;-1;local;0;0;2661, 2704
23;13;16;3;23;23;-1;local;0;0;1894, 2471, 2514
23;14;9;1;23;23;-1;local;0;0;2428
23;15;16;1;23;23;-1;local;0;0;1614
23;15;17;2;23;23;-1;local;0;0;791, 940
23;16;17;2;23;23;-1;local;0;0;489, 718
24;11;19;1;24;24;-1;local;0;0;562
24;12;16;3;24;24;-1;local;0;0;1821, 2095, 2471
24;12;17;1;24;24;-1;local;0;0;1742
24;12;18;6;24;24;-1;local;0;0;18, 834, 897, 1076, 1367, 1410
24;13;9;1;24;24;-1;local;0;0;2385
24;13;11;3;24;24;-1;local;0;0;675, 1221, 1294
24;13;12;2;24;24;-1;local;0;0;343, 416
24;13;13;2;24;24;-1;local;0;0;1003, 1571
24;13;14;2;24;24;-1;local;0;0;1699, 2168
24;13;15;4;24;24;-1;local;0;0;2661, 2704, 2799, 2872
24;13;16;2;24;24;-1;local;0;0;1894, 2514
24;14;9;1;24;24;-1;local;0;0;2428
24;15;16;1;24;24;-1;local;0;0;1614
24;15;17;1;24;24;-1;local;0;0;791
24;16;17;3;24;24;-1;local;0;0;489, 718, 940
25;11;19;1;25;25;-1;local;0;0;562
25;12;16;2;25;25;-1;local;0;0;2095, 2471
25;12;17;3;25;25;-1;local;0;0;1742, 1821, 1894
25;12;18;4;25;25;-1;local;0;0;18, 1076, 1367, 1410
25;12;19;2;25;25;-1;local;0;0;834, 897
25;13;9;1;25;25;-1;local;0;0;2385
25;13;11;3;25;25;-1;local;0;0;675, 1221, 1294
25;13;12;1;25;25;-1;local;0;0;343
25;13;13;3;25;25;-1;local;0;0;1003, 1571, 1699
25;13;14;1;25;25;-1;local;0;0;2168
25;13;15;2;25;25;-1;local;0;0;2799, 2872
25;13;16;3;25;25;-1;local;0;0;2514, 2661, 2704
25;14;9;1;25;25;-1;local;0;0;2428
25;15;16;1;25;25;-1;local;0;0;1614
25;15;17;1;25;25;-1;local;0;0;791
25;16;17;2;25;25;-1;local;0;0;718, 940
25;17;18;1;25;25;-1;local;0;0;489
26;11;20;1;26;26;-1;local;0;0;562
26;12;16;2;26;26;-1;local;0;0;2095, 2471
26;12;17;3;26;26;-1;local;0;0;1742, 1821, 1894
26;12;18;4;26;26;-1;local;0;0;18, 1076, 1367, 1410
26;12;19;2;26;26;-1;local;0;0;834, 897
26;13;9;1;26;26;-1;local;0;0;2385
26;13;11;2;26;26;-1;local;0;0;1221, 1294
26;13;13;3;26;26;-1;local;0;0;1003, 1571, 1699
26;13;14;1;26;26;-1;local;0;0;2168
26;13;15;4;26;26;-1;local;0;0;2799, 2872, 3125, 3198
26;13;16;3;26;26;-1;local;0;0;2514, 2661, 2704
26;14;9;1;26;26;-1;local;0;0;2428
26;14;11;1;26;26;-1;local;0;0;675
26;15;16;1;26;26;-1;local;0;0;1614
26;16;17;3;26;26;-1;local;0;0;718, 791, 940
26;17;18;1;26;26;-1;local;0;0;489
27;11;20;1;27;27;-1;local;0;0;562
27;12;16;2;27;27;-1;local;0;0;2471, 2661
27;12;17;4;27;27;-1;local;0;0;1742, 1821, 1894, 2095
27;12;18;4;27;27;-1;local;0;0;18, 1076, 1367, 1410
27;12;19;2;27;27;-1;local;0;0;834, 897
27;13;9;1;27;27;-1;local;0;0;2385
27;13;11;2;27;27;-1;local;0;0;1221, 1294
27;13;12;1;27;27;-1;local;0;0;1571
27;13;13;2;27;27;-1;local;0;0;1003, 1699
27;13;14;1;27;27;-1;local;0;0;2168
27;13;15;4;27;27;-1;local;0;0;2799, 2872, 3125, 3198
27;13;16;2;27;27;-1;local;0;0;2514, 2704
27;14;9;1;27;27;-1;local;0;0;2428
27;14;11;1;27;27;-1;local;0;0;675
27;15;17;1;27;27;-1;local;0;0;1614
27;16;17;2;27;27;-1;local;0;0;791, 940
27;17;18;2;27;27;-1;local;0;0;489, 718
28;11;19;1;28;28;-1;local;0;0;897
28;11;20;1;28;28;-1;local;0;0;562
28;12;16;2;28;28;-1;local;0;0;2471, 2661
28;12;17;4;28;28;-1;local;0;0;1821, 1894, 2095, 2514
28;12;18;4;28;28;-1;local;0;0;18, 1367, 1410, 1742
28;12;19;2;28;28;-1;local;0;0;834, 1076
28;13;10;1;28;28;-1;local;0;0;2385
28;13;11;2;28;28;-1;local;0;0;1221, 1294
28;13;12;2;28;28;-1;local;0;0;1003, 1571
28;13;13;1;28;28;-1;local;0;0;1699
28;13;14;1;28;28;-1;local;0;0;2168
28;13;15;5;28;28;-1;local;0;0;2872, 3125, 3198, 3455, 3498
28;13;16;2;28;28;-1;local;0;0;2704, 2799
28;14;10;2;28;28;-1;local;0;0;675, 2428
28;15;17;1;28;28;-1;local;0;0;1614
28;16;17;2;28;28;-1;local;0;0;791, 940
28;17;18;2;28;28;-1;local;0;0;489, 718
29;11;19;1;29;29;-1;local;0;0;897
29;11;20;1;29;29;-1;local;0;0;562
29;12;16;1;29;29;-1;local;0;0;2661
29;12;17;5;29;29;-1;local;0;0;1821, 1894, 2095, 2471, 2514
29;12;18;2;29;29;-1;local;0;0;18, 1742
29;12;19;4;29;29;-1;local;0;0;834, 1076, 1367, 1410
29;13;10;1;29;29;-1;local;0;0;2385
29;13;11;1;29;29;-1;local;0;0;1294
29;13;12;3;29;29;-1;local;0;0;1003, 1221, 1571
29;13;13;2;29;29;-1;local;0;0;1699, 2168
29;13;15;5;29;29;-1;local;0;0;2872, 3125, 3198, 3455, 3498
29;13;16;2;29;29;-1;local;0;0;2704, 2799
29;14;10;2;29;29;-1;local;0;0;675, 2428
29;15;17;1;29;29;-1;local;0;0;1614
29;16;18;2;29;29;-1;local;0;0;791, 940
29;17;18;2;29;29;-1;local;0;0;489, 718
30;11;19;2;30;30;-1;local;0;0;834, 897
30;11;21;1;30;30;-1;local;0;0;562
30;12;16;1;30;30;-1;local;0;0;2661
30;12;17;3;30;30;-1;local;0;0;2095, 2471, 2514
30;12;18;4;30;30;-1;local;0;0;18, 1742, 1821, 1894
30;12;19;3;30;30;-1;local;0;0;1076, 1367, 1410
30;13;8;1;30;30;-1;local;0;0;3601
30;13;10;2;30;30;-1;local;0;0;675, 2385
30;13;12;3;30;30;-1;local;0;0;1003, 1221, 1294
30;13;13;1;30;30;-1;local;0;0;2168
30;13;14;1;30;30;-1;local;0;0;3125
30;13;15;4;30;30;-1;local;0;0;3455, 3498, 3687, 3730
30;13;16;3;30;30;-1;local;0;0;2704, 2799, 3198
30;14;8;1;30;30;-1;local;0;0;3644
30;14;10;1;30;30;-1;local;0;0;2428
30;14;12;2;30;30;-1;local;0;0;1571, 1699
30;14;15;1;30;30;-1;local;0;0;2872
30;16;17;1;30;30;-1;local;0;0;1614
30;16;18;2;30;30;-1;local;0;0;791, 940
30;17;18;2;30;30;-1;local;0;0;489, 718
31;11;19;2;31;31;-1;local;0;0;834, 1076
31;11;20;1;31;31;-1;local;0;0;897
31;11;21;1;31;31;-1;local;0;0;562
31;12;17;4;31;31;-1;local;0;0;2095, 2471, 2514, 2661
31;12;18;4;31;31;-1;local;0;0;18, 1742, 1821, 1894
31;12;19;2;31;31;-1;local;0;0;1367, 1410
31;13;8;1;31;31;-1;local;0;0;3601
31;13;10;2;31;31;-1;local;0;0;675, 2385
31;13;12;2;31;31;-1;local;0;0;1221, 1294
31;13;13;1;31;31;-1;local;0;0;2168
31;13;14;2;31;31;-1;local;0;0;3125, 3455
31;13;15;3;31;31;-1;local;0;0;3498, 3687, 3730
31;13;16;2;31;31;-1;local;0;0;2799, 3198
31;13;17;1;31;31;-1;local;0;0;2704
31;14;8;1;31;31;-1;local;0;0;3644
31;14;10;1;31;31;-1;local;0;0;2428
31;14;12;3;31;31;-1;local;0;0;1003, 1571, 1699
31;14;16;1;31;31;-1;local;0;0;2872
31;16;17;1;31;31;-1;local;0;0;1614
31;16;18;1;31;31;-1;local;0;0;791
31;17;18;3;31;31;-1;local;0;0;489, 718, 940
32;11;19;2;32;32;-1;local;0;0;1076, 1367
32;11;20;2;32;32;-1;local;0;0;834, 897
32;11;21;1;32;32;-1;local;0;0;562
32;12;16;1;32;32;-1;local;0;0;2799
32;12;17;3;32;32;-1;local;0;0;2471, 2514, 2661
32;12;18;5;32;32;-1;local;0;0;18, 1742, 1821, 1894, 2095
32;12;19;1;32;32;-1;local;0;0;1410
32;13;8;1;32;32;-1;local;0;0;3601
32;13;10;2;32;32;-1;local;0;0;675, 2385
32;13;12;2;32;32;-1;local;0;0;1221, 1294
32;13;13;1;32;32;-1;local;0;0;2168
32;13;14;2;32;32;-1;local;0;0;3125, 3455
32;13;15;5;32;32;-1;local;0;0;3498, 3687, 3730, 3893, 3966
32;13;16;1;32;32;-1;local;0;0;3198
32;13;17;1;32;32;-1;local;0;0;2704
32;14;8;1;32;32;-1;local;0;0;3644
32;14;10;1;32;32;-1;local;0;0;2428
32;14;11;1;32;32;-1;local;0;0;1571
32;14;12;2;32;32;-1;local;0;0;1003, 1699
32;14;16;1;32;32;-1;local;0;0;2872
32;16;17;1;32;32;-1;local;0;0;1614
32;17;18;3;32;32;-1;local;0;0;718, 791, 940
32;18;18;1;32;32;-1;local;0;0;489
33;11;19;1;33;33;-1;local;0;0;1367
33;11;20;3;33;33;-1;local;0;0;834, 897, 1076
33;11;21;1;33;33;-1;local;0;0;562
33;12;16;1;33;33;-1;local;0;0;3198
33;12;17;5;33;33;-1;local;0;0;2471, 2514, 2661, 2704, 2799
33;12;18;4;33;33;-1;local;0;0;18, 1821, 1894, 2095
33;12;19;2;33;33;-1;local;0;0;1410, 1742
33;13;9;1;33;33;-1;local;0;0;3601
33;13;10;2;33;33;-1;local;0;0;675, 2385
33;13;12;2;33;33;-1;local;0;0;1221, 1294
33;13;13;1;33;33;-1;local;0;0;2168
33;13;14;2;33;33;-1;local;0;0;3125, 3455
33;13;15;3;33;33;-1;local;0;0;3687, 3893, 3966
33;13;16;1;33;33;-1;local;0;0;3730
33;14;8;1;33;33;-1;local;0;0;3644
33;14;10;1;33;33;-1;local;0;0;2428
33;14;11;2;33;33;-1;local;0;0;1003, 1571
33;14;12;1;33;33;-1;local;0;0;1699
33;14;15;1;33;33;-1;local;0;0;3498
33;14;16;1;33;33;-1;local;0;0;2872
33;16;17;1;33;33;-1;local;0;0;1614
33;17;18;3;33;33;-1;local;0;0;718, 791, 940
33;18;19;1;33;33;-1;local;0;0;489
34;11;19;2;34;34;-1;local;0;0;1367, 1410
34;11;20;3;34;34;-1;local;0;0;834, 897, 1076
34;11;21;1;34;34;-1;local;0;0;562
34;12;16;2;34;34;-1;local;0;0;3198, 3687
34;12;17;3;34;34;-1;local;0;0;2661, 2704, 2799
34;12;18;6;34;34;-1;local;0;0;18, 1821, 1894, 2095, 2471, 2514
34;12;19;1;34;34;-1;local;0;0;1742
34;13;9;2;34;34;-1;local;0;0;675, 3601
34;13;10;1;34;34;-1;local;0;0;2385
34;13;11;1;34;34;-1;local;0;0;1571
34;13;12;3;34;34;-1;local;0;0;1221, 1294, 2168
34;13;14;2;34;34;-1;local;0;0;3125, 3455
34;13;15;4;34;34;-1;local;0;0;3893, 3966, 4263, 4336
34;13;16;1;34;34;-1;local;0;0;3730
34;14;9;1;34;34;-1;local;0;0;3644
34;14;11;2;34;34;-1;local;0;0;1003, 2428
34;14;12;1;34;34;-1;local;0;0;1699
34;14;16;2;34;34;-1;local;0;0;2872, 3498
34;16;17;1;34;34;-1;local;0;0;1614
34;17;18;3;34;34;-1;local;0;0;718, 791, 940
34;18;19;1;34;34;-1;local;0;0;489
35;11;19;1;35;35;-1;local;0;0;1410
35;11;20;4;35;35;-1;local;0;0;834, 897, 1076, 1367
35;11;21;1;35;35;-1;local;0;0;562
35;12;16;1;35;35;-1;local;0;0;3687
35;12;17;4;35;35;-1;local;0;0;2661, 2704, 2799, 3198
35;12;18;6;35;35;-1;local;0;0;18, 1821, 1894, 2095, 2471, 2514
35;12;19;1;35;35;-1;local;0;0;1742
35;13;9;2;35;35;-1;local;0;0;675, 3601
35;13;11;2;35;35;-1;local;0;0;1571, 2385
35;13;12;2;35;35;-1;local;0;0;1221, 1294
35;13;14;3;35;35;-1;local;0;0;3125, 3455, 3893
35;13;15;3;35;35;-1;local;0;0;3966, 4263, 4336
35;13;16;1;35;35;-1;local;0;0;3730
35;14;9;1;35;35;-1;local;0;0;3644
35;14;11;3;35;35;-1;local;0;0;1003, 1699, 2428
35;14;12;1;35;35;-1;local;0;0;2168
35;14;16;2;35;35;-1;local;0;0;2872, 3498
35;16;17;1;35;35;-1;local;0;0;1614
35;17;18;2;35;35;-1;local;0;0;791, 940
35;18;18;1;35;35;-1;local;0;0;718
35;18;19;1;35;35;-1;local;0;0;489
36;11;20;4;36;36;-1;local;0;0;834, 1076, 1367, 1410
36;11;21;1;36;36;-1;local;0;0;897
36;11;22;1;36;36;-1;local;0;0;562
36;12;16;1;36;36;-1;local;0;0;3687
36;12;17;2;36;36;-1;local;0;0;2799, 3198
36;12;18;6;36;36;-1;local;0;0;18, 2095, 2471, 2514, 2661, 2704
36;12;19;3;36;36;-1;local;0;0;1742, 1821, 1894
36;13;9;2;36;36;-1;local;0;0;675, 3601
36;13;11;3;36;36;-1;local;0;0;1571, 2385, 2428
36;13;12;1;36;36;-1;local;0;0;1294
36;13;13;1;36;36;-1;local;0;0;3125
36;13;14;2;36;36;-1;local;0;0;3455, 3893
36;13;15;5;36;36;-1;local;0;0;3966, 4263, 4336, 4649, 4692
36;13;16;1;36;36;-1;local;0;0;3730
36;14;9;1;36;36;-1;local;0;0;3644
36;14;11;2;36;36;-1;local;0;0;1003, 1699
36;14;12;1;36;36;-1;local;0;0;2168
36;14;16;1;36;36;-1;local;0;0;3498
36;15;16;1;36;36;-1;local;0;0;2872
36;16;18;1;36;36;-1;local;0;0;1614
36;17;18;2;36;36;-1;local;0;0;791, 940
36;18;19;2;36;36;-1;local;0;0;489, 718
37;11;19;1;37;37;-1;local;0;0;1742
37;11;20;3;37;37;-1;local;0;0;1076, 1367, 1410
37;11;21;2;37;37;-1;local;0;0;834, 897
37;11;22;1;37;37;-1;local;0;0;562
37;12;16;1;37;37;-1;local;0;0;3687
37;12;17;2;37;37;-1;local;0;0;2799, 3198
37;12;18;6;37;37;-1;local;0;0;18, 2095, 2471, 2514, 2661, 2704
37;12;19;2;37;37;-1;local;0;0;1821, 1894
37;13;9;2;37;37;-1;local;0;0;675, 3601
37;13;11;3;37;37;-1;local;0;0;1003, 1571, 2428
37;13;12;1;37;37;-1;local;0;0;1294
37;13;13;1;37;37;-1;local;0;0;3125
37;13;14;2;37;37;-1;local;0;0;3455, 3893
37;13;15;4;37;37;-1;local;0;0;4263, 4336, 4649, 4692
37;13;16;1;37;37;-1;local;0;0;3730
37;14;9;1;37;37;-1;local;0;0;3644
37;14;11;2;37;37;-1;local;0;0;1699, 2385
37;14;12;1;37;37;-1;local;0;0;2168
37;14;15;1;37;37;-1;local;0;0;3966
37;14;16;1;37;37;-1;local;0;0;3498
37;15;16;1;37;37;-1;local;0;0;2872
37;17;18;2;37;37;-1;local;0;0;791, 1614
37;17;19;1;37;37;-1;local;0;0;489
37;18;18;1;37;37;-1;local;0;0;940
