#CELLSIZE=5.000000,DATACOL=-1,DATATYPE=pedestrianCount,IDXCOL=3,MAP_TYPE=global,NODE_ID=-1,SEP=;,SIM_BBOX=0;0;164.1;215.1,VERSION=0.4,XOFFSET=-692273.889474,XSIZE=164.100000,YOFFSET=-5337503.566101,YSIZE=215.100000
simtime;x;y;count;measured_t;received_t;source;selection;selectionRank;own_cell;node_id
376;13;31;1;376;376;-1;local;0;0;59448
376;13;32;2;376;376;-1;local;0;0;60156, 61816
376;13;33;3;376;376;-1;local;0;0;61859, 62667, 62710
376;13;34;3;376;376;-1;local;0;0;63102, 64022, 64880
376;14;9;1;376;376;-1;local;0;0;90059
376;14;10;1;376;376;-1;local;0;0;92098
376;14;12;1;376;376;-1;local;0;0;94447
376;14;21;1;376;376;-1;local;0;0;81646
376;14;26;1;376;376;-1;local;0;0;51766
376;14;27;2;376;376;-1;local;0;0;52326, 52592
376;14;28;1;376;376;-1;local;0;0;54305
376;15;16;2;376;376;-1;local;0;0;95358, 96243
376;16;17;1;376;376;-1;local;0;0;94103
376;16;19;2;376;376;-1;local;0;0;86268, 86774
376;18;19;1;376;376;-1;local;0;0;89089
377;11;19;2;377;377;-1;local;0;0;93413, 93713
377;11;20;4;377;377;-1;local;0;0;91332, 91590, 91633, 93370
377;11;21;3;377;377;-1;local;0;0;90906, 90949, 91289
377;11;22;3;377;377;-1;local;0;0;88707, 88750, 89162
377;11;23;5;377;377;-1;local;0;0;86311, 86701, 87603, 88354, 88397
377;11;24;1;377;377;-1;local;0;0;85884
377;11;25;3;377;377;-1;local;0;0;83883, 84245, 85094
377;11;26;3;377;377;-1;local;0;0;81719, 82473, 83364
377;11;27;1;377;377;-1;local;0;0;81056
377;11;28;3;377;377;-1;local;0;0;79156, 79229, 80186
377;11;29;4;377;377;-1;local;0;0;76727, 76800, 78476, 78519
377;11;30;2;377;377;-1;local;0;0;76308, 78156
377;11;31;3;377;377;-1;local;0;0;74722, 75599, 75944
377;11;32;2;377;377;-1;local;0;0;73322, 73712
377;11;33;1;377;377;-1;local;0;0;71229
377;11;34;1;377;377;-1;local;0;0;70351
377;11;35;1;377;377;-1;local;0;0;68200
377;12;16;1;377;377;-1;local;0;0;97793
377;12;17;3;377;377;-1;local;0;0;96563, 96874, 96947
377;12;18;4;377;377;-1;local;0;0;18, 94374, 95401, 96200
377;12;19;3;377;377;-1;local;0;0;90132, 93756, 94060
377;12;20;1;377;377;-1;local;0;0;40994
377;12;21;7;377;377;-1;local;0;0;41430, 41819, 42847, 43675, 75642, 76265, 78199
377;12;22;1;377;377;-1;local;0;0;78871
377;12;35;3;377;377;-1;local;0;0;66654, 67531, 67574
377;13;9;2;377;377;-1;local;0;0;98532, 98575
377;13;10;1;377;377;-1;local;0;0;92025
377;13;11;2;377;377;-1;local;0;0;95212, 95285
377;13;12;3;377;377;-1;local;0;0;91879, 91952, 94447
377;13;13;1;377;377;-1;local;0;0;96606
377;13;14;1;377;377;-1;local;0;0;97720
377;13;15;4;377;377;-1;local;0;0;99440, 99513, 100133, 100206
377;13;16;4;377;377;-1;local;0;0;98618, 98661, 99125, 99168
377;13;22;3;377;377;-1;local;0;0;44469, 46240, 78828
377;13;23;1;377;377;-1;local;0;0;46790
377;13;24;1;377;377;-1;local;0;0;47121
377;13;25;2;377;377;-1;local;0;0;49695, 50007
377;13;26;1;377;377;-1;local;0;0;51809
377;13;27;1;377;377;-1;local;0;0;52592
377;13;28;2;377;377;-1;local;0;0;54722, 55251
377;13;29;2;377;377;-1;local;0;0;55990, 56063
377;13;30;3;377;377;-1;local;0;0;56850, 57168, 57211
377;13;31;1;377;377;-1;local;0;0;59448
377;13;32;2;377;377;-1;local;0;0;60156, 61816
377;13;33;2;377;377;-1;local;0;0;61859, 62667
377;13;34;3;377;377;-1;local;0;0;63102, 64022, 64880
377;14;9;1;377;377;-1;local;0;0;90059
377;14;10;1;377;377;-1;local;0;0;92098
377;14;21;1;377;377;-1;local;0;0;81646
377;14;26;1;377;377;-1;local;0;0;51766
377;14;27;2;377;377;-1;local;0;0;52326, 54305
377;14;28;1;377;377;-1;local;0;0;53432
377;14;33;1;377;377;-1;local;0;0;62710
377;15;16;1;377;377;-1;local;0;0;96243
377;15;17;1;377;377;-1;local;0;0;95358
377;16;17;1;377;377;-1;local;0;0;94103
377;16;19;2;377;377;-1;local;0;0;86268, 86774
377;18;19;1;377;377;-1;local;0;0;89089
378;11;19;2;378;378;-1;local;0;0;93413, 93713
378;11;20;4;378;378;-1;local;0;0;91332, 91590, 91633, 93370
378;11;21;3;378;378;-1;local;0;0;90906, 90949, 91289
378;11;22;3;378;378;-1;local;0;0;88707, 88750, 89162
378;11;23;4;378;378;-1;local;0;0;86701, 87603, 88354, 88397
378;11;24;2;378;378;-1;local;0;0;85884, 86311
378;11;25;2;378;378;-1;local;0;0;84245, 85094
378;11;26;3;378;378;-1;local;0;0;82473, 83364, 83883
378;11;27;1;378;378;-1;local;0;0;81719
378;11;28;4;378;378;-1;local;0;0;79156, 79229, 80186, 81056
378;11;29;4;378;378;-1;local;0;0;76727, 76800, 78476, 78519
378;11;30;2;378;378;-1;local;0;0;76308, 78156
378;11;31;2;378;378;-1;local;0;0;75599, 75944
378;11;32;2;378;378;-1;local;0;0;73712, 74722
378;11;33;1;378;378;-1;local;0;0;73322
378;11;34;1;378;378;-1;local;0;0;71229
378;11;35;2;378;378;-1;local;0;0;68200, 70351
378;12;17;3;378;378;-1;local;0;0;96874, 96947, 97793
378;12;18;4;378;378;-1;local;0;0;18, 95401, 96200, 96563
378;12;19;4;378;378;-1;local;0;0;90132, 93756, 94060, 94374
378;12;20;2;378;378;-1;local;0;0;41430, 75642
378;12;21;5;378;378;-1;local;0;0;41819, 42847, 43675, 76265, 78199
378;12;22;2;378;378;-1;local;0;0;44469, 78871
378;12;35;3;378;378;-1;local;0;0;66654, 67531, 67574
378;13;9;2;378;378;-1;local;0;0;98532, 98575
378;13;10;1;378;378;-1;local;0;0;92025
378;13;11;2;378;378;-1;local;0;0;95212, 95285
378;13;12;3;378;378;-1;local;0;0;91879, 91952, 94447
378;13;13;1;378;378;-1;local;0;0;96606
378;13;14;2;378;378;-1;local;0;0;97720, 99440
378;13;15;4;378;378;-1;local;0;0;100133, 100206, 101084, 101127
378;13;16;4;378;378;-1;local;0;0;98618, 98661, 99125, 99513
378;13;22;2;378;378;-1;local;0;0;46240, 78828
378;13;23;2;378;378;-1;local;0;0;46790, 47121
378;13;24;1;378;378;-1;local;0;0;49695
378;13;25;1;378;378;-1;local;0;0;50007
378;13;26;1;378;378;-1;local;0;0;51809
378;13;27;1;378;378;-1;local;0;0;52592
378;13;28;2;378;378;-1;local;0;0;54722, 55251
378;13;29;3;378;378;-1;local;0;0;55990, 56063, 56850
378;13;30;3;378;378;-1;local;0;0;57168, 57211, 59448
378;13;32;3;378;378;-1;local;0;0;60156, 61816, 61859
378;13;33;2;378;378;-1;local;0;0;62667, 63102
378;13;34;2;378;378;-1;local;0;0;64022, 64880
378;14;8;1;378;378;-1;local;0;0;90059
378;14;10;1;378;378;-1;local;0;0;92098
378;14;16;1;378;378;-1;local;0;0;99168
378;14;22;1;378;378;-1;local;0;0;81646
378;14;26;2;378;378;-1;local;0;0;51766, 52326
378;14;27;2;378;378;-1;local;0;0;53432, 54305
378;14;33;1;378;378;-1;local;0;0;62710
378;15;17;1;378;378;-1;local;0;0;96243
378;16;17;2;378;378;-1;local;0;0;94103, 95358
378;16;19;2;378;378;-1;local;0;0;86268, 86774
378;17;19;1;378;378;-1;local;0;0;89089
379;11;19;2;379;379;-1;local;0;0;93756, 94060
379;11;20;4;379;379;-1;local;0;0;91633, 93370, 93413, 93713
379;11;21;4;379;379;-1;local;0;0;90949, 91289, 91332, 91590
379;11;22;3;379;379;-1;local;0;0;88750, 89162, 90906
379;11;23;4;379;379;-1;local;0;0;87603, 88354, 88397, 88707
379;11;24;2;379;379;-1;local;0;0;86311, 86701
379;11;25;3;379;379;-1;local;0;0;84245, 85094, 85884
379;11;26;3;379;379;-1;local;0;0;82473, 83364, 83883
379;11;27;1;379;379;-1;local;0;0;81719
379;11;28;3;379;379;-1;local;0;0;79156, 80186, 81056
379;11;29;4;379;379;-1;local;0;0;76727, 78476, 78519, 79229
379;11;30;3;379;379;-1;local;0;0;76308, 76800, 78156
379;11;31;2;379;379;-1;local;0;0;75599, 75944
379;11;32;2;379;379;-1;local;0;0;73712, 74722
379;11;33;1;379;379;-1;local;0;0;73322
379;11;34;1;379;379;-1;local;0;0;71229
379;11;35;1;379;379;-1;local;0;0;70351
379;12;17;3;379;379;-1;local;0;0;96874, 96947, 97793
379;12;18;4;379;379;-1;local;0;0;18, 95401, 96200, 96563
379;12;19;2;379;379;-1;local;0;0;90132, 94374
379;12;20;1;379;379;-1;local;0;0;41819
379;12;21;5;379;379;-1;local;0;0;42847, 43675, 76265, 78199, 78871
379;12;22;1;379;379;-1;local;0;0;44469
379;12;35;3;379;379;-1;local;0;0;67531, 67574, 68200
379;13;8;1;379;379;-1;local;0;0;90059
379;13;9;1;379;379;-1;local;0;0;98575
379;13;10;2;379;379;-1;local;0;0;92025, 98532
379;13;11;2;379;379;-1;local;0;0;95212, 95285
379;13;12;2;379;379;-1;local;0;0;91879, 96606
379;13;13;1;379;379;-1;local;0;0;97720
379;13;14;1;379;379;-1;local;0;0;99440
379;13;15;4;379;379;-1;local;0;0;100133, 100206, 101084, 101127
379;13;16;2;379;379;-1;local;0;0;99125, 99513
379;13;17;2;379;379;-1;local;0;0;98618, 98661
379;13;22;2;379;379;-1;local;0;0;46240, 78828
379;13;23;2;379;379;-1;local;0;0;46790, 47121
379;13;24;1;379;379;-1;local;0;0;49695
379;13;25;2;379;379;-1;local;0;0;50007, 51809
379;13;26;2;379;379;-1;local;0;0;51766, 52592
379;13;28;2;379;379;-1;local;0;0;55251, 55990
379;13;29;3;379;379;-1;local;0;0;56063, 56850, 57168
379;13;30;2;379;379;-1;local;0;0;57211, 59448
379;13;32;3;379;379;-1;local;0;0;60156, 61816, 61859
379;13;33;3;379;379;-1;local;0;0;62667, 63102, 64022
379;13;34;1;379;379;-1;local;0;0;64880
379;13;35;1;379;379;-1;local;0;0;66654
379;14;10;1;379;379;-1;local;0;0;92098
379;14;11;1;379;379;-1;local;0;0;94447
379;14;16;1;379;379;-1;local;0;0;99168
379;14;22;1;379;379;-1;local;0;0;81646
379;14;26;1;379;379;-1;local;0;0;52326
379;14;27;2;379;379;-1;local;0;0;53432, 54305
379;14;28;1;379;379;-1;local;0;0;54722
379;14;33;1;379;379;-1;local;0;0;62710
379;15;17;1;379;379;-1;local;0;0;96243
379;16;17;2;379;379;-1;local;0;0;94103, 95358
379;16;19;2;379;379;-1;local;0;0;86268, 86774
379;17;19;1;379;379;-1;local;0;0;89089
380;11;19;2;380;380;-1;local;0;0;93756, 94060
380;11;20;3;380;380;-1;local;0;0;93370, 93413, 93713
380;11;21;5;380;380;-1;local;0;0;90949, 91289, 91332, 91590, 91633
380;11;22;2;380;380;-1;local;0;0;89162, 90906
380;11;23;5;380;380;-1;local;0;0;87603, 88354, 88397, 88707, 88750
380;11;24;2;380;380;-1;local;0;0;86311, 86701
380;11;25;2;380;380;-1;local;0;0;85094, 85884
380;11;26;3;380;380;-1;local;0;0;83364, 83883, 84245
380;11;27;2;380;380;-1;local;0;0;81719, 82473
380;11;28;2;380;380;-1;local;0;0;80186, 81056
380;11;29;4;380;380;-1;local;0;0;76727, 78519, 79156, 79229
380;11;30;3;380;380;-1;local;0;0;76800, 78156, 78476
380;11;31;2;380;380;-1;local;0;0;75944, 76308
380;11;32;3;380;380;-1;local;0;0;73712, 74722, 75599
380;11;33;1;380;380;-1;local;0;0;73322
380;11;34;1;380;380;-1;local;0;0;71229
380;11;35;1;380;380;-1;local;0;0;70351
380;12;17;3;380;380;-1;local;0;0;96874, 96947, 97793
380;12;18;3;380;380;-1;local;0;0;18, 96200, 96563
380;12;19;3;380;380;-1;local;0;0;90132, 94374, 95401
380;12;20;1;380;380;-1;local;0;0;76265
380;12;21;5;380;380;-1;local;0;0;42847, 43675, 44469, 78199, 78871
380;12;22;1;380;380;-1;local;0;0;78828
380;12;35;2;380;380;-1;local;0;0;67574, 68200
380;13;8;1;380;380;-1;local;0;0;101362
380;13;9;1;380;380;-1;local;0;0;98575
380;13;10;1;380;380;-1;local;0;0;98532
380;13;11;2;380;380;-1;local;0;0;94447, 95212
380;13;12;2;380;380;-1;local;0;0;91879, 96606
380;13;13;1;380;380;-1;local;0;0;97720
380;13;14;2;380;380;-1;local;0;0;99440, 100133
380;13;15;5;380;380;-1;local;0;0;100206, 101084, 101127, 101448, 101491
380;13;16;1;380;380;-1;local;0;0;99513
380;13;17;2;380;380;-1;local;0;0;98618, 98661
380;13;22;1;380;380;-1;local;0;0;46240
380;13;23;2;380;380;-1;local;0;0;46790, 47121
380;13;24;1;380;380;-1;local;0;0;49695
380;13;25;2;380;380;-1;local;0;0;50007, 51809
380;13;26;3;380;380;-1;local;0;0;51766, 52326, 52592
380;13;27;1;380;380;-1;local;0;0;53432
380;13;28;2;380;380;-1;local;0;0;55251, 55990
380;13;29;3;380;380;-1;local;0;0;56063, 56850, 57168
380;13;30;2;380;380;-1;local;0;0;57211, 59448
380;13;31;1;380;380;-1;local;0;0;60156
380;13;32;3;380;380;-1;local;0;0;61816, 61859, 62667
380;13;33;2;380;380;-1;local;0;0;63102, 64022
380;13;34;1;380;380;-1;local;0;0;64880
380;13;35;2;380;380;-1;local;0;0;66654, 67531
380;14;8;1;380;380;-1;local;0;0;101405
380;14;9;1;380;380;-1;local;0;0;92098
380;14;10;1;380;380;-1;local;0;0;92025
380;14;11;1;380;380;-1;local;0;0;95285
380;14;16;2;380;380;-1;local;0;0;99125, 99168
380;14;22;1;380;380;-1;local;0;0;81646
380;14;27;2;380;380;-1;local;0;0;54305, 54722
380;14;33;1;380;380;-1;local;0;0;62710
380;15;19;1;380;380;-1;local;0;0;86774
380;16;17;2;380;380;-1;local;0;0;95358, 96243
380;16;18;1;380;380;-1;local;0;0;94103
380;16;19;1;380;380;-1;local;0;0;86268
380;17;19;1;380;380;-1;local;0;0;89089
381;11;19;3;381;381;-1;local;0;0;90132, 94060, 94374
381;11;20;4;381;381;-1;local;0;0;93370, 93413, 93713, 93756
381;11;21;4;381;381;-1;local;0;0;91289, 91332, 91590, 91633
381;11;22;2;381;381;-1;local;0;0;90906, 90949
381;11;23;5;381;381;-1;local;0;0;88354, 88397, 88707, 88750, 89162
381;11;24;3;381;381;-1;local;0;0;86311, 86701, 87603
381;11;25;2;381;381;-1;local;0;0;85094, 85884
381;11;26;2;381;381;-1;local;0;0;83883, 84245
381;11;27;3;381;381;-1;local;0;0;81719, 82473, 83364
381;11;28;1;381;381;-1;local;0;0;81056
381;11;29;4;381;381;-1;local;0;0;76727, 79156, 79229, 80186
381;11;30;4;381;381;-1;local;0;0;76800, 78156, 78476, 78519
381;11;31;1;381;381;-1;local;0;0;76308
381;11;32;3;381;381;-1;local;0;0;74722, 75599, 75944
381;11;33;2;381;381;-1;local;0;0;73322, 73712
381;11;34;1;381;381;-1;local;0;0;71229
381;11;35;1;381;381;-1;local;0;0;70351
381;12;17;1;381;381;-1;local;0;0;97793
381;12;18;5;381;381;-1;local;0;0;18, 96200, 96563, 96874, 96947
381;12;19;1;381;381;-1;local;0;0;95401
381;12;20;2;381;381;-1;local;0;0;42847, 43675
381;12;21;4;381;381;-1;local;0;0;44469, 78199, 78828, 78871
381;12;35;2;381;381;-1;local;0;0;67574, 68200
381;13;8;2;381;381;-1;local;0;0;101362, 101405
381;13;9;1;381;381;-1;local;0;0;98575
381;13;10;1;381;381;-1;local;0;0;98532
381;13;11;1;381;381;-1;local;0;0;94447
381;13;12;2;381;381;-1;local;0;0;95212, 96606
381;13;13;1;381;381;-1;local;0;0;97720
381;13;14;2;381;381;-1;local;0;0;99440, 100133
381;13;15;4;381;381;-1;local;0;0;101084, 101127, 101448, 101491
381;13;16;1;381;381;-1;local;0;0;99513
381;13;17;2;381;381;-1;local;0;0;98618, 98661
381;13;22;1;381;381;-1;local;0;0;46240
381;13;23;2;381;381;-1;local;0;0;46790, 47121
381;13;24;2;381;381;-1;local;0;0;49695, 50007
381;13;25;2;381;381;-1;local;0;0;51766, 51809
381;13;26;2;381;381;-1;local;0;0;52326, 52592
381;13;27;2;381;381;-1;local;0;0;53432, 54305
381;13;28;2;381;381;-1;local;0;0;55990, 56063
381;13;29;3;381;381;-1;local;0;0;56850, 57168, 57211
381;13;30;1;381;381;-1;local;0;0;59448
381;13;31;2;381;381;-1;local;0;0;60156, 61816
381;13;32;2;381;381;-1;local;0;0;61859, 62667
381;13;33;3;381;381;-1;local;0;0;63102, 64022, 64880
381;13;35;2;381;381;-1;local;0;0;66654, 67531
381;14;9;1;381;381;-1;local;0;0;92098
381;14;10;1;381;381;-1;local;0;0;92025
381;14;11;1;381;381;-1;local;0;0;95285
381;14;15;1;381;381;-1;local;0;0;100206
381;14;16;2;381;381;-1;local;0;0;99125, 99168
381;14;22;1;381;381;-1;local;0;0;81646
381;14;27;1;381;381;-1;local;0;0;54722
381;14;28;1;381;381;-1;local;0;0;55251
381;14;33;1;381;381;-1;local;0;0;62710
381;15;19;2;381;381;-1;local;0;0;86268, 86774
381;16;17;2;381;381;-1;local;0;0;95358, 96243
381;17;18;1;381;381;-1;local;0;0;94103
381;17;19;1;381;381;-1;local;0;0;89089
382;11;19;2;382;382;-1;local;0;0;90132, 94374
382;11;20;4;382;382;-1;local;0;0;93413, 93713, 93756, 94060
382;11;21;4;382;382;-1;local;0;0;91332, 91590, 91633, 93370
382;11;22;3;382;382;-1;local;0;0;90906, 90949, 91289
382;11;23;3;382;382;-1;local;0;0;88707, 88750, 89162
382;11;24;5;382;382;-1;local;0;0;86311, 86701, 87603, 88354, 88397
382;11;25;1;382;382;-1;local;0;0;85884
382;11;26;3;382;382;-1;local;0;0;83883, 84245, 85094
382;11;27;3;382;382;-1;local;0;0;81719, 82473, 83364
382;11;29;4;382;382;-1;local;0;0;79156, 79229, 80186, 81056
382;11;30;4;382;382;-1;local;0;0;76727, 76800, 78476, 78519
382;11;31;2;382;382;-1;local;0;0;76308, 78156
382;11;32;3;382;382;-1;local;0;0;74722, 75599, 75944
382;11;33;2;382;382;-1;local;0;0;73322, 73712
382;11;35;1;382;382;-1;local;0;0;71229
382;12;16;1;382;382;-1;local;0;0;99513
382;12;17;1;382;382;-1;local;0;0;97793
382;12;18;4;382;382;-1;local;0;0;18, 96563, 96874, 96947
382;12;19;2;382;382;-1;local;0;0;95401, 96200
382;12;20;1;382;382;-1;local;0;0;78199
382;12;21;3;382;382;-1;local;0;0;44469, 78828, 78871
382;12;22;1;382;382;-1;local;0;0;46240
382;12;35;2;382;382;-1;local;0;0;68200, 70351
382;13;8;2;382;382;-1;local;0;0;101362, 101405
382;13;10;2;382;382;-1;local;0;0;98532, 98575
382;13;11;1;382;382;-1;local;0;0;94447
382;13;12;2;382;382;-1;local;0;0;95212, 95285
382;13;13;1;382;382;-1;local;0;0;97720
382;13;14;2;382;382;-1;local;0;0;99440, 100133
382;13;15;5;382;382;-1;local;0;0;101084, 101448, 101491, 101856, 101929
382;13;17;2;382;382;-1;local;0;0;98618, 98661
382;13;22;2;382;382;-1;local;0;0;46790, 81646
382;13;23;1;382;382;-1;local;0;0;47121
382;13;24;2;382;382;-1;local;0;0;49695, 50007
382;13;25;2;382;382;-1;local;0;0;51766, 51809
382;13;26;3;382;382;-1;local;0;0;52326, 52592, 54305
382;13;27;1;382;382;-1;local;0;0;53432
382;13;28;2;382;382;-1;local;0;0;55990, 56063
382;13;29;3;382;382;-1;local;0;0;56850, 57168, 57211
382;13;30;1;382;382;-1;local;0;0;59448
382;13;31;2;382;382;-1;local;0;0;60156, 61816
382;13;32;2;382;382;-1;local;0;0;61859, 62667
382;13;33;3;382;382;-1;local;0;0;63102, 64022, 64880
382;13;34;1;382;382;-1;local;0;0;66654
382;13;35;2;382;382;-1;local;0;0;67531, 67574
382;14;9;2;382;382;-1;local;0;0;92025, 92098
382;14;12;1;382;382;-1;local;0;0;96606
382;14;15;1;382;382;-1;local;0;0;101127
382;14;16;3;382;382;-1;local;0;0;99125, 99168, 100206
382;14;27;2;382;382;-1;local;0;0;54722, 55251
382;14;32;1;382;382;-1;local;0;0;62710
382;15;19;1;382;382;-1;local;0;0;86268
382;15;20;1;382;382;-1;local;0;0;86774
382;16;17;2;382;382;-1;local;0;0;95358, 96243
382;17;18;1;382;382;-1;local;0;0;94103
382;17;19;1;382;382;-1;local;0;0;89089
383;11;19;1;383;383;-1;local;0;0;94374
383;11;20;4;383;383;-1;local;0;0;90132, 93713, 93756, 94060
383;11;21;4;383;383;-1;local;0;0;91590, 91633, 93370, 93413
383;11;22;4;383;383;-1;local;0;0;90906, 90949, 91289, 91332
383;11;23;3;383;383;-1;local;0;0;88707, 88750, 89162
383;11;24;4;383;383;-1;local;0;0;86701, 87603, 88354, 88397
383;11;25;2;383;383;-1;local;0;0;85884, 86311
383;11;26;2;383;383;-1;local;0;0;84245, 85094
383;11;27;3;383;383;-1;local;0;0;82473, 83364, 83883
383;11;28;1;383;383;-1;local;0;0;81719
383;11;29;4;383;383;-1;local;0;0;79156, 79229, 80186, 81056
383;11;30;4;383;383;-1;local;0;0;76727, 76800, 78476, 78519
383;11;31;2;383;383;-1;local;0;0;76308, 78156
383;11;32;2;383;383;-1;local;0;0;75599, 75944
383;11;33;2;383;383;-1;local;0;0;73712, 74722
383;11;34;1;383;383;-1;local;0;0;73322
383;11;35;1;383;383;-1;local;0;0;71229
383;12;17;1;383;383;-1;local;0;0;99513
383;12;18;4;383;383;-1;local;0;0;18, 96874, 96947, 97793
383;12;19;3;383;383;-1;local;0;0;95401, 96200, 96563
383;12;21;4;383;383;-1;local;0;0;44469, 46240, 78828, 78871
383;12;35;2;383;383;-1;local;0;0;68200, 70351
383;13;8;1;383;383;-1;local;0;0;101405
383;13;9;2;383;383;-1;local;0;0;92098, 101362
383;13;10;2;383;383;-1;local;0;0;98532, 98575
383;13;11;1;383;383;-1;local;0;0;94447
383;13;12;2;383;383;-1;local;0;0;95212, 95285
383;13;13;1;383;383;-1;local;0;0;97720
383;13;14;2;383;383;-1;local;0;0;99440, 100133
383;13;15;2;383;383;-1;local;0;0;101856, 101929
383;13;16;3;383;383;-1;local;0;0;101084, 101448, 101491
383;13;17;2;383;383;-1;local;0;0;98618, 98661
383;13;22;2;383;383;-1;local;0;0;46790, 81646
383;13;23;2;383;383;-1;local;0;0;47121, 49695
383;13;24;1;383;383;-1;local;0;0;50007
383;13;25;3;383;383;-1;local;0;0;51766, 51809, 52326
383;13;26;2;383;383;-1;local;0;0;52592, 54305
383;13;27;1;383;383;-1;local;0;0;53432
383;13;28;2;383;383;-1;local;0;0;56063, 56850
383;13;29;3;383;383;-1;local;0;0;57168, 57211, 59448
383;13;31;3;383;383;-1;local;0;0;60156, 61816, 61859
383;13;32;2;383;383;-1;local;0;0;62667, 63102
383;13;33;2;383;383;-1;local;0;0;64022, 64880
383;13;34;1;383;383;-1;local;0;0;66654
383;13;35;2;383;383;-1;local;0;0;67531, 67574
383;14;9;1;383;383;-1;local;0;0;92025
383;14;12;1;383;383;-1;local;0;0;96606
383;14;15;1;383;383;-1;local;0;0;101127
383;14;16;3;383;383;-1;local;0;0;99125, 99168, 100206
383;14;27;2;383;383;-1;local;0;0;54722, 55251
383;14;28;1;383;383;-1;local;0;0;55990
383;14;32;1;383;383;-1;local;0;0;62710
383;15;20;2;383;383;-1;local;0;0;86268, 86774
383;16;17;2;383;383;-1;local;0;0;95358, 96243
383;16;19;1;383;383;-1;local;0;0;89089
383;17;18;1;383;383;-1;local;0;0;94103
384;11;19;1;384;384;-1;local;0;0;95401
384;11;20;5;384;384;-1;local;0;0;90132, 93713, 93756, 94060, 94374
384;11;21;3;384;384;-1;local;0;0;91633, 93370, 93413
384;11;22;4;384;384;-1;local;0;0;90949, 91289, 91332, 91590
384;11;23;2;384;384;-1;local;0;0;89162, 90906
384;11;24;6;384;384;-1;local;0;0;86701, 87603, 88354, 88397, 88707, 88750
384;11;25;1;384;384;-1;local;0;0;86311
384;11;26;3;384;384;-1;local;0;0;84245, 85094, 85884
384;11;27;2;384;384;-1;local;0;0;83364, 83883
384;11;28;2;384;384;-1;local;0;0;81719, 82473
384;11;29;3;384;384;-1;local;0;0;79156, 80186, 81056
384;11;30;4;384;384;-1;local;0;0;76727, 78476, 78519, 79229
384;11;31;3;384;384;-1;local;0;0;76308, 76800, 78156
384;11;32;2;384;384;-1;local;0;0;75599, 75944
384;11;33;2;384;384;-1;local;0;0;73712, 74722
384;11;34;1;384;384;-1;local;0;0;73322
384;11;35;1;384;384;-1;local;0;0;71229
384;12;17;1;384;384;-1;local;0;0;99513
384;12;18;4;384;384;-1;local;0;0;18, 96874, 96947, 97793
384;12;19;2;384;384;-1;local;0;0;96200, 96563
384;12;20;1;384;384;-1;local;0;0;78871
384;12;21;3;384;384;-1;local;0;0;44469, 46240, 78828
384;12;35;1;384;384;-1;local;0;0;70351
384;13;9;1;384;384;-1;local;0;0;101362
384;13;10;2;384;384;-1;local;0;0;98532, 98575
384;13;12;3;384;384;-1;local;0;0;95212, 95285, 97720
384;13;14;2;384;384;-1;local;0;0;99440, 100133
384;13;15;4;384;384;-1;local;0;0;101856, 101929, 102569, 102642
384;13;16;2;384;384;-1;local;0;0;101448, 101491
384;13;18;2;384;384;-1;local;0;0;98618, 98661
384;13;22;3;384;384;-1;local;0;0;46790, 47121, 81646
384;13;23;1;384;384;-1;local;0;0;49695
384;13;24;2;384;384;-1;local;0;0;50007, 51809
384;13;25;2;384;384;-1;local;0;0;51766, 52326
384;13;26;3;384;384;-1;local;0;0;52592, 53432, 54305
384;13;28;2;384;384;-1;local;0;0;56850, 57168
384;13;29;2;384;384;-1;local;0;0;57211, 59448
384;13;30;1;384;384;-1;local;0;0;60156
384;13;31;2;384;384;-1;local;0;0;61816, 61859
384;13;32;3;384;384;-1;local;0;0;62667, 63102, 64022
384;13;33;1;384;384;-1;local;0;0;64880
384;13;34;2;384;384;-1;local;0;0;66654, 67531
384;13;35;2;384;384;-1;local;0;0;67574, 68200
384;14;9;3;384;384;-1;local;0;0;92025, 92098, 101405
384;14;10;1;384;384;-1;local;0;0;94447
384;14;11;1;384;384;-1;local;0;0;96606
384;14;15;1;384;384;-1;local;0;0;101127
384;14;16;3;384;384;-1;local;0;0;99125, 100206, 101084
384;14;27;2;384;384;-1;local;0;0;54722, 55251
384;14;28;2;384;384;-1;local;0;0;55990, 56063
384;14;32;1;384;384;-1;local;0;0;62710
384;15;16;1;384;384;-1;local;0;0;99168
384;15;20;2;384;384;-1;local;0;0;86268, 86774
384;16;17;1;384;384;-1;local;0;0;96243
384;16;18;1;384;384;-1;local;0;0;95358
384;16;19;1;384;384;-1;local;0;0;89089
384;17;18;1;384;384;-1;local;0;0;94103
385;11;19;1;385;385;-1;local;0;0;95401
385;11;20;4;385;385;-1;local;0;0;90132, 93756, 94060, 94374
385;11;21;3;385;385;-1;local;0;0;93370, 93413, 93713
385;11;22;5;385;385;-1;local;0;0;90949, 91289, 91332, 91590, 91633
385;11;23;2;385;385;-1;local;0;0;89162, 90906
385;11;24;5;385;385;-1;local;0;0;87603, 88354, 88397, 88707, 88750
385;11;25;2;385;385;-1;local;0;0;86311, 86701
385;11;26;2;385;385;-1;local;0;0;85094, 85884
385;11;27;3;385;385;-1;local;0;0;83364, 83883, 84245
385;11;28;2;385;385;-1;local;0;0;81719, 82473
385;11;29;2;385;385;-1;local;0;0;80186, 81056
385;11;30;3;385;385;-1;local;0;0;76727, 79156, 79229
