id,run_id,pedestrianId,targetId,reachTime-PID12
0,0,1,111,39.199999999999925
0,0,2,111,31.199999999999957
0,0,3,111,37.99999999999993
0,0,4,111,32.39999999999995
0,0,5,111,37.19999999999993
0,0,6,111,30.39999999999996
0,0,7,111,24.799999999999976
0,0,8,111,25.99999999999997
0,0,9,111,35.59999999999994
0,0,10,111,26.79999999999997
0,0,11,111,47.199999999999896
0,0,12,111,40.79999999999992
0,0,13,111,44.39999999999991
0,0,14,111,34.39999999999994
0,0,15,111,35.19999999999994
0,0,16,111,27.999999999999964
0,0,17,111,42.39999999999991
0,0,18,111,48.39999999999989
0,0,19,111,51.19999999999988
0,0,20,111,41.59999999999992
0,0,21,111,41.59999999999992
0,0,22,111,39.99999999999992
0,0,23,111,59.199999999999854
0,0,24,111,40.39999999999992
0,0,25,111,41.19999999999992
0,0,26,111,45.1999999999999
0,0,27,111,47.599999999999895
0,0,28,111,45.1999999999999
0,0,29,111,43.19999999999991
0,0,30,111,69.1999999999999
0,0,31,111,42.39999999999991
0,0,32,111,56.39999999999986
0,0,33,111,57.59999999999986
0,0,34,111,49.999999999999886
0,0,35,111,43.59999999999991
0,0,36,111,47.99999999999989
0,0,37,111,47.599999999999895
0,0,38,111,63.19999999999984
0,0,39,111,51.99999999999988
0,0,40,111,53.19999999999988
0,0,41,111,51.59999999999988
0,0,42,111,80.80000000000007
0,0,43,111,49.59999999999989
0,0,44,111,66.79999999999987
0,0,45,111,48.79999999999989
0,0,46,111,108.80000000000048
0,0,47,111,52.79999999999988
0,0,48,111,60.39999999999985
0,0,49,111,55.599999999999866
0,0,50,111,76.80000000000001
0,0,51,111,61.99999999999984
0,0,52,111,45.9999999999999
0,0,53,111,59.99999999999985
0,0,54,111,57.19999999999986
0,0,55,111,63.99999999999984
0,0,56,111,59.59999999999985
0,0,57,111,54.39999999999987
0,0,58,111,58.799999999999855
0,0,59,111,61.99999999999984
0,0,60,111,52.79999999999988
0,0,61,111,53.59999999999987
0,0,62,111,64.39999999999984
0,0,63,111,72.39999999999995
0,0,64,111,65.59999999999985
0,0,65,111,68.7999999999999
0,0,66,111,71.99999999999994
0,0,67,111,54.79999999999987
0,0,68,111,50.399999999999885
0,0,69,111,74.79999999999998
0,0,70,111,70.39999999999992
0,0,71,111,67.99999999999989
0,0,72,111,54.39999999999987
0,0,73,111,65.59999999999985
0,0,74,111,73.59999999999997
0,0,75,111,63.99999999999984
0,0,76,111,73.59999999999997
0,0,77,111,76.0
0,0,78,111,62.79999999999984
0,0,79,111,62.39999999999984
0,0,80,111,64.39999999999984
0,0,81,111,71.19999999999993
0,0,82,111,59.199999999999854
0,0,83,111,82.40000000000009
0,0,84,111,81.20000000000007
0,0,85,111,79.60000000000005
0,0,86,111,64.39999999999984
0,0,87,111,57.99999999999986
0,0,88,111,67.99999999999989
0,0,89,111,76.80000000000001
0,0,90,111,86.00000000000014
0,0,91,111,81.60000000000008
0,0,92,111,66.39999999999986
0,0,93,111,71.99999999999994
0,0,94,111,76.80000000000001
0,0,95,111,91.60000000000022
0,0,96,111,90.0000000000002
0,0,97,111,115.20000000000056
0,0,98,111,70.79999999999993
0,0,99,111,75.6
0,0,100,111,71.19999999999993
0,0,101,111,87.60000000000016
0,0,102,111,78.80000000000004
0,0,103,111,77.60000000000002
0,0,104,111,125.6000000000007
0,0,105,111,80.00000000000006
0,0,106,111,92.40000000000023
0,0,107,111,68.39999999999989
0,0,108,111,72.79999999999995
0,0,109,111,83.60000000000011
0,0,110,111,76.80000000000001
0,0,111,111,94.80000000000028
0,0,112,111,82.8000000000001
0,0,113,111,77.60000000000002
0,0,114,111,92.00000000000024
0,0,115,111,69.99999999999991
0,0,116,111,89.20000000000019
0,0,117,111,84.40000000000012
0,0,118,111,99.60000000000034
0,0,119,111,79.20000000000005
0,0,120,111,74.79999999999998
0,0,121,111,80.80000000000007
0,0,122,111,101.20000000000036
0,0,123,111,91.60000000000022
0,0,124,111,84.00000000000011
0,0,125,111,96.8000000000003
0,0,126,111,84.80000000000013
0,0,127,111,78.80000000000004
0,0,128,111,95.60000000000028
0,0,129,111,82.8000000000001
0,0,130,111,102.40000000000038
0,0,131,111,84.40000000000012
0,0,132,111,106.00000000000044
0,0,133,111,81.60000000000008
0,0,134,111,85.60000000000014
0,0,135,111,94.40000000000026
0,0,136,111,111.6000000000005
0,0,137,111,87.20000000000016
0,0,138,111,100.00000000000034
0,0,139,111,89.6000000000002
0,0,140,111,86.00000000000014
0,0,141,111,98.00000000000033
0,0,142,111,98.40000000000032
0,0,143,111,80.00000000000006
0,0,144,111,85.60000000000014
0,0,145,111,89.20000000000019
0,0,146,111,96.8000000000003
0,0,147,111,102.80000000000038
0,0,148,111,88.80000000000018
0,0,149,111,inf
0,0,150,111,127.60000000000072
0,0,151,111,123.60000000000068
0,0,152,111,117.6000000000006
0,0,153,111,102.00000000000036
0,0,154,111,94.40000000000026
0,0,155,111,87.60000000000016
0,0,156,111,113.60000000000052
0,0,157,111,92.40000000000023
0,0,158,111,102.00000000000036
0,0,159,111,83.60000000000011
0,0,160,111,93.20000000000024
0,0,161,111,137.60000000000088
0,0,162,111,100.80000000000037
0,0,163,111,98.40000000000032
0,0,164,111,90.8000000000002
0,0,165,111,86.80000000000015
0,0,166,111,106.40000000000045
0,0,167,111,110.8000000000005
