id,run_id,"('Parameter', 'dummy', 'Compliance')","('Parameter', 'vadere', 'fixedSeed')","('Parameter', 'vadere', 'routeChoices.[instruction==""use target 11""].targetProbabilities')","('Parameter', 'vadere', 'routeChoices.[instruction==""use target 21""].targetProbabilities')","('Parameter', 'vadere', 'routeChoices.[instruction==""use target 31""].targetProbabilities')","('Parameter', 'vadere', 'sources.[id==39].spawner.eventElementCount')","('MetaInfo', 'required_wallclock_time')","('MetaInfo', 'return_code')"
0,0,0.0,74895,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",8,952.7353608608246,0
