id,run_id,timeStep,velocity-PID25,density-PID25,velocity-PID27,density-PID27,velocity-PID29,density-PID29
0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
0,0,7,0.0,0.0,0.0,0.0,0.0,0.0
0,0,8,0.0,0.0,0.0,0.0,0.0,0.0
0,0,9,0.0,0.0,0.0,0.0,0.0,0.0
0,0,10,0.0,0.0,0.0,0.0,0.0,0.0
0,0,11,0.0,0.0,0.0,0.0,0.0,0.0
0,0,12,0.0,0.0,0.0,0.0,0.0,0.0
0,0,13,0.0,0.0,0.0,0.0,0.0,0.0
0,0,14,0.0,0.0,0.0,0.0,0.0,0.0
0,0,15,0.0,0.0,0.0,0.0,0.0,0.0
0,0,16,0.0,0.0,0.0,0.0,0.0,0.0
0,0,17,0.0,0.0,0.0,0.0,0.0,0.0
0,0,18,0.0,0.0,0.0,0.0,0.0,0.0
0,0,19,0.0,0.0,0.0,0.0,0.0,0.0
0,0,20,0.0,0.0,0.0,0.0,0.0,0.0
0,0,21,0.0,0.0,0.0,0.0,0.0,0.0
0,0,22,0.0,0.0,0.0,0.0,0.0,0.0
0,0,23,0.0,0.0,0.0,0.0,0.0,0.0
0,0,24,0.0,0.0,0.0,0.0,0.0,0.0
0,0,25,0.0,0.0,0.0,0.0,0.0,0.0
0,0,26,0.0,0.0,0.0,0.0,0.0,0.0
0,0,27,0.0,0.0,0.0,0.0,0.0,0.0
0,0,28,1.7930167065677944,0.0148148148148148,0.0,0.0,0.0,0.0
0,0,29,1.7930167065677944,0.0148148148148148,0.0,0.0,0.0,0.0
0,0,30,1.793016706567803,0.0148148148148148,0.0,0.0,0.0,0.0
0,0,31,1.7815983040621648,0.0296296296296296,0.0,0.0,0.0,0.0
0,0,32,1.715607253292933,0.0444444444444444,0.0,0.0,0.0,0.0
0,0,33,1.724209318863533,0.0444444444444444,0.0,0.0,0.0,0.0
0,0,34,1.593605174827373,0.0592592592592592,0.0,0.0,0.0,0.0
0,0,35,1.6911135915940405,0.074074074074074,0.0,0.0,0.0,0.0
0,0,36,1.6839140464865472,0.074074074074074,0.0,0.0,0.0,0.0
0,0,37,1.632481166271465,0.0888888888888888,0.0,0.0,0.0,0.0
0,0,38,1.6007088878710165,0.1037037037037037,0.0,0.0,0.0,0.0
0,0,39,1.6172555235710664,0.1037037037037037,0.0,0.0,0.0,0.0
0,0,40,1.594670355519471,0.1185185185185185,0.0,0.0,0.0,0.0
0,0,41,1.5422652003538904,0.1333333333333333,0.0,0.0,0.0,0.0
0,0,42,1.5236604613022702,0.1481481481481481,0.0,0.0,0.0,0.0
0,0,43,1.5058949666210495,0.1481481481481481,0.0,0.0,0.0,0.0
0,0,44,1.505948800890922,0.1629629629629629,0.0,0.0,0.0,0.0
0,0,45,1.5244591784097656,0.1629629629629629,0.0,0.0,0.0,0.0
0,0,46,1.4999118511494671,0.1777777777777777,0.0,0.0,0.0,0.0
0,0,47,1.5089120082881824,0.1777777777777777,0.0,0.0,0.0,0.0
0,0,48,1.4812111153508465,0.1925925925925926,0.0,0.0,0.0,0.0
0,0,49,1.4802161880527558,0.1925925925925926,0.0,0.0,0.0,0.0
0,0,50,1.4831715953908728,0.1925925925925926,0.0,0.0,0.0,0.0
0,0,51,1.4173201432062952,0.2074074074074074,0.0,0.0,0.0,0.0
0,0,52,1.4005454427867494,0.2222222222222222,0.0,0.0,0.0,0.0
0,0,53,1.4461814819271623,0.2222222222222222,0.0,0.0,0.0,0.0
0,0,54,1.43003872081445,0.237037037037037,0.0,0.0,0.0,0.0
0,0,55,1.4412346255835586,0.237037037037037,0.0,0.0,0.0,0.0
0,0,56,1.374077882215544,0.2666666666666666,0.0,0.0,0.0,0.0
0,0,57,1.399530642017304,0.2962962962962963,0.0,0.0,0.0,0.0
0,0,58,1.3970289548482868,0.3259259259259259,0.0,0.0,0.0,0.0
0,0,59,1.3414237683290389,0.3407407407407407,0.0,0.0,0.0,0.0
0,0,60,1.3563314182600472,0.3555555555555555,0.0,0.0,0.0,0.0
0,0,61,1.392595593846875,0.3555555555555555,0.0,0.0,0.0,0.0
0,0,62,1.2870066244464122,0.3851851851851852,0.0,0.0,0.0,0.0
0,0,63,1.3458802448074825,0.3851851851851852,0.0,0.0,0.0,0.0
0,0,64,1.3192496822241488,0.4148148148148148,0.0,0.0,0.0,0.0
0,0,65,1.3135605451540198,0.4148148148148148,0.0,0.0,0.0,0.0
0,0,66,1.2751081872044308,0.4296296296296296,0.0,0.0,0.0,0.0
0,0,67,1.2236242214109625,0.4296296296296296,0.0,0.0,0.0,0.0
0,0,68,1.2020440361191258,0.4444444444444444,0.0,0.0,0.0,0.0
0,0,69,1.2345907474827846,0.4444444444444444,0.0,0.0,0.0,0.0
0,0,70,1.245782634627382,0.4740740740740741,0.0,0.0,0.0,0.0
0,0,71,1.242590967727306,0.4740740740740741,0.0,0.0,0.0,0.0
0,0,72,1.288733368391374,0.4740740740740741,0.0,0.0,0.0,0.0
0,0,73,1.2097012102616762,0.4888888888888889,0.0,0.0,0.0,0.0
0,0,74,1.1698552782715572,0.5185185185185185,0.0,0.0,0.0,0.0
0,0,75,1.1796813007291247,0.5185185185185185,0.0,0.0,0.0,0.0
0,0,76,1.1914436143130425,0.5481481481481482,0.0,0.0,0.0,0.0
0,0,77,1.241421810512541,0.562962962962963,0.0,0.0,0.0,0.0
0,0,78,1.2952182676579684,0.562962962962963,0.0,0.0,0.0,0.0
0,0,79,1.2680417093513925,0.5777777777777777,0.0,0.0,0.0,0.0
0,0,80,1.164830635950681,0.6074074074074074,0.0,0.0,0.0,0.0
0,0,81,1.1457663616434477,0.6222222222222222,0.0,0.0,0.0,0.0
0,0,82,1.174250686156373,0.6370370370370371,0.0,0.0,0.0,0.0
0,0,83,1.081383379197792,0.6370370370370371,0.0,0.0,0.0,0.0
0,0,84,1.0559440466700496,0.6518518518518519,0.0,0.0,0.0,0.0
0,0,85,1.0883279888211774,0.6666666666666666,0.0,0.0,0.0,0.0
0,0,86,1.139509382250528,0.6814814814814815,0.0,0.0,0.0,0.0
0,0,87,1.1702024802597653,0.6962962962962963,0.0,0.0,0.0,0.0
0,0,88,1.1893532285965736,0.6962962962962963,0.0,0.0,0.0,0.0
0,0,89,1.169880855465376,0.725925925925926,0.0,0.0,0.0,0.0
0,0,90,1.1250527237776426,0.7407407407407407,0.0,0.0,0.0,0.0
0,0,91,1.118720939729045,0.7407407407407407,0.0,0.0,0.0,0.0
0,0,92,1.1115952034863716,0.7407407407407407,0.0,0.0,0.0,0.0
0,0,93,1.1076896894721353,0.7703703703703704,0.0,0.0,0.0,0.0
0,0,94,1.087249622098556,0.7851851851851852,0.0,0.0,0.0,0.0
0,0,95,1.0609845984318351,0.7703703703703704,0.0,0.0,0.0,0.0
0,0,96,1.113992744634007,0.8148148148148148,0.0,0.0,0.0,0.0
0,0,97,1.1114526689232784,0.8296296296296296,0.0,0.0,0.0,0.0
0,0,98,1.1012926736424298,0.8296296296296296,0.0,0.0,0.0,0.0
0,0,99,1.0622240496181925,0.8592592592592593,0.0,0.0,0.0,0.0
0,0,100,1.0914722647030095,0.8444444444444444,0.0,0.0,0.0,0.0
0,0,101,1.0943439189493005,0.8740740740740741,0.0,0.0,0.0,0.0
0,0,102,1.0896404074785837,0.8740740740740741,0.0,0.0,0.0,0.0
0,0,103,1.1072201010781482,0.8740740740740741,0.0,0.0,0.0,0.0
0,0,104,1.078770763399188,0.8740740740740741,0.0,0.0,0.0,0.0
0,0,105,1.087117140135161,0.8740740740740741,0.0,0.0,0.0,0.0
0,0,106,1.0794002657420023,0.8740740740740741,0.0,0.0,0.0,0.0
0,0,107,1.1237811608692605,0.8888888888888888,0.0,0.0,0.0,0.0
0,0,108,1.0793257201682125,0.8888888888888888,0.0,0.0,0.0,0.0
0,0,109,1.06565622627115,0.9037037037037036,0.0,0.0,0.0,0.0
0,0,110,1.015439029311124,0.8888888888888888,0.0,0.0,0.0,0.0
0,0,111,0.9460435808078858,0.9037037037037036,0.0,0.0,0.0,0.0
0,0,112,0.983564008482685,0.9037037037037036,0.0,0.0,0.0,0.0
0,0,113,1.0187961581593594,0.9037037037037036,0.0,0.0,0.0,0.0
0,0,114,0.9987555502382892,0.9481481481481482,0.0,0.0,0.0,0.0
0,0,115,1.0025549450217897,0.9185185185185184,0.0,0.0,0.0,0.0
0,0,116,0.9497572455789752,0.9481481481481482,0.0,0.0,0.0,0.0
0,0,117,1.0203563230148864,0.9629629629629628,0.0,0.0,0.0,0.0
0,0,118,0.9975059612681884,0.9629629629629628,0.0,0.0,0.0,0.0
0,0,119,0.9415621101181182,0.9777777777777776,0.0,0.0,0.0,0.0
0,0,120,0.9808156821916209,0.9925925925925926,0.0,0.0,0.0,0.0
0,0,121,1.002213825618655,0.9777777777777776,0.0,0.0,0.0,0.0
0,0,122,1.0609415853150723,0.9777777777777776,0.0,0.0,0.0,0.0
0,0,123,1.0687550281999476,0.9629629629629628,0.0,0.0,0.0,0.0
0,0,124,1.0474719388528846,0.9777777777777776,0.0,0.0,0.0,0.0
0,0,125,1.0308564583099464,1.0074074074074073,0.0,0.0,0.0,0.0
0,0,126,0.96767278332202,1.022222222222222,0.0,0.0,0.0,0.0
0,0,127,0.94055366267579,1.0074074074074073,0.0,0.0,0.0,0.0
0,0,128,0.9023792962506532,1.0074074074074073,0.0,0.0,0.0,0.0
0,0,129,0.9333820956274188,1.022222222222222,0.0,0.0,0.0,0.0
0,0,130,0.975335390892926,1.037037037037037,0.0,0.0,0.0,0.0
0,0,131,1.0225604892820117,1.022222222222222,0.0,0.0,0.0,0.0
0,0,132,1.0056399001915368,1.022222222222222,0.0,0.0,0.0,0.0
0,0,133,0.9762504995349844,1.0666666666666669,0.0,0.0,0.0,0.0
0,0,134,0.9700844636796844,1.037037037037037,0.0,0.0,0.0,0.0
0,0,135,0.9657776923887944,1.0518518518518518,0.0,0.0,0.0,0.0
0,0,136,0.9989945121042406,1.037037037037037,0.0,0.0,0.0,0.0
0,0,137,1.004432340720425,1.0814814814814817,0.0,0.0,0.0,0.0
0,0,138,0.995706238168114,1.0518518518518518,0.0,0.0,0.0,0.0
0,0,139,0.9439976387518676,1.0666666666666669,0.0,0.0,0.0,0.0
