id,run_id,"('Parameter', 'omnet', '*.traci.launcher.seed')","('Parameter', 'omnet', '*.traci.launcher.useVadereSeed')","('Parameter', 'vadere', 'sources.[id==1].spawner.distribution.updateFrequency')","('Parameter', 'vadere', 'sources.[id==2].spawner.distribution.updateFrequency')","('Parameter', 'vadere', 'sources.[id==5].spawner.distribution.updateFrequency')","('Parameter', 'vadere', 'sources.[id==6].spawner.distribution.updateFrequency')","('MetaInfo', 'required_wallclock_time')","('MetaInfo', 'return_code')"
343,0,74895,false,3.6577,3.6577,3.6577,3.6577,83.16828989982605,0
344,0,74895,false,3.649,3.649,3.649,3.649,95.14882254600525,0
345,0,74895,false,3.6403,3.6403,3.6403,3.6403,86.64663481712341,0
346,0,74895,false,3.6317,3.6317,3.6317,3.6317,89.45978116989136,0
347,0,74895,false,3.6232,3.6232,3.6232,3.6232,84.14895248413086,0
348,0,74895,false,3.6146,3.6146,3.6146,3.6146,112.48596167564392,0
349,0,74895,false,3.6061,3.6061,3.6061,3.6061,110.220059633255,0
350,0,74895,false,3.5977,3.5977,3.5977,3.5977,80.44502091407776,0
351,0,74895,false,3.5893,3.5893,3.5893,3.5893,115.07846403121948,0
352,0,74895,false,3.5809,3.5809,3.5809,3.5809,88.25754022598267,0
353,0,74895,false,3.5726,3.5726,3.5726,3.5726,97.36623024940491,0
354,0,74895,false,3.5643,3.5643,3.5643,3.5643,117.73947954177856,0
355,0,74895,false,3.556,3.556,3.556,3.556,86.86745190620422,0
356,0,74895,false,3.5478,3.5478,3.5478,3.5478,92.62319493293762,0
357,0,74895,false,3.5396,3.5396,3.5396,3.5396,93.18702864646912,0
358,0,74895,false,3.5315,3.5315,3.5315,3.5315,94.12482142448425,0
359,0,74895,false,3.5234,3.5234,3.5234,3.5234,97.25461411476135,0
360,0,74895,false,3.5153,3.5153,3.5153,3.5153,112.09318995475769,0
361,0,74895,false,3.5073,3.5073,3.5073,3.5073,129.3477599620819,0
362,0,74895,false,3.4993,3.4993,3.4993,3.4993,114.47044658660889,0
363,0,74895,false,3.4913,3.4913,3.4913,3.4913,116.29584193229675,0
364,0,74895,false,3.4834,3.4834,3.4834,3.4834,122.79757285118103,0
365,0,74895,false,3.4755,3.4755,3.4755,3.4755,86.08308219909668,0
366,0,74895,false,3.4677,3.4677,3.4677,3.4677,101.32489848136902,0
367,0,74895,false,3.4599,3.4599,3.4599,3.4599,111.89285206794739,0
368,0,74895,false,3.4521,3.4521,3.4521,3.4521,86.15300059318542,0
369,0,74895,false,3.4443,3.4443,3.4443,3.4443,116.91461491584778,0
370,0,74895,false,3.4366,3.4366,3.4366,3.4366,85.22462177276611,0
371,0,74895,false,3.429,3.429,3.429,3.429,87.95693635940552,0
372,0,74895,false,3.4213,3.4213,3.4213,3.4213,90.74240326881409,0
373,0,74895,false,3.4137,3.4137,3.4137,3.4137,89.03885388374329,0
374,0,74895,false,3.4061,3.4061,3.4061,3.4061,105.69382643699646,0
375,0,74895,false,3.3986,3.3986,3.3986,3.3986,93.05656313896179,0
376,0,74895,false,3.3911,3.3911,3.3911,3.3911,107.70564365386963,0
377,0,74895,false,3.3836,3.3836,3.3836,3.3836,90.38969397544861,0
378,0,74895,false,3.3762,3.3762,3.3762,3.3762,93.2772467136383,0
379,0,74895,false,3.3688,3.3688,3.3688,3.3688,100.86452841758728,0
380,0,74895,false,3.3614,3.3614,3.3614,3.3614,120.9643042087555,0
381,0,74895,false,3.3541,3.3541,3.3541,3.3541,102.74961280822754,0
382,0,74895,false,3.3467,3.3467,3.3467,3.3467,81.98103737831116,0
383,0,74895,false,3.3395,3.3395,3.3395,3.3395,108.51059293746948,0
384,0,74895,false,3.3322,3.3322,3.3322,3.3322,80.96162939071655,0
385,0,74895,false,3.325,3.325,3.325,3.325,84.46903443336487,0
386,0,74895,false,3.3178,3.3178,3.3178,3.3178,116.48777675628662,0
387,0,74895,false,3.3107,3.3107,3.3107,3.3107,121.81553411483765,0
388,0,74895,false,3.3035,3.3035,3.3035,3.3035,118.42959141731262,0
389,0,74895,false,3.2964,3.2964,3.2964,3.2964,117.90622043609619,0
390,0,74895,false,3.2894,3.2894,3.2894,3.2894,78.14791536331177,0
391,0,74895,false,3.2824,3.2824,3.2824,3.2824,118.049489736557,0
392,0,74895,false,3.2754,3.2754,3.2754,3.2754,108.45520949363708,0
393,0,74895,false,3.2684,3.2684,3.2684,3.2684,83.78868103027344,0
394,0,74895,false,3.2614,3.2614,3.2614,3.2614,113.83335828781128,0
395,0,74895,false,3.2545,3.2545,3.2545,3.2545,105.90768003463745,0
396,0,74895,false,3.2476,3.2476,3.2476,3.2476,78.00527739524841,0
397,0,74895,false,3.2408,3.2408,3.2408,3.2408,108.32928991317749,0
398,0,74895,false,3.234,3.234,3.234,3.234,78.75297856330872,0
399,0,74895,false,3.2272,3.2272,3.2272,3.2272,84.28519701957703,0
400,0,74895,false,3.2204,3.2204,3.2204,3.2204,110.75983715057373,0
401,0,74895,false,3.2137,3.2137,3.2137,3.2137,108.5498914718628,0
402,0,74895,false,3.2069,3.2069,3.2069,3.2069,75.88724613189697,0
403,0,74895,false,3.2003,3.2003,3.2003,3.2003,108.36683893203735,0
404,0,74895,false,3.1936,3.1936,3.1936,3.1936,93.97788667678833,0
405,0,74895,false,3.187,3.187,3.187,3.187,117.82635641098022,0
406,0,74895,false,3.1804,3.1804,3.1804,3.1804,79.56086421012878,0
407,0,74895,false,3.1738,3.1738,3.1738,3.1738,82.93051290512085,0
408,0,74895,false,3.1672,3.1672,3.1672,3.1672,110.03192067146301,0
409,0,74895,false,3.1607,3.1607,3.1607,3.1607,104.23853754997253,0
410,0,74895,false,3.1542,3.1542,3.1542,3.1542,117.03454113006592,0
411,0,74895,false,3.1478,3.1478,3.1478,3.1478,111.77834033966064,0
412,0,74895,false,3.1413,3.1413,3.1413,3.1413,112.21888709068298,0
413,0,74895,false,3.1349,3.1349,3.1349,3.1349,83.8478844165802,0
414,0,74895,false,3.1285,3.1285,3.1285,3.1285,87.89409184455872,0
415,0,74895,false,3.1222,3.1222,3.1222,3.1222,83.66446018218994,0
416,0,74895,false,3.1158,3.1158,3.1158,3.1158,87.29682302474976,0
417,0,74895,false,3.1095,3.1095,3.1095,3.1095,84.88669419288635,0
418,0,74895,false,3.1032,3.1032,3.1032,3.1032,112.21511936187744,0
419,0,74895,false,3.097,3.097,3.097,3.097,91.94943952560425,0
420,0,74895,false,3.0907,3.0907,3.0907,3.0907,108.98674011230469,0
421,0,74895,false,3.0845,3.0845,3.0845,3.0845,119.90569043159485,0
422,0,74895,false,3.0783,3.0783,3.0783,3.0783,116.06000304222107,0
423,0,74895,false,3.0722,3.0722,3.0722,3.0722,95.06820249557495,0
424,0,74895,false,3.0661,3.0661,3.0661,3.0661,87.65242075920105,0
425,0,74895,false,3.0599,3.0599,3.0599,3.0599,86.58875632286072,0
426,0,74895,false,3.0539,3.0539,3.0539,3.0539,116.09823322296143,0
427,0,74895,false,3.0478,3.0478,3.0478,3.0478,113.9207055568695,0
428,0,74895,false,3.0418,3.0418,3.0418,3.0418,107.03273224830627,0
429,0,74895,false,3.0357,3.0357,3.0357,3.0357,115.53985214233398,0
430,0,74895,false,3.0298,3.0298,3.0298,3.0298,119.53536772727966,0
431,0,74895,false,3.0238,3.0238,3.0238,3.0238,119.30089974403381,0
432,0,74895,false,3.0178,3.0178,3.0178,3.0178,110.62397956848145,0
433,0,74895,false,3.0119,3.0119,3.0119,3.0119,116.41297006607056,0
434,0,74895,false,3.006,3.006,3.006,3.006,116.98128414154053,0
435,0,74895,false,3.0002,3.0002,3.0002,3.0002,111.52085041999817,0
436,0,74895,false,2.9943,2.9943,2.9943,2.9943,109.43321061134338,0
437,0,74895,false,2.9885,2.9885,2.9885,2.9885,76.78248262405396,0
438,0,74895,false,2.9827,2.9827,2.9827,2.9827,114.59750151634216,0
439,0,74895,false,2.9769,2.9769,2.9769,2.9769,113.55707001686096,0
440,0,74895,false,2.9711,2.9711,2.9711,2.9711,110.79509925842285,0
441,0,74895,false,2.9654,2.9654,2.9654,2.9654,76.1619598865509,0
442,0,74895,false,2.9597,2.9597,2.9597,2.9597,88.9520251750946,0
443,0,74895,false,2.954,2.954,2.954,2.954,112.71621489524841,0
444,0,74895,false,2.9483,2.9483,2.9483,2.9483,118.57538962364197,0
445,0,74895,false,2.9427,2.9427,2.9427,2.9427,109.6191258430481,0
446,0,74895,false,2.937,2.937,2.937,2.937,130.44610214233398,0
447,0,74895,false,2.9314,2.9314,2.9314,2.9314,110.28085327148438,0
448,0,74895,false,2.9258,2.9258,2.9258,2.9258,124.06556677818298,0
449,0,74895,false,2.9203,2.9203,2.9203,2.9203,121.00043964385986,0
450,0,74895,false,2.9147,2.9147,2.9147,2.9147,117.50312352180481,0
451,0,74895,false,2.9092,2.9092,2.9092,2.9092,124.37766456604004,0
452,0,74895,false,2.9037,2.9037,2.9037,2.9037,83.44989013671875,0
453,0,74895,false,2.8982,2.8982,2.8982,2.8982,84.01182222366333,0
454,0,74895,false,2.8928,2.8928,2.8928,2.8928,106.14448618888855,0
455,0,74895,false,2.8873,2.8873,2.8873,2.8873,100.19783353805542,0
456,0,74895,false,2.8819,2.8819,2.8819,2.8819,92.51919484138489,0
457,0,74895,false,2.8765,2.8765,2.8765,2.8765,87.64120244979858,0
458,0,74895,false,2.8711,2.8711,2.8711,2.8711,90.22817015647888,0
459,0,74895,false,2.8658,2.8658,2.8658,2.8658,130.53724813461304,0
460,0,74895,false,2.8604,2.8604,2.8604,2.8604,120.24669289588928,0
461,0,74895,false,2.8551,2.8551,2.8551,2.8551,120.18166017532349,0
462,0,74895,false,2.8498,2.8498,2.8498,2.8498,117.76931118965149,0
463,0,74895,false,2.8445,2.8445,2.8445,2.8445,113.34557747840881,0
464,0,74895,false,2.8393,2.8393,2.8393,2.8393,124.60800528526306,0
465,0,74895,false,2.834,2.834,2.834,2.834,96.88218975067139,0
466,0,74895,false,2.8288,2.8288,2.8288,2.8288,108.90996932983398,0
467,0,74895,false,2.8236,2.8236,2.8236,2.8236,76.6042537689209,0
468,0,74895,false,2.8184,2.8184,2.8184,2.8184,97.63560914993286,0
469,0,74895,false,2.8132,2.8132,2.8132,2.8132,89.13287258148193,0
470,0,74895,false,2.8081,2.8081,2.8081,2.8081,87.5437605381012,0
471,0,74895,false,2.803,2.803,2.803,2.803,87.96854519844055,0
472,0,74895,false,2.7979,2.7979,2.7979,2.7979,98.96798753738403,0
473,0,74895,false,2.7928,2.7928,2.7928,2.7928,95.87903666496277,0
474,0,74895,false,2.7877,2.7877,2.7877,2.7877,122.23959803581238,0
475,0,74895,false,2.7827,2.7827,2.7827,2.7827,121.86193084716797,0
476,0,74895,false,2.7776,2.7776,2.7776,2.7776,94.65621566772461,0
477,0,74895,false,2.7726,2.7726,2.7726,2.7726,117.24329447746277,0
478,0,74895,false,2.7676,2.7676,2.7676,2.7676,109.68605971336365,0
479,0,74895,false,2.7626,2.7626,2.7626,2.7626,77.52183508872986,0
480,0,74895,false,2.7577,2.7577,2.7577,2.7577,107.16342234611511,0
481,0,74895,false,2.7527,2.7527,2.7527,2.7527,97.9368691444397,0
482,0,74895,false,2.7478,2.7478,2.7478,2.7478,97.8307478427887,0
483,0,74895,false,2.7429,2.7429,2.7429,2.7429,125.25836563110352,0
484,0,74895,false,2.738,2.738,2.738,2.738,133.00777649879456,0
485,0,74895,false,2.7331,2.7331,2.7331,2.7331,107.22256231307983,0
486,0,74895,false,2.7283,2.7283,2.7283,2.7283,124.16715288162231,0
487,0,74895,false,2.7234,2.7234,2.7234,2.7234,127.35664701461792,0
488,0,74895,false,2.7186,2.7186,2.7186,2.7186,106.5641918182373,0
489,0,74895,false,2.7138,2.7138,2.7138,2.7138,111.41404747962952,0
490,0,74895,false,2.709,2.709,2.709,2.709,85.95187401771545,0
491,0,74895,false,2.7042,2.7042,2.7042,2.7042,88.41250491142273,0
492,0,74895,false,2.6995,2.6995,2.6995,2.6995,107.45289754867554,0
493,0,74895,false,2.6947,2.6947,2.6947,2.6947,102.32696294784546,0
494,0,74895,false,2.69,2.69,2.69,2.69,132.32541584968567,0
495,0,74895,false,2.6853,2.6853,2.6853,2.6853,119.82882595062256,0
496,0,74895,false,2.6806,2.6806,2.6806,2.6806,123.85182595252991,0
497,0,74895,false,2.676,2.676,2.676,2.676,123.320476770401,0
498,0,74895,false,2.6713,2.6713,2.6713,2.6713,124.7303409576416,0
499,0,74895,false,2.6667,2.6667,2.6667,2.6667,128.71807217597961,0
