id,run_id,"('Parameter', 'omnet', '*.traci.launcher.seed')","('Parameter', 'omnet', '*.traci.launcher.useVadereSeed')","('Parameter', 'vadere', 'sources.[id==1].spawner.distribution.updateFrequency')","('Parameter', 'vadere', 'sources.[id==2].spawner.distribution.updateFrequency')","('Parameter', 'vadere', 'sources.[id==5].spawner.distribution.updateFrequency')","('Parameter', 'vadere', 'sources.[id==6].spawner.distribution.updateFrequency')","('MetaInfo', 'required_wallclock_time')","('MetaInfo', 'return_code')"
210,0,74895,false,5.3541,5.3541,5.3541,5.3541,67.13044118881226,0
211,0,74895,false,5.3355,5.3355,5.3355,5.3355,67.43539500236511,0
212,0,74895,false,5.317,5.317,5.317,5.317,61.41192555427551,0
213,0,74895,false,5.2986,5.2986,5.2986,5.2986,97.93713283538818,0
214,0,74895,false,5.2804,5.2804,5.2804,5.2804,99.48601698875427,0
215,0,74895,false,5.2623,5.2623,5.2623,5.2623,61.19888114929199,0
216,0,74895,false,5.2444,5.2444,5.2444,5.2444,76.41731238365173,0
217,0,74895,false,5.2265,5.2265,5.2265,5.2265,101.25812530517578,0
218,0,74895,false,5.2088,5.2088,5.2088,5.2088,88.78636336326599,0
219,0,74895,false,5.1912,5.1912,5.1912,5.1912,75.33782505989075,0
220,0,74895,false,5.1737,5.1737,5.1737,5.1737,109.95514702796936,0
221,0,74895,false,5.1563,5.1563,5.1563,5.1563,82.60649275779724,0
222,0,74895,false,5.139,5.139,5.139,5.139,107.5473210811615,0
223,0,74895,false,5.1219,5.1219,5.1219,5.1219,71.73536205291748,0
224,0,74895,false,5.1049,5.1049,5.1049,5.1049,105.26243948936462,0
225,0,74895,false,5.0879,5.0879,5.0879,5.0879,76.0023443698883,0
226,0,74895,false,5.0711,5.0711,5.0711,5.0711,100.0173864364624,0
227,0,74895,false,5.0544,5.0544,5.0544,5.0544,97.17118167877197,0
228,0,74895,false,5.0379,5.0379,5.0379,5.0379,67.54773306846619,0
229,0,74895,false,5.0214,5.0214,5.0214,5.0214,84.62967467308044,0
230,0,74895,false,5.005,5.005,5.005,5.005,81.45022392272949,0
231,0,74895,false,4.9888,4.9888,4.9888,4.9888,75.42531752586365,0
232,0,74895,false,4.9726,4.9726,4.9726,4.9726,109.82037949562073,0
233,0,74895,false,4.9565,4.9565,4.9565,4.9565,72.19859290122986,0
234,0,74895,false,4.9406,4.9406,4.9406,4.9406,83.10832691192627,0
235,0,74895,false,4.9247,4.9247,4.9247,4.9247,68.4055449962616,0
236,0,74895,false,4.909,4.909,4.909,4.909,70.32093381881714,0
237,0,74895,false,4.8934,4.8934,4.8934,4.8934,98.63435506820679,0
238,0,74895,false,4.8778,4.8778,4.8778,4.8778,95.99303960800171,0
239,0,74895,false,4.8624,4.8624,4.8624,4.8624,92.2988052368164,0
240,0,74895,false,4.847,4.847,4.847,4.847,95.86312985420227,0
241,0,74895,false,4.8318,4.8318,4.8318,4.8318,77.98873400688171,0
242,0,74895,false,4.8166,4.8166,4.8166,4.8166,105.4612808227539,0
243,0,74895,false,4.8015,4.8015,4.8015,4.8015,76.79125094413757,0
244,0,74895,false,4.7866,4.7866,4.7866,4.7866,101.46458721160889,0
245,0,74895,false,4.7717,4.7717,4.7717,4.7717,61.542076587677,0
246,0,74895,false,4.7569,4.7569,4.7569,4.7569,70.60728144645691,0
247,0,74895,false,4.7422,4.7422,4.7422,4.7422,80.64798617362976,0
248,0,74895,false,4.7276,4.7276,4.7276,4.7276,98.86536812782288,0
249,0,74895,false,4.7131,4.7131,4.7131,4.7131,70.53298020362854,0
250,0,74895,false,4.6987,4.6987,4.6987,4.6987,101.31904244422913,0
251,0,74895,false,4.6843,4.6843,4.6843,4.6843,100.06972408294678,0
252,0,74895,false,4.6701,4.6701,4.6701,4.6701,65.94293570518494,0
253,0,74895,false,4.6559,4.6559,4.6559,4.6559,68.42244744300842,0
254,0,74895,false,4.6419,4.6419,4.6419,4.6419,105.35689353942871,0
255,0,74895,false,4.6279,4.6279,4.6279,4.6279,74.69194889068604,0
256,0,74895,false,4.614,4.614,4.614,4.614,110.51151657104492,0
257,0,74895,false,4.6001,4.6001,4.6001,4.6001,71.83615970611572,0
258,0,74895,false,4.5864,4.5864,4.5864,4.5864,106.20030784606934,0
259,0,74895,false,4.5727,4.5727,4.5727,4.5727,77.06480145454407,0
260,0,74895,false,4.5592,4.5592,4.5592,4.5592,103.73066854476929,0
261,0,74895,false,4.5457,4.5457,4.5457,4.5457,109.4534330368042,0
262,0,74895,false,4.5322,4.5322,4.5322,4.5322,71.80635452270508,0
263,0,74895,false,4.5189,4.5189,4.5189,4.5189,98.67873859405518,0
264,0,74895,false,4.5056,4.5056,4.5056,4.5056,84.3317666053772,0
265,0,74895,false,4.4925,4.4925,4.4925,4.4925,101.37188386917114,0
266,0,74895,false,4.4794,4.4794,4.4794,4.4794,70.92441916465759,0
267,0,74895,false,4.4663,4.4663,4.4663,4.4663,76.55156517028809,0
268,0,74895,false,4.4534,4.4534,4.4534,4.4534,97.51939511299133,0
269,0,74895,false,4.4405,4.4405,4.4405,4.4405,78.0629210472107,0
270,0,74895,false,4.4277,4.4277,4.4277,4.4277,104.96913242340088,0
271,0,74895,false,4.415,4.415,4.415,4.415,77.19332337379456,0
272,0,74895,false,4.4023,4.4023,4.4023,4.4023,98.3244297504425,0
273,0,74895,false,4.3897,4.3897,4.3897,4.3897,110.75357627868652,0
274,0,74895,false,4.3772,4.3772,4.3772,4.3772,83.84486627578735,0
275,0,74895,false,4.3647,4.3647,4.3647,4.3647,73.80477166175842,0
276,0,74895,false,4.3524,4.3524,4.3524,4.3524,103.35401511192322,0
277,0,74895,false,4.3401,4.3401,4.3401,4.3401,87.48006081581116,0
278,0,74895,false,4.3278,4.3278,4.3278,4.3278,100.39757442474365,0
279,0,74895,false,4.3157,4.3157,4.3157,4.3157,69.07793116569519,0
280,0,74895,false,4.3036,4.3036,4.3036,4.3036,78.7277991771698,0
281,0,74895,false,4.2916,4.2916,4.2916,4.2916,70.54319500923157,0
282,0,74895,false,4.2796,4.2796,4.2796,4.2796,75.54053735733032,0
283,0,74895,false,4.2677,4.2677,4.2677,4.2677,104.16187787055969,0
284,0,74895,false,4.2559,4.2559,4.2559,4.2559,79.98491525650024,0
285,0,74895,false,4.2441,4.2441,4.2441,4.2441,96.46773672103882,0
286,0,74895,false,4.2324,4.2324,4.2324,4.2324,101.68095469474792,0
287,0,74895,false,4.2208,4.2208,4.2208,4.2208,80.45130920410156,0
288,0,74895,false,4.2092,4.2092,4.2092,4.2092,78.55669379234314,0
289,0,74895,false,4.1977,4.1977,4.1977,4.1977,104.68172407150269,0
290,0,74895,false,4.1862,4.1862,4.1862,4.1862,96.20208072662354,0
291,0,74895,false,4.1749,4.1749,4.1749,4.1749,117.14676403999329,0
292,0,74895,false,4.1635,4.1635,4.1635,4.1635,79.62016558647156,0
293,0,74895,false,4.1523,4.1523,4.1523,4.1523,104.10874724388123,0
294,0,74895,false,4.1411,4.1411,4.1411,4.1411,77.55870771408081,0
295,0,74895,false,4.1299,4.1299,4.1299,4.1299,107.45740294456482,0
296,0,74895,false,4.1189,4.1189,4.1189,4.1189,85.26176071166992,0
297,0,74895,false,4.1078,4.1078,4.1078,4.1078,72.37560105323792,0
298,0,74895,false,4.0969,4.0969,4.0969,4.0969,69.51349830627441,0
299,0,74895,false,4.086,4.086,4.086,4.086,85.33696913719177,0
300,0,74895,false,4.0751,4.0751,4.0751,4.0751,103.64749693870544,0
301,0,74895,false,4.0643,4.0643,4.0643,4.0643,79.39731764793396,0
302,0,74895,false,4.0536,4.0536,4.0536,4.0536,86.68801951408386,0
303,0,74895,false,4.0429,4.0429,4.0429,4.0429,102.39230942726135,0
304,0,74895,false,4.0323,4.0323,4.0323,4.0323,74.0820701122284,0
305,0,74895,false,4.0218,4.0218,4.0218,4.0218,75.73279023170471,0
306,0,74895,false,4.0113,4.0113,4.0113,4.0113,73.91349172592163,0
307,0,74895,false,4.0008,4.0008,4.0008,4.0008,81.83916759490967,0
308,0,74895,false,3.9904,3.9904,3.9904,3.9904,73.90799188613892,0
309,0,74895,false,3.9801,3.9801,3.9801,3.9801,76.68790650367737,0
310,0,74895,false,3.9698,3.9698,3.9698,3.9698,71.44557523727417,0
311,0,74895,false,3.9595,3.9595,3.9595,3.9595,70.18082642555237,0
312,0,74895,false,3.9493,3.9493,3.9493,3.9493,86.64255690574646,0
313,0,74895,false,3.9392,3.9392,3.9392,3.9392,85.66589093208313,0
314,0,74895,false,3.9291,3.9291,3.9291,3.9291,105.31376481056213,0
315,0,74895,false,3.9191,3.9191,3.9191,3.9191,92.89168643951416,0
316,0,74895,false,3.9091,3.9091,3.9091,3.9091,112.0382444858551,0
317,0,74895,false,3.8992,3.8992,3.8992,3.8992,111.0395188331604,0
318,0,74895,false,3.8893,3.8893,3.8893,3.8893,108.42894959449768,0
319,0,74895,false,3.8795,3.8795,3.8795,3.8795,77.114981174469,0
320,0,74895,false,3.8697,3.8697,3.8697,3.8697,109.55944061279297,0
321,0,74895,false,3.86,3.86,3.86,3.86,77.52735924720764,0
322,0,74895,false,3.8503,3.8503,3.8503,3.8503,114.67174863815308,0
323,0,74895,false,3.8407,3.8407,3.8407,3.8407,102.85733318328857,0
324,0,74895,false,3.8311,3.8311,3.8311,3.8311,117.03545355796814,0
325,0,74895,false,3.8216,3.8216,3.8216,3.8216,77.60548830032349,0
326,0,74895,false,3.8121,3.8121,3.8121,3.8121,112.0781261920929,0
327,0,74895,false,3.8026,3.8026,3.8026,3.8026,89.92001676559448,0
328,0,74895,false,3.7932,3.7932,3.7932,3.7932,98.41241264343262,0
329,0,74895,false,3.7839,3.7839,3.7839,3.7839,110.3383207321167,0
330,0,74895,false,3.7746,3.7746,3.7746,3.7746,83.1440076828003,0
331,0,74895,false,3.7653,3.7653,3.7653,3.7653,106.52793955802917,0
332,0,74895,false,3.7561,3.7561,3.7561,3.7561,86.56667876243591,0
333,0,74895,false,3.7469,3.7469,3.7469,3.7469,117.00772142410278,0
334,0,74895,false,3.7378,3.7378,3.7378,3.7378,81.48473072052002,0
335,0,74895,false,3.7288,3.7288,3.7288,3.7288,109.86332702636719,0
336,0,74895,false,3.7197,3.7197,3.7197,3.7197,107.8108503818512,0
337,0,74895,false,3.7107,3.7107,3.7107,3.7107,116.4695520401001,0
338,0,74895,false,3.7018,3.7018,3.7018,3.7018,71.7743558883667,0
339,0,74895,false,3.6929,3.6929,3.6929,3.6929,116.34779143333435,0
340,0,74895,false,3.684,3.684,3.684,3.684,79.90170574188232,0
341,0,74895,false,3.6752,3.6752,3.6752,3.6752,76.75794315338135,0
342,0,74895,false,3.6664,3.6664,3.6664,3.6664,107.40115118026733,0
