id,run_id,index,timeToInform95PercentAgents
0,0,0,3.200000000000003
1,0,0,3.200000000000003
2,0,0,3.200000000000003
3,0,0,3.200000000000003
4,0,0,4.0
5,0,0,4.0
6,0,0,4.0
7,0,0,3.200000000000003
8,0,0,4.0
9,0,0,3.200000000000003
10,0,0,3.200000000000003
11,0,0,5.200000000000003
12,0,0,2.0
13,0,0,3.200000000000003
14,0,0,3.200000000000003
15,0,0,3.200000000000003
16,0,0,2.0
17,0,0,3.200000000000003
18,0,0,4.0
19,0,0,3.200000000000003
20,0,0,3.200000000000003
21,0,0,3.200000000000003
22,0,0,4.0
23,0,0,3.200000000000003
24,0,0,3.200000000000003
25,0,0,4.0
26,0,0,3.200000000000003
27,0,0,4.0
28,0,0,3.200000000000003
29,0,0,3.200000000000003
30,0,0,3.200000000000003
31,0,0,3.200000000000003
32,0,0,3.200000000000003
33,0,0,2.0
34,0,0,4.0
35,0,0,3.200000000000003
36,0,0,2.0
37,0,0,3.200000000000003
38,0,0,3.200000000000003
39,0,0,2.0
40,0,0,2.0
41,0,0,3.200000000000003
42,0,0,3.200000000000003
43,0,0,3.200000000000003
44,0,0,4.0
45,0,0,3.200000000000003
46,0,0,3.200000000000003
47,0,0,3.200000000000003
48,0,0,2.0
49,0,0,3.200000000000003
50,0,0,4.0
51,0,0,3.200000000000003
52,0,0,3.200000000000003
53,0,0,3.200000000000003
54,0,0,3.200000000000003
55,0,0,3.200000000000003
56,0,0,3.200000000000003
57,0,0,3.200000000000003
58,0,0,3.200000000000003
59,0,0,3.200000000000003
60,0,0,2.0
61,0,0,3.200000000000003
62,0,0,3.200000000000003
63,0,0,3.200000000000003
64,0,0,3.200000000000003
65,0,0,3.200000000000003
66,0,0,3.200000000000003
67,0,0,2.0
68,0,0,4.0
69,0,0,2.0
70,0,0,3.200000000000003
71,0,0,3.200000000000003
72,0,0,3.200000000000003
73,0,0,3.200000000000003
74,0,0,3.200000000000003
75,0,0,4.0
76,0,0,3.200000000000003
77,0,0,3.200000000000003
78,0,0,3.200000000000003
79,0,0,3.200000000000003
80,0,0,3.200000000000003
81,0,0,3.200000000000003
82,0,0,3.200000000000003
83,0,0,3.200000000000003
84,0,0,3.200000000000003
85,0,0,3.200000000000003
86,0,0,3.200000000000003
87,0,0,3.200000000000003
88,0,0,3.200000000000003
89,0,0,3.200000000000003
90,0,0,3.200000000000003
91,0,0,2.0
92,0,0,3.200000000000003
93,0,0,3.200000000000003
94,0,0,3.200000000000003
95,0,0,3.200000000000003
96,0,0,3.200000000000003
97,0,0,3.200000000000003
98,0,0,3.200000000000003
99,0,0,3.200000000000003
100,0,0,3.200000000000003
101,0,0,3.200000000000003
102,0,0,3.200000000000003
103,0,0,3.200000000000003
104,0,0,3.200000000000003
105,0,0,3.200000000000003
106,0,0,3.200000000000003
107,0,0,3.200000000000003
108,0,0,3.200000000000003
109,0,0,3.200000000000003
110,0,0,3.200000000000003
111,0,0,3.200000000000003
112,0,0,3.200000000000003
113,0,0,3.200000000000003
114,0,0,3.200000000000003
115,0,0,3.200000000000003
116,0,0,3.200000000000003
117,0,0,3.200000000000003
118,0,0,2.0
119,0,0,3.200000000000003
120,0,0,3.200000000000003
121,0,0,3.200000000000003
122,0,0,3.200000000000003
123,0,0,3.200000000000003
124,0,0,2.0
125,0,0,3.200000000000003
126,0,0,3.200000000000003
127,0,0,3.200000000000003
128,0,0,3.200000000000003
129,0,0,3.200000000000003
130,0,0,3.200000000000003
131,0,0,3.200000000000003
132,0,0,3.200000000000003
133,0,0,3.200000000000003
134,0,0,3.200000000000003
135,0,0,3.200000000000003
136,0,0,3.200000000000003
137,0,0,2.0
138,0,0,3.200000000000003
139,0,0,3.200000000000003
140,0,0,3.200000000000003
141,0,0,3.200000000000003
142,0,0,2.0
143,0,0,3.200000000000003
144,0,0,3.200000000000003
145,0,0,3.200000000000003
146,0,0,3.200000000000003
147,0,0,2.0
148,0,0,3.200000000000003
149,0,0,3.200000000000003
150,0,0,2.0
151,0,0,3.200000000000003
152,0,0,2.0
153,0,0,3.200000000000003
154,0,0,3.200000000000003
155,0,0,3.200000000000003
156,0,0,3.200000000000003
157,0,0,3.200000000000003
158,0,0,3.200000000000003
159,0,0,3.200000000000003
160,0,0,3.200000000000003
161,0,0,3.200000000000003
162,0,0,3.200000000000003
163,0,0,3.200000000000003
164,0,0,3.200000000000003
165,0,0,3.200000000000003
166,0,0,3.200000000000003
167,0,0,3.200000000000003
168,0,0,2.0
169,0,0,3.200000000000003
170,0,0,3.200000000000003
171,0,0,3.200000000000003
172,0,0,2.0
173,0,0,3.200000000000003
174,0,0,3.200000000000003
175,0,0,3.200000000000003
176,0,0,3.200000000000003
177,0,0,3.200000000000003
178,0,0,3.200000000000003
179,0,0,3.200000000000003
180,0,0,2.0
181,0,0,3.200000000000003
182,0,0,3.200000000000003
183,0,0,3.200000000000003
184,0,0,3.200000000000003
185,0,0,3.200000000000003
186,0,0,3.200000000000003
187,0,0,3.200000000000003
188,0,0,3.200000000000003
189,0,0,3.200000000000003
190,0,0,3.200000000000003
191,0,0,2.0
192,0,0,3.200000000000003
193,0,0,2.0
194,0,0,2.0
195,0,0,3.200000000000003
196,0,0,3.200000000000003
197,0,0,4.0
198,0,0,2.0
199,0,0,3.200000000000003
200,0,0,3.200000000000003
201,0,0,2.0
202,0,0,3.200000000000003
203,0,0,3.200000000000003
204,0,0,3.200000000000003
205,0,0,3.200000000000003
206,0,0,3.200000000000003
207,0,0,3.200000000000003
208,0,0,3.200000000000003
209,0,0,2.0
